-4.992196 -2.681967
-4.983098 -2.679339
-4.974000 -2.676711
-4.964904 -2.674083
-4.955809 -2.671455
-4.946716 -2.668828
-4.937623 -2.666200
-4.928532 -2.663573
-4.919442 -2.660947
-4.910353 -2.658320
-4.901265 -2.655693
-4.892179 -2.653067
-4.883094 -2.650441
-4.874010 -2.647815
-4.864927 -2.645190
-4.855845 -2.642564
-4.846765 -2.639939
-4.837686 -2.637314
-4.828608 -2.634689
-4.819531 -2.632065
-4.810456 -2.629440
-4.801382 -2.626816
-4.792309 -2.624192
-4.783237 -2.621568
-4.774167 -2.618945
-4.765098 -2.616321
-4.756030 -2.613698
-4.746963 -2.611076
-4.737898 -2.608453
-4.728834 -2.605831
-4.719771 -2.603208
-4.710709 -2.600586
-4.701649 -2.597965
-4.692589 -2.595343
-4.683531 -2.592722
-4.674475 -2.590101
-4.665419 -2.587480
-4.656365 -2.584860
-4.647312 -2.582240
-4.638261 -2.579620
-4.629210 -2.577000
-4.620161 -2.574380
-4.611113 -2.571761
-4.602066 -2.569142
-4.593021 -2.566523
-4.583977 -2.563905
-4.574934 -2.561286
-4.565893 -2.558668
-4.556852 -2.556051
-4.547813 -2.553433
-4.538775 -2.550816
-4.529739 -2.548199
-4.520704 -2.545582
-4.511670 -2.542966
-4.502637 -2.540350
-4.493605 -2.537734
-4.484575 -2.535118
-4.475546 -2.532503
-4.466518 -2.529888
-4.457492 -2.527273
-4.448467 -2.524659
-4.439443 -2.522045
-4.430420 -2.519431
-4.421399 -2.516817
-4.412379 -2.514204
-4.403360 -2.511591
-4.394342 -2.508978
-4.385326 -2.506366
-4.376311 -2.503754
-4.367297 -2.501142
-4.358285 -2.498530
-4.349273 -2.495919
-4.340263 -2.493308
-4.331254 -2.490698
-4.322247 -2.488087
-4.313241 -2.485477
-4.304235 -2.482868
-4.295232 -2.480258
-4.286229 -2.477649
-4.277228 -2.475041
-4.268228 -2.472432
-4.259229 -2.469824
-4.250231 -2.467216
-4.241235 -2.464609
-4.232240 -2.462002
-4.223246 -2.459395
-4.214253 -2.456789
-4.205262 -2.454183
-4.196272 -2.451577
-4.187283 -2.448972
-4.178295 -2.446367
-4.169308 -2.443762
-4.160323 -2.441158
-4.151339 -2.438554
-4.142356 -2.435950
-4.133374 -2.433347
-4.124394 -2.430744
-4.115415 -2.428141
-4.106437 -2.425539
-4.097460 -2.422937
-4.088484 -2.420336
-4.079509 -2.417735
-4.070536 -2.415134
-4.061564 -2.412534
-4.052593 -2.409934
-4.043623 -2.407334
-4.034654 -2.404735
-4.025687 -2.402136
-4.016721 -2.399538
-4.007755 -2.396940
-3.998791 -2.394342
-3.989828 -2.391745
-3.980867 -2.389148
-3.971906 -2.386552
-3.962947 -2.383956
