# t  x1  y1  x2  y2  x3  y3  x4  y4  x5  y5  x6  y6  x7  y7  x8  y8  x9  y9  x10  y10  x11  y11  x12  y12  x13  y13  x14  y14  x15  y15  x16  y16  x17  y17  x18  y18  x19  y19  x20  y20  x21  y21  x22  y22  x23  y23  x24  y24  x25  y25  x26  y26  x27  y27  x28  y28  x29  y29  x30  y30  x31  y31  x32  y32  x33  y33  x34  y34  x35  y35  x36  y36  x37  y37  x38  y38  x39  y39  x40  y40
0.100000 0.460719 0.046226 0.293091 0.358464 -0.046226 0.460719 -0.358464 0.293091 -0.460719 -0.046226 -0.293091 -0.358464 0.046226 -0.460719 0.358464 -0.293091 0.877243 0.088018 0.558066 0.682542 -0.088018 0.877243 -0.682542 0.558066 -0.877243 -0.088018 -0.558066 -0.682542 0.088018 -0.877243 0.682542 -0.558066 0.995004 0.099833 0.632981 0.774167 -0.099833 0.995004 -0.774167 0.632981 -0.995004 -0.099833 -0.632981 -0.774167 0.099833 -0.995004 0.774167 -0.632981 1.120872 0.112462 0.713053 0.872099 -0.112462 1.120872 -0.872099 0.713053 -1.120872 -0.112462 -0.713053 -0.872099 0.112462 -1.120872 0.872099 -0.713053 1.754983 0.176086 1.116449 1.365472 -0.176086 1.754983 -1.365472 1.116449 -1.754983 -0.176086 -1.116449 -1.365472 0.176086 -1.754983 1.365472 -1.116449
0.110000 0.456624 0.050432 0.287221 0.358543 -0.050432 0.456624 -0.358543 0.287221 -0.456624 -0.050432 -0.287221 -0.358543 0.050432 -0.456624 0.358543 -0.287221 0.874354 0.096569 0.549977 0.686546 -0.096569 0.874354 -0.686546 0.549977 -0.874354 -0.096569 -0.549977 -0.686546 0.096569 -0.874354 0.686546 -0.549977 0.993956 0.109778 0.625208 0.780458 -0.109778 0.993956 -0.780458 0.625208 -0.993956 -0.109778 -0.625208 -0.780458 0.109778 -0.993956 0.780458 -0.625208 1.122746 0.124003 0.706218 0.881584 -0.124003 1.122746 -0.881584 0.706218 -1.122746 -0.124003 -0.706218 -0.881584 0.124003 -1.122746 0.881584 -0.706218 1.791755 0.197892 1.127031 1.406893 -0.197892 1.791755 -1.406893 1.127031 -1.791755 -0.197892 -1.127031 -1.406893 0.197892 -1.791755 1.406893 -1.127031
0.120000 0.452506 0.054563 0.281388 0.358551 -0.054563 0.452506 -0.358551 0.281388 -0.452506 -0.054563 -0.281388 -0.358551 0.054563 -0.452506 0.358551 -0.281388 0.871356 0.105068 0.541848 0.690436 -0.105068 0.871356 -0.690436 0.541848 -0.871356 -0.105068 -0.541848 -0.690436 0.105068 -0.871356 0.690436 -0.541848 0.992809 0.119712 0.617372 0.786671 -0.119712 0.992809 -0.786671 0.617372 -0.992809 -0.119712 -0.617372 -0.786671 0.119712 -0.992809 0.786671 -0.617372 1.124589 0.135602 0.699319 0.891089 -0.135602 1.124589 -0.891089 0.699319 -1.124589 -0.135602 -0.699319 -0.891089 0.135602 -1.124589 0.891089 -0.699319 1.831792 0.220876 1.139090 1.451456 -0.220876 1.831792 -1.451456 1.139090 -1.831792 -0.220876 -1.139090 -1.451456 0.220876 -1.831792 1.451456 -1.139090
0.130000 0.448364 0.058618 0.275592 0.358490 -0.058618 0.448364 -0.358490 0.275592 -0.448364 -0.058618 -0.275592 -0.358490 0.058618 -0.448364 0.358490 -0.275592 0.868250 0.113513 0.533680 0.694211 -0.113513 0.868250 -0.694211 0.533680 -0.868250 -0.113513 -0.533680 -0.694211 0.113513 -0.868250 0.694211 -0.533680 0.991562 0.129634 0.609475 0.792805 -0.129634 0.991562 -0.792805 0.609475 -0.991562 -0.129634 -0.609475 -0.792805 0.129634 -0.991562 0.792805 -0.609475 1.126402 0.147263 0.692356 0.900617 -0.147263 1.126402 -0.900617 0.692356 -1.126402 -0.147263 -0.692356 -0.900617 0.147263 -1.126402 0.900617 -0.692356 1.875607 0.245212 1.152864 1.499646 -0.245212 1.875607 -1.499646 1.152864 -1.875607 -0.245212 -1.152864 -1.499646 0.245212 -1.875607 1.499646 -1.152864
0.140000 0.444200 0.062597 0.269834 0.358360 -0.062597 0.444200 -0.358360 0.269834 -0.444200 -0.062597 -0.269834 -0.358360 0.062597 -0.444200 0.358360 -0.269834 0.865036 0.121902 0.525475 0.697871 -0.121902 0.865036 -0.697871 0.525475 -0.865036 -0.121902 -0.525475 -0.697871 0.121902 -0.865036 0.697871 -0.525475 0.990216 0.139543 0.601517 0.798860 -0.139543 0.990216 -0.798860 0.601517 -0.990216 -0.139543 -0.601517 -0.798860 0.139543 -0.990216 0.798860 -0.601517 1.128188 0.158986 0.685329 0.910170 -0.158986 1.128188 -0.910170 0.685329 -1.128188 -0.158986 -0.685329 -0.910170 0.158986 -1.128188 0.910170 -0.685329 1.923827 0.271109 1.168648 1.552055 -0.271109 1.923827 -1.552055 1.168648 -1.923827 -0.271109 -1.168648 -1.552055 0.271109 -1.923827 1.552055 -1.168648
0.150000 0.440016 0.066502 0.264114 0.358162 -0.066502 0.440016 -0.358162 0.264114 -0.440016 -0.066502 -0.264114 -0.358162 0.066502 -0.440016 0.358162 -0.264114 0.861714 0.130235 0.517234 0.701414 -0.130235 0.861714 -0.701414 0.517234 -0.861714 -0.130235 -0.517234 -0.701414 0.130235 -0.861714 0.701414 -0.517234 0.988771 0.149438 0.593498 0.804835 -0.149438 0.988771 -0.804835 0.593498 -0.988771 -0.149438 -0.593498 -0.804835 0.149438 -0.988771 0.804835 -0.593498 1.129949 0.170775 0.678238 0.919751 -0.170775 1.129949 -0.919751 0.678238 -1.129949 -0.170775 -0.678238 -0.919751 0.170775 -1.129949 0.919751 -0.678238 1.977232 0.298829 1.186810 1.609418 -0.298829 1.977232 -1.609418 1.186810 -1.977232 -0.298829 -1.186810 -1.609418 0.298829 -1.977232 1.609418 -1.186810
0.160000 0.435813 0.070331 0.258434 0.357898 -0.070331 0.435813 -0.357898 0.258434 -0.435813 -0.070331 -0.258434 -0.357898 0.070331 -0.435813 0.357898 -0.258434 0.858287 0.138510 0.508959 0.704841 -0.138510 0.858287 -0.704841 0.508959 -0.858287 -0.138510 -0.508959 -0.704841 0.138510 -0.858287 0.704841 -0.508959 0.987227 0.159318 0.585420 0.810730 -0.159318 0.987227 -0.810730 0.585420 -0.987227 -0.159318 -0.585420 -0.810730 0.159318 -0.987227 0.810730 -0.585420 1.131687 0.182631 0.671084 0.929363 -0.182631 1.131687 -0.929363 0.671084 -1.131687 -0.182631 -0.671084 -0.929363 0.182631 -1.131687 0.929363 -0.671084 2.036802 0.328698 1.207812 1.672661 -0.328698 2.036802 -1.672661 1.207812 -2.036802 -0.328698 -1.207812 -1.672661 0.328698 -2.036802 1.672661 -1.207812
0.170000 0.431592 0.074086 0.252795 0.357568 -0.074086 0.431592 -0.357568 0.252795 -0.431592 -0.074086 -0.252795 -0.357568 0.074086 -0.431592 0.357568 -0.252795 0.854753 0.146724 0.500652 0.708151 -0.146724 0.854753 -0.708151 0.500652 -0.854753 -0.146724 -0.500652 -0.708151 0.146724 -0.854753 0.708151 -0.500652 0.985585 0.169182 0.577284 0.816544 -0.169182 0.985585 -0.816544 0.577284 -0.985585 -0.169182 -0.577284 -0.816544 0.169182 -0.985585 0.816544 -0.577284 1.133406 0.194557 0.663866 0.939011 -0.194557 1.133406 -0.939011 0.663866 -1.133406 -0.194557 -0.663866 -0.939011 0.194557 -1.133406 0.939011 -0.663866 2.103792 0.361130 1.232248 1.742963 -0.361130 2.103792 -1.742963 1.232248 -2.103792 -0.361130 -1.232248 -1.742963 0.361130 -2.103792 1.742963 -1.232248
0.180000 0.427355 0.077766 0.247197 0.357174 -0.077766 0.427355 -0.357174 0.247197 -0.427355 -0.077766 -0.247197 -0.357174 0.077766 -0.427355 0.357174 -0.247197 0.851115 0.154877 0.492315 0.711344 -0.154877 0.851115 -0.711344 0.492315 -0.851115 -0.154877 -0.492315 -0.711344 0.154877 -0.851115 0.711344 -0.492315 0.983844 0.179030 0.569090 0.822276 -0.179030 0.983844 -0.822276 0.569090 -0.983844 -0.179030 -0.569090 -0.822276 0.179030 -0.983844 0.822276 -0.569090 1.135107 0.206555 0.656585 0.948698 -0.206555 1.135107 -0.948698 0.656585 -1.135107 -0.206555 -0.656585 -0.948698 0.206555 -1.135107 0.948698 -0.656585 2.179838 0.396664 1.260895 1.821862 -0.396664 2.179838 -1.821862 1.260895 -2.179838 -0.396664 -1.260895 -1.821862 0.396664 -2.179838 1.821862 -1.260895
0.190000 0.423103 0.081371 0.241641 0.356717 -0.081371 0.423103 -0.356717 0.241641 -0.423103 -0.081371 -0.241641 -0.356717 0.081371 -0.423103 0.356717 -0.241641 0.847373 0.162967 0.483948 0.714418 -0.162967 0.847373 -0.714418 0.483948 -0.847373 -0.162967 -0.483948 -0.714418 0.162967 -0.847373 0.714418 -0.483948 0.982004 0.188859 0.560838 0.827925 -0.188859 0.982004 -0.827925 0.560838 -0.982004 -0.188859 -0.560838 -0.827925 0.188859 -0.982004 0.827925 -0.560838 1.136793 0.218628 0.649241 0.958427 -0.218628 1.136793 -0.958427 0.649241 -1.136793 -0.218628 -0.649241 -0.958427 0.218628 -1.136793 0.958427 -0.649241 2.267118 0.436012 1.294788 1.911401 -0.436012 2.267118 -1.911401 1.294788 -2.267118 -0.436012 -1.294788 -1.911401 0.436012 -2.267118 1.911401 -1.294788
0.200000 0.418837 0.084902 0.236127 0.356197 -0.084902 0.418837 -0.356197 0.236127 -0.418837 -0.084902 -0.236127 -0.356197 0.084902 -0.418837 0.356197 -0.236127 0.843528 0.170992 0.475555 0.717373 -0.170992 0.843528 -0.717373 0.475555 -0.843528 -0.170992 -0.475555 -0.717373 0.170992 -0.843528 0.717373 -0.475555 0.980067 0.198669 0.552531 0.833492 -0.198669 0.980067 -0.833492 0.552531 -0.980067 -0.198669 -0.552531 -0.833492 0.198669 -0.980067 0.833492 -0.552531 1.138467 0.230779 0.641833 0.968203 -0.230779 1.138467 -0.968203 0.641833 -1.138467 -0.230779 -0.641833 -0.968203 0.230779 -1.138467 0.968203 -0.641833 2.368606 0.480140 1.335347 2.014368 -0.480140 2.368606 -2.014368 1.335347 -2.368606 -0.480140 -1.335347 -2.014368 0.480140 -2.368606 2.014368 -1.335347
0.210000 0.414558 0.088360 0.230657 0.355617 -0.088360 0.414558 -0.355617 0.230657 -0.414558 -0.088360 -0.230657 -0.355617 0.088360 -0.414558 0.355617 -0.230657 0.839580 0.178950 0.467136 0.720210 -0.178950 0.839580 -0.720210 0.467136 -0.839580 -0.178950 -0.467136 -0.720210 0.178950 -0.839580 0.720210 -0.467136 0.978031 0.208460 0.544169 0.838976 -0.208460 0.978031 -0.838976 0.544169 -0.978031 -0.208460 -0.544169 -0.838976 0.208460 -0.978031 0.838976 -0.544169 1.140133 0.243011 0.634361 0.978031 -0.243011 1.140133 -0.978031 0.634361 -1.140133 -0.243011 -0.634361 -0.978031 0.243011 -1.140133 0.978031 -0.634361 2.488492 0.530403 1.384578 2.134682 -0.530403 2.488492 -2.134682 1.384578 -2.488492 -0.530403 -1.384578 -2.134682 0.530403 -2.488492 2.134682 -1.384578
0.220000 0.410268 0.091744 0.225231 0.354976 -0.091744 0.410268 -0.354976 0.225231 -0.410268 -0.091744 -0.225231 -0.354976 0.091744 -0.410268 0.354976 -0.225231 0.835531 0.186841 0.458693 0.722926 -0.186841 0.835531 -0.722926 0.458693 -0.835531 -0.186841 -0.458693 -0.722926 0.186841 -0.835531 0.722926 -0.458693 0.975897 0.218230 0.535752 0.844375 -0.218230 0.975897 -0.844375 0.535752 -0.975897 -0.218230 -0.535752 -0.844375 0.218230 -0.975897 0.844375 -0.535752 1.141794 0.255327 0.626826 0.987914 -0.255327 1.141794 -0.987914 0.626826 -1.141794 -0.255327 -0.626826 -0.987914 0.255327 -1.141794 0.987914 -0.626826 2.632901 0.588768 1.445421 2.278064 -0.588768 2.632901 -2.278064 1.445421 -2.632901 -0.588768 -1.445421 -2.278064 0.588768 -2.632901 2.278064 -1.445421
0.230000 0.405969 0.095055 0.219849 0.354277 -0.095055 0.405969 -0.354277 0.219849 -0.405969 -0.095055 -0.219849 -0.354277 0.095055 -0.405969 0.354277 -0.219849 0.831382 0.194663 0.450229 0.725523 -0.194663 0.831382 -0.725523 0.450229 -0.831382 -0.194663 -0.450229 -0.725523 0.194663 -0.831382 0.725523 -0.450229 0.973666 0.227978 0.527282 0.849691 -0.227978 0.973666 -0.849691 0.527282 -0.973666 -0.227978 -0.527282 -0.849691 0.227978 -0.973666 0.849691 -0.527282 1.143452 0.267732 0.619228 0.997857 -0.267732 1.143452 -0.997857 0.619228 -1.143452 -0.267732 -0.619228 -0.997857 0.267732 -1.143452 0.997857 -0.619228 2.811212 0.658227 1.522391 2.453264 -0.658227 2.811212 -2.453264 1.522391 -2.811212 -0.658227 -1.522391 -2.453264 0.658227 -2.811212 2.453264 -1.522391
0.240000 0.401660 0.098293 0.214513 0.353520 -0.098293 0.401660 -0.353520 0.214513 -0.401660 -0.098293 -0.214513 -0.353520 0.098293 -0.401660 0.353520 -0.214513 0.827134 0.202413 0.441744 0.728000 -0.202413 0.827134 -0.728000 0.441744 -0.827134 -0.202413 -0.441744 -0.728000 0.202413 -0.827134 0.728000 -0.441744 0.971338 0.237703 0.518759 0.854921 -0.237703 0.971338 -0.854921 0.518759 -0.971338 -0.237703 -0.518759 -0.854921 0.237703 -0.971338 0.854921 -0.518759 1.145111 0.280228 0.611565 1.007867 -0.280228 1.145111 -1.007867 0.611565 -1.145111 -0.280228 -0.611565 -1.007867 0.280228 -1.145111 1.007867 -0.611565 3.038680 0.743615 1.622855 2.674487 -0.743615 3.038680 -2.674487 1.622855 -3.038680 -0.743615 -1.622855 -2.674487 0.743615 -3.038680 2.674487 -1.622855
0.250000 0.397343 0.101458 0.209222 0.352706 -0.101458 0.397343 -0.352706 0.209222 -0.397343 -0.101458 -0.209222 -0.352706 0.101458 -0.397343 0.352706 -0.209222 0.822787 0.210092 0.433241 0.730356 -0.210092 0.822787 -0.730356 0.433241 -0.822787 -0.210092 -0.433241 -0.730356 0.210092 -0.822787 0.730356 -0.433241 0.968912 0.247404 0.510184 0.860066 -0.247404 0.968912 -0.860066 0.510184 -0.968912 -0.247404 -0.510184 -0.860066 0.247404 -0.968912 0.860066 -0.510184 1.146776 0.292820 0.603838 1.017948 -0.292820 1.146776 -1.017948 0.603838 -1.146776 -0.292820 -0.603838 -1.017948 0.292820 -1.146776 1.017948 -0.603838 3.342185 0.853399 1.759837 2.966726 -0.853399 3.342185 -2.966726 1.759837 -3.342185 -0.853399 -1.759837 -2.966726 0.853399 -3.342185 2.966726 -1.759837
0.260000 0.393021 0.104552 0.203978 0.351837 -0.104552 0.393021 -0.351837 0.203978 -0.393021 -0.104552 -0.203978 -0.351837 0.104552 -0.393021 0.351837 -0.203978 0.818343 0.217697 0.424721 0.732591 -0.217697 0.818343 -0.732591 0.424721 -0.818343 -0.217697 -0.424721 -0.732591 0.217697 -0.818343 0.732591 -0.424721 0.966390 0.257081 0.501558 0.865124 -0.257081 0.966390 -0.865124 0.501558 -0.966390 -0.257081 -0.501558 -0.865124 0.257081 -0.966390 0.865124 -0.501558 1.148450 0.305512 0.596047 1.028106 -0.305512 1.148450 -1.028106 0.596047 -1.148450 -0.305512 -0.596047 -1.028106 0.305512 -1.148450 1.028106 -0.596047 3.774805 1.004179 1.959129 3.379252 -1.004179 3.774805 -3.379252 1.959129 -3.774805 -1.004179 -1.959129 -3.379252 1.004179 -3.774805 3.379252 -1.959129
0.270000 0.388692 0.107574 0.198781 0.350913 -0.107574 0.388692 -0.350913 0.198781 -0.388692 -0.107574 -0.198781 -0.350913 0.107574 -0.388692 0.350913 -0.198781 0.813803 0.225227 0.416186 0.734705 -0.225227 0.813803 -0.734705 0.416186 -0.813803 -0.225227 -0.416186 -0.734705 0.225227 -0.813803 0.734705 -0.416186 0.963771 0.266731 0.492881 0.870097 -0.266731 0.963771 -0.870097 0.492881 -0.963771 -0.266731 -0.492881 -0.870097 0.266731 -0.963771 0.870097 -0.492881 1.150136 0.318310 0.588190 1.038348 -0.318310 1.150136 -1.038348 0.588190 -1.150136 -0.318310 -0.588190 -1.038348 0.318310 -1.150136 1.038348 -0.588190 4.461408 1.234727 2.281608 4.027776 -1.234727 4.461408 -4.027776 2.281608 -4.461408 -1.234727 -2.281608 -4.027776 1.234727 -4.461408 4.027776 -2.281608
0.280000 0.384360 0.110524 0.193631 0.349936 -0.110524 0.384360 -0.349936 0.193631 -0.384360 -0.110524 -0.193631 -0.349936 0.110524 -0.384360 0.349936 -0.193631 0.809168 0.232680 0.407639 0.736697 -0.232680 0.809168 -0.736697 0.407639 -0.809168 -0.232680 -0.407639 -0.736697 0.232680 -0.809168 0.736697 -0.407639 0.961055 0.276356 0.484156 0.874982 -0.276356 0.961055 -0.874982 0.484156 -0.961055 -0.276356 -0.484156 -0.874982 0.276356 -0.961055 0.874982 -0.484156 1.151841 0.331217 0.580269 1.048680 -0.331217 1.151841 -1.048680 0.580269 -1.151841 -0.331217 -0.580269 -1.048680 0.331217 -1.151841 1.048680 -0.580269 5.803721 1.668860 2.923788 5.283913 -1.668860 5.803721 -5.283913 2.923788 -5.803721 -1.668860 -2.923788 -5.283913 1.668860 -5.803721 5.283913 -2.923788
0.290000 0.380025 0.113404 0.188529 0.348907 -0.113404 0.380025 -0.348907 0.188529 -0.380025 -0.113404 -0.188529 -0.348907 0.113404 -0.380025 0.348907 -0.188529 0.804439 0.240055 0.399080 0.738568 -0.240055 0.804439 -0.738568 0.399080 -0.804439 -0.240055 -0.399080 -0.738568 0.240055 -0.804439 0.738568 -0.399080 0.958244 0.285952 0.475382 0.879780 -0.285952 0.958244 -0.879780 0.475382 -0.958244 -0.285952 -0.475382 -0.879780 0.285952 -0.958244 0.879780 -0.475382 1.153568 0.344239 0.572282 1.059110 -0.344239 1.153568 -1.059110 0.572282 -1.153568 -0.344239 -0.572282 -1.059110 0.344239 -1.153568 1.059110 -0.572282 5.803721 1.668860 2.923788 5.283913 -1.668860 5.803721 -5.283913 2.923788 -5.803721 -1.668860 -2.923788 -5.283913 1.668860 -5.803721 5.283913 -2.923788
