# circle in zeta-plane case 8
# xi0 = -0.1, eta0 = 0.2, r = 1.11803
# xi   eta   xi/a   eta/a
0.655333 -0.624301 0.655333 -0.624301
0.662497 -0.617678 0.662497 -0.617678
0.669604 -0.610993 0.669604 -0.610993
0.676652 -0.604246 0.676652 -0.604246
0.683640 -0.597438 0.683640 -0.597438
0.690569 -0.590569 0.690569 -0.590569
0.697438 -0.583640 0.697438 -0.583640
0.704246 -0.576652 0.704246 -0.576652
0.710993 -0.569604 0.710993 -0.569604
0.717678 -0.562497 0.717678 -0.562497
0.724301 -0.555333 0.724301 -0.555333
0.730861 -0.548111 0.730861 -0.548111
0.737358 -0.540832 0.737358 -0.540832
0.743791 -0.533496 0.743791 -0.533496
0.750160 -0.526105 0.750160 -0.526105
0.756464 -0.518658 0.756464 -0.518658
0.762703 -0.511157 0.762703 -0.511157
0.768876 -0.503602 0.768876 -0.503602
0.774983 -0.495993 0.774983 -0.495993
0.781023 -0.488330 0.781023 -0.488330
0.786996 -0.480616 0.786996 -0.480616
0.792902 -0.472850 0.792902 -0.472850
0.798739 -0.465032 0.798739 -0.465032
0.804508 -0.457164 0.804508 -0.457164
0.810209 -0.449246 0.810209 -0.449246
0.815840 -0.441278 0.815840 -0.441278
0.821401 -0.433261 0.821401 -0.433261
0.826892 -0.425197 0.826892 -0.425197
0.832313 -0.417084 0.832313 -0.417084
0.837662 -0.408925 0.837662 -0.408925
0.842940 -0.400719 0.842940 -0.400719
0.848147 -0.392468 0.848147 -0.392468
0.853281 -0.384171 0.853281 -0.384171
0.858342 -0.375830 0.858342 -0.375830
0.863331 -0.367445 0.863331 -0.367445
0.868246 -0.359017 0.868246 -0.359017
0.873087 -0.350546 0.873087 -0.350546
0.877855 -0.342034 0.877855 -0.342034
0.882547 -0.333480 0.882547 -0.333480
0.887165 -0.324885 0.887165 -0.324885
0.891708 -0.316251 0.891708 -0.316251
0.896176 -0.307577 0.896176 -0.307577
0.900567 -0.298864 0.900567 -0.298864
0.904882 -0.290114 0.904882 -0.290114
0.909121 -0.281326 0.909121 -0.281326
0.913283 -0.272502 0.913283 -0.272502
0.917368 -0.263641 0.917368 -0.263641
0.921375 -0.254745 0.921375 -0.254745
0.925304 -0.245815 0.925304 -0.245815
0.929156 -0.236851 0.929156 -0.236851
0.932929 -0.227853 0.932929 -0.227853
0.936623 -0.218823 0.936623 -0.218823
0.940238 -0.209761 0.940238 -0.209761
0.943775 -0.200668 0.943775 -0.200668
0.947231 -0.191544 0.947231 -0.191544
0.950608 -0.182390 0.950608 -0.182390
0.953905 -0.173207 0.953905 -0.173207
0.957122 -0.163996 0.957122 -0.163996
0.960258 -0.154757 0.960258 -0.154757
0.963314 -0.145492 0.963314 -0.145492
0.966288 -0.136199 0.966288 -0.136199
0.969181 -0.126882 0.969181 -0.126882
0.971993 -0.117539 0.971993 -0.117539
0.974723 -0.108172 0.974723 -0.108172
0.977372 -0.098782 0.977372 -0.098782
0.979938 -0.089368 0.979938 -0.089368
0.982422 -0.079933 0.982422 -0.079933
0.984824 -0.070477 0.984824 -0.070477
0.987143 -0.061000 0.987143 -0.061000
0.989379 -0.051503 0.989379 -0.051503
0.991532 -0.041987 0.991532 -0.041987
0.993602 -0.032452 0.993602 -0.032452
0.995589 -0.022900 0.995589 -0.022900
0.997493 -0.013331 0.997493 -0.013331
0.999312 -0.003746 0.999312 -0.003746
1.001049 0.005855 1.001049 0.005855
1.002701 0.015471 1.002701 0.015471
1.004269 0.025101 1.004269 0.025101
1.005753 0.034744 1.005753 0.034744
1.007153 0.044400 1.007153 0.044400
1.008469 0.054067 1.008469 0.054067
1.009700 0.063746 1.009700 0.063746
1.010847 0.073435 1.010847 0.073435
1.011909 0.083134 1.011909 0.083134
1.012887 0.092841 1.012887 0.092841
1.013780 0.102557 1.013780 0.102557
1.014587 0.112280 1.014587 0.112280
1.015311 0.122010 1.015311 0.122010
1.015949 0.131746 1.015949 0.131746
1.016502 0.141487 1.016502 0.141487
1.016970 0.151232 1.016970 0.151232
1.017353 0.160981 1.017353 0.160981
1.017651 0.170733 1.017651 0.170733
1.017864 0.180488 1.017864 0.180488
1.017991 0.190243 1.017991 0.190243
1.018034 0.200000 1.018034 0.200000
