# Joukowski airfoil case 5
# a = 1, xi0 = -0.2, eta0 = 0, r = 1.2
# x   y   x/a   y/a
2.000000 0.000000 2.000000 0.000000
1.999890 0.000000 1.999890 0.000000
1.999561 0.000002 1.999561 0.000002
1.999013 0.000005 1.999013 0.000005
1.998246 0.000012 1.998246 0.000012
1.997260 0.000024 1.997260 0.000024
1.996055 0.000041 1.996055 0.000041
1.994631 0.000066 1.994631 0.000066
1.992989 0.000098 1.992989 0.000098
1.991130 0.000139 1.991130 0.000139
1.989052 0.000191 1.989052 0.000191
1.986758 0.000254 1.986758 0.000254
1.984247 0.000329 1.984247 0.000329
1.981520 0.000418 1.981520 0.000418
1.978578 0.000521 1.978578 0.000521
1.975420 0.000641 1.975420 0.000641
1.972048 0.000777 1.972048 0.000777
1.968462 0.000930 1.968462 0.000930
1.964664 0.001103 1.964664 0.001103
1.960653 0.001295 1.960653 0.001295
1.956431 0.001509 1.956431 0.001509
1.951998 0.001744 1.951998 0.001744
1.947356 0.002002 1.947356 0.002002
1.942505 0.002283 1.942505 0.002283
1.937446 0.002590 1.937446 0.002590
1.932181 0.002922 1.932181 0.002922
1.926709 0.003281 1.926709 0.003281
1.921033 0.003667 1.921033 0.003667
1.915153 0.004081 1.915153 0.004081
1.909071 0.004525 1.909071 0.004525
1.902788 0.004998 1.902788 0.004998
1.896304 0.005502 1.896304 0.005502
1.889622 0.006038 1.889622 0.006038
1.882742 0.006606 1.882742 0.006606
1.875666 0.007207 1.875666 0.007207
1.868395 0.007842 1.868395 0.007842
1.860930 0.008512 1.860930 0.008512
1.853273 0.009216 1.853273 0.009216
1.845426 0.009956 1.845426 0.009956
1.837389 0.010733 1.837389 0.010733
1.829165 0.011547 1.829165 0.011547
1.820754 0.012398 1.820754 0.012398
1.812159 0.013287 1.812159 0.013287
1.803381 0.014214 1.803381 0.014214
1.794421 0.015181 1.794421 0.015181
1.785281 0.016187 1.785281 0.016187
1.775963 0.017234 1.775963 0.017234
1.766468 0.018320 1.766468 0.018320
1.756798 0.019448 1.756798 0.019448
1.746955 0.020616 1.746955 0.020616
1.736941 0.021826 1.736941 0.021826
1.726756 0.023077 1.726756 0.023077
1.716404 0.024371 1.716404 0.024371
1.705885 0.025706 1.705885 0.025706
1.695202 0.027085 1.695202 0.027085
1.684357 0.028505 1.684357 0.028505
1.673350 0.029969 1.673350 0.029969
1.662185 0.031475 1.662185 0.031475
1.650862 0.033025 1.650862 0.033025
1.639384 0.034618 1.639384 0.034618
1.627753 0.036253 1.627753 0.036253
1.615970 0.037932 1.615970 0.037932
1.604038 0.039654 1.604038 0.039654
1.591958 0.041420 1.591958 0.041420
1.579732 0.043228 1.579732 0.043228
1.567363 0.045079 1.567363 0.045079
1.554851 0.046973 1.554851 0.046973
1.542200 0.048910 1.542200 0.048910
1.529410 0.050890 1.529410 0.050890
1.516485 0.052912 1.516485 0.052912
1.503425 0.054976 1.503425 0.054976
1.490234 0.057082 1.490234 0.057082
1.476912 0.059230 1.476912 0.059230
1.463462 0.061420 1.463462 0.061420
1.449886 0.063650 1.449886 0.063650
1.436186 0.065921 1.436186 0.065921
1.422363 0.068233 1.422363 0.068233
1.408420 0.070584 1.408420 0.070584
1.394359 0.072976 1.394359 0.072976
1.380182 0.075406 1.380182 0.075406
1.365890 0.077876 1.365890 0.077876
1.351486 0.080383 1.351486 0.080383
1.336972 0.082929 1.336972 0.082929
1.322349 0.085512 1.322349 0.085512
1.307620 0.088131 1.307620 0.088131
1.292786 0.090787 1.292786 0.090787
1.277850 0.093479 1.277850 0.093479
1.262813 0.096205 1.262813 0.096205
1.247678 0.098966 1.247678 0.098966
1.232446 0.101761 1.232446 0.101761
1.217119 0.104589 1.217119 0.104589
1.201699 0.107450 1.201699 0.107450
1.186189 0.110343 1.186189 0.110343
1.170590 0.113267 1.170590 0.113267
1.154903 0.116221 1.154903 0.116221
1.139132 0.119205 1.139132 0.119205
1.123278 0.122219 1.123278 0.122219
1.107342 0.125260 1.107342 0.125260
1.091326 0.128329 1.091326 0.128329
1.075233 0.131425 1.075233 0.131425
1.059065 0.134547 1.059065 0.134547
1.042822 0.137694 1.042822 0.137694
1.026508 0.140866 1.026508 0.140866
1.010124 0.144061 1.010124 0.144061
0.993671 0.147279 0.993671 0.147279
0.977151 0.150518 0.977151 0.150518
0.960567 0.153779 0.960567 0.153779
0.943920 0.157060 0.943920 0.157060
0.927212 0.160360 0.927212 0.160360
0.910445 0.163679 0.910445 0.163679
0.893620 0.167015 0.893620 0.167015
0.876739 0.170368 0.876739 0.170368
0.859804 0.173736 0.859804 0.173736
0.842816 0.177120 0.842816 0.177120
0.825778 0.180517 0.825778 0.180517
0.808691 0.183927 0.808691 0.183927
0.791557 0.187350 0.791557 0.187350
0.774377 0.190783 0.774377 0.190783
0.757153 0.194227 0.757153 0.194227
0.739887 0.197680 0.739887 0.197680
0.722581 0.201141 0.722581 0.201141
0.705235 0.204610 0.705235 0.204610
0.687852 0.208085 0.687852 0.208085
0.670433 0.211566 0.670433 0.211566
0.652980 0.215051 0.652980 0.215051
0.635495 0.218540 0.635495 0.218540
0.617978 0.222032 0.617978 0.222032
0.600432 0.225525 0.600432 0.225525
0.582859 0.229019 0.582859 0.229019
0.565258 0.232513 0.565258 0.232513
0.547633 0.236005 0.547633 0.236005
0.529985 0.239496 0.529985 0.239496
0.512315 0.242983 0.512315 0.242983
0.494624 0.246466 0.494624 0.246466
0.476914 0.249945 0.476914 0.249945
0.459188 0.253417 0.459188 0.253417
0.441445 0.256883 0.441445 0.256883
0.423687 0.260341 0.423687 0.260341
0.405917 0.263790 0.405917 0.263790
0.388134 0.267229 0.388134 0.267229
0.370342 0.270658 0.370342 0.270658
0.352540 0.274075 0.352540 0.274075
0.334731 0.277480 0.334731 0.277480
0.316916 0.280872 0.316916 0.280872
0.299096 0.284249 0.299096 0.284249
0.281272 0.287611 0.281272 0.287611
0.263446 0.290957 0.263446 0.290957
0.245620 0.294286 0.245620 0.294286
0.227793 0.297597 0.227793 0.297597
0.209969 0.300890 0.209969 0.300890
0.192148 0.304162 0.192148 0.304162
0.174331 0.307415 0.174331 0.307415
0.156519 0.310646 0.156519 0.310646
0.138715 0.313854 0.138715 0.313854
0.120918 0.317040 0.120918 0.317040
0.103131 0.320202 0.103131 0.320202
0.085354 0.323339 0.085354 0.323339
0.067589 0.326450 0.067589 0.326450
0.049837 0.329535 0.049837 0.329535
0.032099 0.332593 0.032099 0.332593
0.014376 0.335623 0.014376 0.335623
-0.003330 0.338624 -0.003330 0.338624
-0.021018 0.341596 -0.021018 0.341596
-0.038688 0.344537 -0.038688 0.344537
-0.056338 0.347447 -0.056338 0.347447
-0.073967 0.350325 -0.073967 0.350325
-0.091574 0.353171 -0.091574 0.353171
-0.109157 0.355983 -0.109157 0.355983
-0.126716 0.358761 -0.126716 0.358761
-0.144250 0.361504 -0.144250 0.361504
-0.161757 0.364212 -0.161757 0.364212
-0.179236 0.366884 -0.179236 0.366884
-0.196687 0.369519 -0.196687 0.369519
-0.214108 0.372116 -0.214108 0.372116
-0.231498 0.374675 -0.231498 0.374675
-0.248856 0.377195 -0.248856 0.377195
-0.266182 0.379675 -0.266182 0.379675
-0.283474 0.382116 -0.283474 0.382116
-0.300730 0.384515 -0.300730 0.384515
-0.317951 0.386873 -0.317951 0.386873
-0.335135 0.389189 -0.335135 0.389189
-0.352281 0.391463 -0.352281 0.391463
-0.369388 0.393693 -0.369388 0.393693
-0.386456 0.395879 -0.386456 0.395879
-0.403482 0.398021 -0.403482 0.398021
-0.420467 0.400118 -0.420467 0.400118
-0.437409 0.402170 -0.437409 0.402170
