# circle in zeta-plane case 6
# xi0 = -0.3, eta0 = 0, r = 1.3
# xi   eta   xi/a   eta/a
-0.413302 1.295053 -0.413302 1.295053
-0.424599 1.294015 -0.424599 1.294015
-0.435887 1.292878 -0.435887 1.292878
-0.447164 1.291643 -0.447164 1.291643
-0.458430 1.290310 -0.458430 1.290310
-0.469684 1.288878 -0.469684 1.288878
-0.480925 1.287348 -0.480925 1.287348
-0.492152 1.285721 -0.492152 1.285721
-0.503365 1.283995 -0.503365 1.283995
-0.514562 1.282171 -0.514562 1.282171
-0.525743 1.280250 -0.525743 1.280250
-0.536906 1.278231 -0.536906 1.278231
-0.548052 1.276115 -0.548052 1.276115
-0.559178 1.273902 -0.559178 1.273902
-0.570285 1.271592 -0.570285 1.271592
-0.581371 1.269185 -0.581371 1.269185
-0.592436 1.266681 -0.592436 1.266681
-0.603479 1.264081 -0.603479 1.264081
-0.614498 1.261384 -0.614498 1.261384
-0.625494 1.258592 -0.625494 1.258592
-0.636465 1.255704 -0.636465 1.255704
-0.647410 1.252720 -0.647410 1.252720
-0.658329 1.249640 -0.658329 1.249640
-0.669220 1.246466 -0.669220 1.246466
-0.680083 1.243196 -0.680083 1.243196
-0.690918 1.239832 -0.690918 1.239832
-0.701722 1.236373 -0.701722 1.236373
-0.712496 1.232821 -0.712496 1.232821
-0.723239 1.229174 -0.723239 1.229174
-0.733949 1.225434 -0.733949 1.225434
-0.744626 1.221600 -0.744626 1.221600
-0.755270 1.217674 -0.755270 1.217674
-0.765878 1.213655 -0.765878 1.213655
-0.776452 1.209543 -0.776452 1.209543
-0.786989 1.205339 -0.786989 1.205339
-0.797488 1.201043 -0.797488 1.201043
-0.807950 1.196656 -0.807950 1.196656
-0.818374 1.192178 -0.818374 1.192178
-0.828758 1.187609 -0.828758 1.187609
-0.839101 1.182950 -0.839101 1.182950
-0.849404 1.178200 -0.849404 1.178200
-0.859664 1.173361 -0.859664 1.173361
-0.869882 1.168432 -0.869882 1.168432
-0.880057 1.163415 -0.880057 1.163415
-0.890188 1.158308 -0.890188 1.158308
-0.900273 1.153114 -0.900273 1.153114
-0.910313 1.147832 -0.910313 1.147832
-0.920306 1.142462 -0.920306 1.142462
-0.930253 1.137006 -0.930253 1.137006
-0.940151 1.131462 -0.940151 1.131462
-0.950000 1.125833 -0.950000 1.125833
-0.959800 1.120118 -0.959800 1.120118
-0.969549 1.114317 -0.969549 1.114317
-0.979248 1.108432 -0.979248 1.108432
-0.988895 1.102463 -0.988895 1.102463
-0.998489 1.096409 -0.998489 1.096409
-1.008031 1.090272 -1.008031 1.090272
-1.017518 1.084052 -1.017518 1.084052
-1.026951 1.077749 -1.026951 1.077749
-1.036328 1.071364 -1.036328 1.071364
-1.045649 1.064898 -1.045649 1.064898
-1.054914 1.058350 -1.054914 1.058350
-1.064121 1.051722 -1.064121 1.051722
-1.073270 1.045014 -1.073270 1.045014
-1.082360 1.038226 -1.082360 1.038226
-1.091390 1.031359 -1.091390 1.031359
-1.100360 1.024414 -1.100360 1.024414
-1.109269 1.017391 -1.109269 1.017391
-1.118117 1.010290 -1.118117 1.010290
-1.126902 1.003112 -1.126902 1.003112
-1.135624 0.995858 -1.135624 0.995858
-1.144282 0.988528 -1.144282 0.988528
-1.152877 0.981122 -1.152877 0.981122
-1.161406 0.973642 -1.161406 0.973642
-1.169870 0.966088 -1.169870 0.966088
-1.178267 0.958461 -1.178267 0.958461
-1.186598 0.950760 -1.186598 0.950760
-1.194861 0.942987 -1.194861 0.942987
-1.203056 0.935142 -1.203056 0.935142
-1.211182 0.927226 -1.211182 0.927226
-1.219239 0.919239 -1.219239 0.919239
-1.227226 0.911182 -1.227226 0.911182
-1.235142 0.903056 -1.235142 0.903056
-1.242987 0.894861 -1.242987 0.894861
-1.250760 0.886598 -1.250760 0.886598
-1.258461 0.878267 -1.258461 0.878267
-1.266088 0.869870 -1.266088 0.869870
-1.273642 0.861406 -1.273642 0.861406
-1.281122 0.852877 -1.281122 0.852877
-1.288528 0.844282 -1.288528 0.844282
-1.295858 0.835624 -1.295858 0.835624
-1.303112 0.826902 -1.303112 0.826902
-1.310290 0.818117 -1.310290 0.818117
-1.317391 0.809269 -1.317391 0.809269
-1.324414 0.800360 -1.324414 0.800360
-1.331359 0.791390 -1.331359 0.791390
-1.338226 0.782360 -1.338226 0.782360
-1.345014 0.773270 -1.345014 0.773270
-1.351722 0.764121 -1.351722 0.764121
-1.358350 0.754914 -1.358350 0.754914
-1.364898 0.745649 -1.364898 0.745649
-1.371364 0.736328 -1.371364 0.736328
-1.377749 0.726951 -1.377749 0.726951
-1.384052 0.717518 -1.384052 0.717518
-1.390272 0.708031 -1.390272 0.708031
-1.396409 0.698489 -1.396409 0.698489
-1.402463 0.688895 -1.402463 0.688895
-1.408432 0.679248 -1.408432 0.679248
-1.414317 0.669549 -1.414317 0.669549
-1.420118 0.659800 -1.420118 0.659800
-1.425833 0.650000 -1.425833 0.650000
-1.431462 0.640151 -1.431462 0.640151
-1.437006 0.630253 -1.437006 0.630253
-1.442462 0.620306 -1.442462 0.620306
-1.447832 0.610313 -1.447832 0.610313
-1.453114 0.600273 -1.453114 0.600273
-1.458308 0.590188 -1.458308 0.590188
-1.463415 0.580057 -1.463415 0.580057
-1.468432 0.569882 -1.468432 0.569882
-1.473361 0.559664 -1.473361 0.559664
-1.478200 0.549404 -1.478200 0.549404
-1.482950 0.539101 -1.482950 0.539101
-1.487609 0.528758 -1.487609 0.528758
-1.492178 0.518374 -1.492178 0.518374
-1.496656 0.507950 -1.496656 0.507950
-1.501043 0.497488 -1.501043 0.497488
-1.505339 0.486989 -1.505339 0.486989
-1.509543 0.476452 -1.509543 0.476452
-1.513655 0.465878 -1.513655 0.465878
-1.517674 0.455270 -1.517674 0.455270
-1.521600 0.444626 -1.521600 0.444626
-1.525434 0.433949 -1.525434 0.433949
-1.529174 0.423239 -1.529174 0.423239
-1.532821 0.412496 -1.532821 0.412496
-1.536373 0.401722 -1.536373 0.401722
-1.539832 0.390918 -1.539832 0.390918
-1.543196 0.380083 -1.543196 0.380083
-1.546466 0.369220 -1.546466 0.369220
-1.549640 0.358329 -1.549640 0.358329
-1.552720 0.347410 -1.552720 0.347410
-1.555704 0.336465 -1.555704 0.336465
-1.558592 0.325494 -1.558592 0.325494
-1.561384 0.314498 -1.561384 0.314498
-1.564081 0.303479 -1.564081 0.303479
-1.566681 0.292436 -1.566681 0.292436
-1.569185 0.281371 -1.569185 0.281371
-1.571592 0.270285 -1.571592 0.270285
-1.573902 0.259178 -1.573902 0.259178
-1.576115 0.248052 -1.576115 0.248052
-1.578231 0.236906 -1.578231 0.236906
-1.580250 0.225743 -1.580250 0.225743
-1.582171 0.214562 -1.582171 0.214562
-1.583995 0.203365 -1.583995 0.203365
-1.585721 0.192152 -1.585721 0.192152
-1.587348 0.180925 -1.587348 0.180925
-1.588878 0.169684 -1.588878 0.169684
-1.590310 0.158430 -1.590310 0.158430
-1.591643 0.147164 -1.591643 0.147164
-1.592878 0.135887 -1.592878 0.135887
-1.594015 0.124599 -1.594015 0.124599
-1.595053 0.113302 -1.595053 0.113302
-1.595993 0.101997 -1.595993 0.101997
-1.596833 0.090683 -1.596833 0.090683
-1.597575 0.079363 -1.597575 0.079363
-1.598218 0.068037 -1.598218 0.068037
-1.598763 0.056705 -1.598763 0.056705
-1.599208 0.045369 -1.599208 0.045369
-1.599555 0.034030 -1.599555 0.034030
-1.599802 0.022688 -1.599802 0.022688
-1.599950 0.011344 -1.599950 0.011344
-1.600000 0.000000 -1.600000 0.000000
-1.599950 -0.011344 -1.599950 -0.011344
-1.599802 -0.022688 -1.599802 -0.022688
-1.599555 -0.034030 -1.599555 -0.034030
-1.599208 -0.045369 -1.599208 -0.045369
-1.598763 -0.056705 -1.598763 -0.056705
-1.598218 -0.068037 -1.598218 -0.068037
-1.597575 -0.079363 -1.597575 -0.079363
-1.596833 -0.090683 -1.596833 -0.090683
-1.595993 -0.101997 -1.595993 -0.101997
-1.595053 -0.113302 -1.595053 -0.113302
-1.594015 -0.124599 -1.594015 -0.124599
-1.592878 -0.135887 -1.592878 -0.135887
-1.591643 -0.147164 -1.591643 -0.147164
-1.590310 -0.158430 -1.590310 -0.158430
-1.588878 -0.169684 -1.588878 -0.169684
-1.587348 -0.180925 -1.587348 -0.180925
-1.585721 -0.192152 -1.585721 -0.192152
-1.583995 -0.203365 -1.583995 -0.203365
-1.582171 -0.214562 -1.582171 -0.214562
-1.580250 -0.225743 -1.580250 -0.225743
-1.578231 -0.236906 -1.578231 -0.236906
-1.576115 -0.248052 -1.576115 -0.248052
-1.573902 -0.259178 -1.573902 -0.259178
-1.571592 -0.270285 -1.571592 -0.270285
-1.569185 -0.281371 -1.569185 -0.281371
-1.566681 -0.292436 -1.566681 -0.292436
-1.564081 -0.303479 -1.564081 -0.303479
-1.561384 -0.314498 -1.561384 -0.314498
-1.558592 -0.325494 -1.558592 -0.325494
-1.555704 -0.336465 -1.555704 -0.336465
-1.552720 -0.347410 -1.552720 -0.347410
-1.549640 -0.358329 -1.549640 -0.358329
-1.546466 -0.369220 -1.546466 -0.369220
-1.543196 -0.380083 -1.543196 -0.380083
-1.539832 -0.390918 -1.539832 -0.390918
-1.536373 -0.401722 -1.536373 -0.401722
-1.532821 -0.412496 -1.532821 -0.412496
-1.529174 -0.423239 -1.529174 -0.423239
-1.525434 -0.433949 -1.525434 -0.433949
-1.521600 -0.444626 -1.521600 -0.444626
-1.517674 -0.455270 -1.517674 -0.455270
-1.513655 -0.465878 -1.513655 -0.465878
-1.509543 -0.476452 -1.509543 -0.476452
-1.505339 -0.486989 -1.505339 -0.486989
-1.501043 -0.497488 -1.501043 -0.497488
-1.496656 -0.507950 -1.496656 -0.507950
-1.492178 -0.518374 -1.492178 -0.518374
-1.487609 -0.528758 -1.487609 -0.528758
-1.482950 -0.539101 -1.482950 -0.539101
-1.478200 -0.549404 -1.478200 -0.549404
-1.473361 -0.559664 -1.473361 -0.559664
-1.468432 -0.569882 -1.468432 -0.569882
-1.463415 -0.580057 -1.463415 -0.580057
-1.458308 -0.590188 -1.458308 -0.590188
-1.453114 -0.600273 -1.453114 -0.600273
-1.447832 -0.610313 -1.447832 -0.610313
-1.442462 -0.620306 -1.442462 -0.620306
-1.437006 -0.630253 -1.437006 -0.630253
-1.431462 -0.640151 -1.431462 -0.640151
-1.425833 -0.650000 -1.425833 -0.650000
-1.420118 -0.659800 -1.420118 -0.659800
-1.414317 -0.669549 -1.414317 -0.669549
-1.408432 -0.679248 -1.408432 -0.679248
-1.402463 -0.688895 -1.402463 -0.688895
-1.396409 -0.698489 -1.396409 -0.698489
-1.390272 -0.708031 -1.390272 -0.708031
-1.384052 -0.717518 -1.384052 -0.717518
-1.377749 -0.726951 -1.377749 -0.726951
-1.371364 -0.736328 -1.371364 -0.736328
-1.364898 -0.745649 -1.364898 -0.745649
-1.358350 -0.754914 -1.358350 -0.754914
-1.351722 -0.764121 -1.351722 -0.764121
-1.345014 -0.773270 -1.345014 -0.773270
-1.338226 -0.782360 -1.338226 -0.782360
-1.331359 -0.791390 -1.331359 -0.791390
-1.324414 -0.800360 -1.324414 -0.800360
-1.317391 -0.809269 -1.317391 -0.809269
-1.310290 -0.818117 -1.310290 -0.818117
-1.303112 -0.826902 -1.303112 -0.826902
-1.295858 -0.835624 -1.295858 -0.835624
-1.288528 -0.844282 -1.288528 -0.844282
-1.281122 -0.852877 -1.281122 -0.852877
-1.273642 -0.861406 -1.273642 -0.861406
-1.266088 -0.869870 -1.266088 -0.869870
-1.258461 -0.878267 -1.258461 -0.878267
-1.250760 -0.886598 -1.250760 -0.886598
-1.242987 -0.894861 -1.242987 -0.894861
-1.235142 -0.903056 -1.235142 -0.903056
-1.227226 -0.911182 -1.227226 -0.911182
-1.219239 -0.919239 -1.219239 -0.919239
-1.211182 -0.927226 -1.211182 -0.927226
-1.203056 -0.935142 -1.203056 -0.935142
-1.194861 -0.942987 -1.194861 -0.942987
-1.186598 -0.950760 -1.186598 -0.950760
-1.178267 -0.958461 -1.178267 -0.958461
-1.169870 -0.966088 -1.169870 -0.966088
-1.161406 -0.973642 -1.161406 -0.973642
-1.152877 -0.981122 -1.152877 -0.981122
-1.144282 -0.988528 -1.144282 -0.988528
-1.135624 -0.995858 -1.135624 -0.995858
-1.126902 -1.003112 -1.126902 -1.003112
-1.118117 -1.010290 -1.118117 -1.010290
-1.109269 -1.017391 -1.109269 -1.017391
-1.100360 -1.024414 -1.100360 -1.024414
-1.091390 -1.031359 -1.091390 -1.031359
-1.082360 -1.038226 -1.082360 -1.038226
-1.073270 -1.045014 -1.073270 -1.045014
-1.064121 -1.051722 -1.064121 -1.051722
-1.054914 -1.058350 -1.054914 -1.058350
-1.045649 -1.064898 -1.045649 -1.064898
-1.036328 -1.071364 -1.036328 -1.071364
-1.026951 -1.077749 -1.026951 -1.077749
-1.017518 -1.084052 -1.017518 -1.084052
-1.008031 -1.090272 -1.008031 -1.090272
-0.998489 -1.096409 -0.998489 -1.096409
-0.988895 -1.102463 -0.988895 -1.102463
-0.979248 -1.108432 -0.979248 -1.108432
-0.969549 -1.114317 -0.969549 -1.114317
-0.959800 -1.120118 -0.959800 -1.120118
-0.950000 -1.125833 -0.950000 -1.125833
-0.940151 -1.131462 -0.940151 -1.131462
-0.930253 -1.137006 -0.930253 -1.137006
-0.920306 -1.142462 -0.920306 -1.142462
-0.910313 -1.147832 -0.910313 -1.147832
-0.900273 -1.153114 -0.900273 -1.153114
-0.890188 -1.158308 -0.890188 -1.158308
-0.880057 -1.163415 -0.880057 -1.163415
-0.869882 -1.168432 -0.869882 -1.168432
-0.859664 -1.173361 -0.859664 -1.173361
-0.849404 -1.178200 -0.849404 -1.178200
-0.839101 -1.182950 -0.839101 -1.182950
-0.828758 -1.187609 -0.828758 -1.187609
-0.818374 -1.192178 -0.818374 -1.192178
-0.807950 -1.196656 -0.807950 -1.196656
-0.797488 -1.201043 -0.797488 -1.201043
-0.786989 -1.205339 -0.786989 -1.205339
-0.776452 -1.209543 -0.776452 -1.209543
-0.765878 -1.213655 -0.765878 -1.213655
-0.755270 -1.217674 -0.755270 -1.217674
-0.744626 -1.221600 -0.744626 -1.221600
-0.733949 -1.225434 -0.733949 -1.225434
-0.723239 -1.229174 -0.723239 -1.229174
-0.712496 -1.232821 -0.712496 -1.232821
-0.701722 -1.236373 -0.701722 -1.236373
-0.690918 -1.239832 -0.690918 -1.239832
-0.680083 -1.243196 -0.680083 -1.243196
-0.669220 -1.246466 -0.669220 -1.246466
-0.658329 -1.249640 -0.658329 -1.249640
-0.647410 -1.252720 -0.647410 -1.252720
-0.636465 -1.255704 -0.636465 -1.255704
-0.625494 -1.258592 -0.625494 -1.258592
-0.614498 -1.261384 -0.614498 -1.261384
-0.603479 -1.264081 -0.603479 -1.264081
-0.592436 -1.266681 -0.592436 -1.266681
-0.581371 -1.269185 -0.581371 -1.269185
-0.570285 -1.271592 -0.570285 -1.271592
-0.559178 -1.273902 -0.559178 -1.273902
-0.548052 -1.276115 -0.548052 -1.276115
-0.536906 -1.278231 -0.536906 -1.278231
-0.525743 -1.280250 -0.525743 -1.280250
-0.514562 -1.282171 -0.514562 -1.282171
-0.503365 -1.283995 -0.503365 -1.283995
-0.492152 -1.285721 -0.492152 -1.285721
-0.480925 -1.287348 -0.480925 -1.287348
-0.469684 -1.288878 -0.469684 -1.288878
-0.458430 -1.290310 -0.458430 -1.290310
-0.447164 -1.291643 -0.447164 -1.291643
-0.435887 -1.292878 -0.435887 -1.292878
-0.424599 -1.294015 -0.424599 -1.294015
-0.413302 -1.295053 -0.413302 -1.295053
-0.401997 -1.295993 -0.401997 -1.295993
-0.390683 -1.296833 -0.390683 -1.296833
-0.379363 -1.297575 -0.379363 -1.297575
-0.368037 -1.298218 -0.368037 -1.298218
-0.356705 -1.298763 -0.356705 -1.298763
-0.345369 -1.299208 -0.345369 -1.299208
-0.334030 -1.299555 -0.334030 -1.299555
-0.322688 -1.299802 -0.322688 -1.299802
-0.311344 -1.299950 -0.311344 -1.299950
-0.300000 -1.300000 -0.300000 -1.300000
-0.288656 -1.299950 -0.288656 -1.299950
-0.277312 -1.299802 -0.277312 -1.299802
-0.265970 -1.299555 -0.265970 -1.299555
-0.254631 -1.299208 -0.254631 -1.299208
-0.243295 -1.298763 -0.243295 -1.298763
-0.231963 -1.298218 -0.231963 -1.298218
-0.220637 -1.297575 -0.220637 -1.297575
-0.209317 -1.296833 -0.209317 -1.296833
-0.198003 -1.295993 -0.198003 -1.295993
-0.186698 -1.295053 -0.186698 -1.295053
-0.175401 -1.294015 -0.175401 -1.294015
-0.164113 -1.292878 -0.164113 -1.292878
-0.152836 -1.291643 -0.152836 -1.291643
-0.141570 -1.290310 -0.141570 -1.290310
-0.130316 -1.288878 -0.130316 -1.288878
-0.119075 -1.287348 -0.119075 -1.287348
-0.107848 -1.285721 -0.107848 -1.285721
-0.096635 -1.283995 -0.096635 -1.283995
-0.085438 -1.282171 -0.085438 -1.282171
-0.074257 -1.280250 -0.074257 -1.280250
-0.063094 -1.278231 -0.063094 -1.278231
-0.051948 -1.276115 -0.051948 -1.276115
-0.040822 -1.273902 -0.040822 -1.273902
-0.029715 -1.271592 -0.029715 -1.271592
-0.018629 -1.269185 -0.018629 -1.269185
-0.007564 -1.266681 -0.007564 -1.266681
0.003479 -1.264081 0.003479 -1.264081
0.014498 -1.261384 0.014498 -1.261384
0.025494 -1.258592 0.025494 -1.258592
0.036465 -1.255704 0.036465 -1.255704
0.047410 -1.252720 0.047410 -1.252720
0.058329 -1.249640 0.058329 -1.249640
0.069220 -1.246466 0.069220 -1.246466
0.080083 -1.243196 0.080083 -1.243196
0.090918 -1.239832 0.090918 -1.239832
0.101722 -1.236373 0.101722 -1.236373
0.112496 -1.232821 0.112496 -1.232821
0.123239 -1.229174 0.123239 -1.229174
0.133949 -1.225434 0.133949 -1.225434
0.144626 -1.221600 0.144626 -1.221600
0.155270 -1.217674 0.155270 -1.217674
0.165878 -1.213655 0.165878 -1.213655
0.176452 -1.209543 0.176452 -1.209543
0.186989 -1.205339 0.186989 -1.205339
0.197488 -1.201043 0.197488 -1.201043
0.207950 -1.196656 0.207950 -1.196656
0.218374 -1.192178 0.218374 -1.192178
0.228758 -1.187609 0.228758 -1.187609
0.239101 -1.182950 0.239101 -1.182950
0.249404 -1.178200 0.249404 -1.178200
0.259664 -1.173361 0.259664 -1.173361
0.269882 -1.168432 0.269882 -1.168432
0.280057 -1.163415 0.280057 -1.163415
0.290188 -1.158308 0.290188 -1.158308
0.300273 -1.153114 0.300273 -1.153114
0.310313 -1.147832 0.310313 -1.147832
0.320306 -1.142462 0.320306 -1.142462
0.330253 -1.137006 0.330253 -1.137006
0.340151 -1.131462 0.340151 -1.131462
0.350000 -1.125833 0.350000 -1.125833
0.359800 -1.120118 0.359800 -1.120118
0.369549 -1.114317 0.369549 -1.114317
0.379248 -1.108432 0.379248 -1.108432
0.388895 -1.102463 0.388895 -1.102463
0.398489 -1.096409 0.398489 -1.096409
0.408031 -1.090272 0.408031 -1.090272
0.417518 -1.084052 0.417518 -1.084052
0.426951 -1.077749 0.426951 -1.077749
0.436328 -1.071364 0.436328 -1.071364
0.445649 -1.064898 0.445649 -1.064898
0.454914 -1.058350 0.454914 -1.058350
0.464121 -1.051722 0.464121 -1.051722
0.473270 -1.045014 0.473270 -1.045014
0.482360 -1.038226 0.482360 -1.038226
0.491390 -1.031359 0.491390 -1.031359
0.500360 -1.024414 0.500360 -1.024414
0.509269 -1.017391 0.509269 -1.017391
0.518117 -1.010290 0.518117 -1.010290
0.526902 -1.003112 0.526902 -1.003112
0.535624 -0.995858 0.535624 -0.995858
0.544282 -0.988528 0.544282 -0.988528
0.552877 -0.981122 0.552877 -0.981122
0.561406 -0.973642 0.561406 -0.973642
0.569870 -0.966088 0.569870 -0.966088
0.578267 -0.958461 0.578267 -0.958461
