# circle in zeta-plane case 2
# xi0 = 0, eta0 = 0.2, r = 1.0198
# xi   eta   xi/a   eta/a
0.887592 0.702175 0.887592 0.702175
0.883176 0.709902 0.883176 0.709902
0.878693 0.717590 0.878693 0.717590
0.874143 0.725238 0.874143 0.725238
0.869526 0.732846 0.869526 0.732846
0.864843 0.740414 0.864843 0.740414
0.860094 0.747940 0.860094 0.747940
0.855280 0.755425 0.855280 0.755425
0.850400 0.762867 0.850400 0.762867
0.845456 0.770267 0.845456 0.770267
0.840447 0.777623 0.840447 0.777623
0.835374 0.784935 0.835374 0.784935
0.830238 0.792203 0.830238 0.792203
0.825039 0.799426 0.825039 0.799426
0.819776 0.806603 0.819776 0.806603
0.814452 0.813733 0.814452 0.813733
0.809065 0.820817 0.809065 0.820817
0.803616 0.827854 0.803616 0.827854
0.798107 0.834843 0.798107 0.834843
0.792536 0.841783 0.792536 0.841783
0.786906 0.848675 0.786906 0.848675
0.781215 0.855517 0.781215 0.855517
0.775465 0.862310 0.775465 0.862310
0.769656 0.869052 0.769656 0.869052
0.763788 0.875743 0.763788 0.875743
0.757862 0.882382 0.757862 0.882382
0.751878 0.888970 0.751878 0.888970
0.745837 0.895505 0.745837 0.895505
0.739740 0.901987 0.739740 0.901987
0.733586 0.908415 0.733586 0.908415
0.727376 0.914790 0.727376 0.914790
0.721110 0.921110 0.721110 0.921110
0.714790 0.927376 0.714790 0.927376
0.708415 0.933586 0.708415 0.933586
0.701987 0.939740 0.701987 0.939740
0.695505 0.945837 0.695505 0.945837
0.688970 0.951878 0.688970 0.951878
0.682382 0.957862 0.682382 0.957862
0.675743 0.963788 0.675743 0.963788
0.669052 0.969656 0.669052 0.969656
0.662310 0.975465 0.662310 0.975465
0.655517 0.981215 0.655517 0.981215
0.648675 0.986906 0.648675 0.986906
0.641783 0.992536 0.641783 0.992536
0.634843 0.998107 0.634843 0.998107
0.627854 1.003616 0.627854 1.003616
0.620817 1.009065 0.620817 1.009065
0.613733 1.014452 0.613733 1.014452
0.606603 1.019776 0.606603 1.019776
0.599426 1.025039 0.599426 1.025039
0.592203 1.030238 0.592203 1.030238
0.584935 1.035374 0.584935 1.035374
0.577623 1.040447 0.577623 1.040447
0.570267 1.045456 0.570267 1.045456
0.562867 1.050400 0.562867 1.050400
0.555425 1.055280 0.555425 1.055280
0.547940 1.060094 0.547940 1.060094
0.540414 1.064843 0.540414 1.064843
0.532846 1.069526 0.532846 1.069526
0.525238 1.074143 0.525238 1.074143
0.517590 1.078693 0.517590 1.078693
0.509902 1.083176 0.509902 1.083176
0.502175 1.087592 0.502175 1.087592
0.494411 1.091941 0.494411 1.091941
0.486608 1.096221 0.486608 1.096221
0.478769 1.100433 0.478769 1.100433
0.470893 1.104577 0.470893 1.104577
0.462981 1.108652 0.462981 1.108652
0.455034 1.112658 0.455034 1.112658
0.447053 1.116594 0.447053 1.116594
0.439037 1.120460 0.439037 1.120460
0.430988 1.124256 0.430988 1.124256
0.422906 1.127982 0.422906 1.127982
0.414792 1.131637 0.414792 1.131637
0.406646 1.135221 0.406646 1.135221
0.398469 1.138734 0.398469 1.138734
0.390262 1.142176 0.390262 1.142176
0.382025 1.145546 0.382025 1.145546
0.373759 1.148843 0.373759 1.148843
0.365465 1.152069 0.365465 1.152069
0.357143 1.155222 0.357143 1.155222
0.348793 1.158302 0.348793 1.158302
0.340418 1.161309 0.340418 1.161309
0.332016 1.164244 0.332016 1.164244
0.323589 1.167104 0.323589 1.167104
0.315137 1.169891 0.315137 1.169891
0.306661 1.172604 0.306661 1.172604
0.298162 1.175243 0.298162 1.175243
0.289640 1.177808 0.289640 1.177808
0.281096 1.180298 0.281096 1.180298
0.272531 1.182714 0.272531 1.182714
0.263945 1.185055 0.263945 1.185055
0.255339 1.187321 0.255339 1.187321
0.246713 1.189511 0.246713 1.189511
0.238068 1.191627 0.238068 1.191627
0.229406 1.193666 0.229406 1.193666
0.220726 1.195630 0.220726 1.195630
0.212029 1.197519 0.212029 1.197519
0.203316 1.199331 0.203316 1.199331
0.194588 1.201067 0.194588 1.201067
0.185845 1.202727 0.185845 1.202727
0.177087 1.204311 0.177087 1.204311
0.168316 1.205818 0.168316 1.205818
0.159532 1.207248 0.159532 1.207248
0.150737 1.208602 0.150737 1.208602
0.141929 1.209879 0.141929 1.209879
0.133111 1.211079 0.133111 1.211079
0.124283 1.212202 0.124283 1.212202
0.115445 1.213248 0.115445 1.213248
0.106599 1.214217 0.106599 1.214217
0.097744 1.215109 0.097744 1.215109
0.088882 1.215923 0.088882 1.215923
0.080013 1.216660 0.080013 1.216660
0.071138 1.217320 0.071138 1.217320
0.062258 1.217902 0.062258 1.217902
0.053372 1.218406 0.053372 1.218406
0.044483 1.218833 0.044483 1.218833
0.035591 1.219183 0.035591 1.219183
0.026695 1.219454 0.026695 1.219454
0.017798 1.219649 0.017798 1.219649
0.008899 1.219765 0.008899 1.219765
0.000000 1.219804 0.000000 1.219804
-0.008899 1.219765 -0.008899 1.219765
-0.017798 1.219649 -0.017798 1.219649
-0.026695 1.219454 -0.026695 1.219454
-0.035591 1.219183 -0.035591 1.219183
-0.044483 1.218833 -0.044483 1.218833
-0.053372 1.218406 -0.053372 1.218406
-0.062258 1.217902 -0.062258 1.217902
-0.071138 1.217320 -0.071138 1.217320
-0.080013 1.216660 -0.080013 1.216660
-0.088882 1.215923 -0.088882 1.215923
-0.097744 1.215109 -0.097744 1.215109
-0.106599 1.214217 -0.106599 1.214217
-0.115445 1.213248 -0.115445 1.213248
-0.124283 1.212202 -0.124283 1.212202
-0.133111 1.211079 -0.133111 1.211079
-0.141929 1.209879 -0.141929 1.209879
-0.150737 1.208602 -0.150737 1.208602
-0.159532 1.207248 -0.159532 1.207248
-0.168316 1.205818 -0.168316 1.205818
-0.177087 1.204311 -0.177087 1.204311
-0.185845 1.202727 -0.185845 1.202727
-0.194588 1.201067 -0.194588 1.201067
-0.203316 1.199331 -0.203316 1.199331
-0.212029 1.197519 -0.212029 1.197519
-0.220726 1.195630 -0.220726 1.195630
-0.229406 1.193666 -0.229406 1.193666
-0.238068 1.191627 -0.238068 1.191627
-0.246713 1.189511 -0.246713 1.189511
-0.255339 1.187321 -0.255339 1.187321
-0.263945 1.185055 -0.263945 1.185055
-0.272531 1.182714 -0.272531 1.182714
-0.281096 1.180298 -0.281096 1.180298
-0.289640 1.177808 -0.289640 1.177808
-0.298162 1.175243 -0.298162 1.175243
-0.306661 1.172604 -0.306661 1.172604
-0.315137 1.169891 -0.315137 1.169891
-0.323589 1.167104 -0.323589 1.167104
-0.332016 1.164244 -0.332016 1.164244
-0.340418 1.161309 -0.340418 1.161309
-0.348793 1.158302 -0.348793 1.158302
-0.357143 1.155222 -0.357143 1.155222
-0.365465 1.152069 -0.365465 1.152069
-0.373759 1.148843 -0.373759 1.148843
-0.382025 1.145546 -0.382025 1.145546
-0.390262 1.142176 -0.390262 1.142176
-0.398469 1.138734 -0.398469 1.138734
-0.406646 1.135221 -0.406646 1.135221
-0.414792 1.131637 -0.414792 1.131637
-0.422906 1.127982 -0.422906 1.127982
-0.430988 1.124256 -0.430988 1.124256
-0.439037 1.120460 -0.439037 1.120460
-0.447053 1.116594 -0.447053 1.116594
-0.455034 1.112658 -0.455034 1.112658
-0.462981 1.108652 -0.462981 1.108652
-0.470893 1.104577 -0.470893 1.104577
-0.478769 1.100433 -0.478769 1.100433
-0.486608 1.096221 -0.486608 1.096221
-0.494411 1.091941 -0.494411 1.091941
-0.502175 1.087592 -0.502175 1.087592
-0.509902 1.083176 -0.509902 1.083176
-0.517590 1.078693 -0.517590 1.078693
-0.525238 1.074143 -0.525238 1.074143
-0.532846 1.069526 -0.532846 1.069526
-0.540414 1.064843 -0.540414 1.064843
-0.547940 1.060094 -0.547940 1.060094
-0.555425 1.055280 -0.555425 1.055280
-0.562867 1.050400 -0.562867 1.050400
-0.570267 1.045456 -0.570267 1.045456
-0.577623 1.040447 -0.577623 1.040447
-0.584935 1.035374 -0.584935 1.035374
-0.592203 1.030238 -0.592203 1.030238
-0.599426 1.025039 -0.599426 1.025039
-0.606603 1.019776 -0.606603 1.019776
-0.613733 1.014452 -0.613733 1.014452
-0.620817 1.009065 -0.620817 1.009065
-0.627854 1.003616 -0.627854 1.003616
-0.634843 0.998107 -0.634843 0.998107
-0.641783 0.992536 -0.641783 0.992536
-0.648675 0.986906 -0.648675 0.986906
-0.655517 0.981215 -0.655517 0.981215
-0.662310 0.975465 -0.662310 0.975465
-0.669052 0.969656 -0.669052 0.969656
-0.675743 0.963788 -0.675743 0.963788
-0.682382 0.957862 -0.682382 0.957862
-0.688970 0.951878 -0.688970 0.951878
-0.695505 0.945837 -0.695505 0.945837
-0.701987 0.939740 -0.701987 0.939740
-0.708415 0.933586 -0.708415 0.933586
-0.714790 0.927376 -0.714790 0.927376
-0.721110 0.921110 -0.721110 0.921110
-0.727376 0.914790 -0.727376 0.914790
-0.733586 0.908415 -0.733586 0.908415
-0.739740 0.901987 -0.739740 0.901987
-0.745837 0.895505 -0.745837 0.895505
-0.751878 0.888970 -0.751878 0.888970
-0.757862 0.882382 -0.757862 0.882382
-0.763788 0.875743 -0.763788 0.875743
-0.769656 0.869052 -0.769656 0.869052
-0.775465 0.862310 -0.775465 0.862310
-0.781215 0.855517 -0.781215 0.855517
-0.786906 0.848675 -0.786906 0.848675
-0.792536 0.841783 -0.792536 0.841783
-0.798107 0.834843 -0.798107 0.834843
-0.803616 0.827854 -0.803616 0.827854
-0.809065 0.820817 -0.809065 0.820817
-0.814452 0.813733 -0.814452 0.813733
-0.819776 0.806603 -0.819776 0.806603
-0.825039 0.799426 -0.825039 0.799426
-0.830238 0.792203 -0.830238 0.792203
-0.835374 0.784935 -0.835374 0.784935
-0.840447 0.777623 -0.840447 0.777623
-0.845456 0.770267 -0.845456 0.770267
-0.850400 0.762867 -0.850400 0.762867
-0.855280 0.755425 -0.855280 0.755425
-0.860094 0.747940 -0.860094 0.747940
-0.864843 0.740414 -0.864843 0.740414
-0.869526 0.732846 -0.869526 0.732846
-0.874143 0.725238 -0.874143 0.725238
-0.878693 0.717590 -0.878693 0.717590
-0.883176 0.709902 -0.883176 0.709902
-0.887592 0.702175 -0.887592 0.702175
-0.891941 0.694411 -0.891941 0.694411
-0.896221 0.686608 -0.896221 0.686608
-0.900433 0.678769 -0.900433 0.678769
-0.904577 0.670893 -0.904577 0.670893
-0.908652 0.662981 -0.908652 0.662981
-0.912658 0.655034 -0.912658 0.655034
-0.916594 0.647053 -0.916594 0.647053
-0.920460 0.639037 -0.920460 0.639037
-0.924256 0.630988 -0.924256 0.630988
-0.927982 0.622906 -0.927982 0.622906
-0.931637 0.614792 -0.931637 0.614792
-0.935221 0.606646 -0.935221 0.606646
-0.938734 0.598469 -0.938734 0.598469
-0.942176 0.590262 -0.942176 0.590262
-0.945546 0.582025 -0.945546 0.582025
-0.948843 0.573759 -0.948843 0.573759
-0.952069 0.565465 -0.952069 0.565465
-0.955222 0.557143 -0.955222 0.557143
-0.958302 0.548793 -0.958302 0.548793
-0.961309 0.540418 -0.961309 0.540418
-0.964244 0.532016 -0.964244 0.532016
-0.967104 0.523589 -0.967104 0.523589
-0.969891 0.515137 -0.969891 0.515137
-0.972604 0.506661 -0.972604 0.506661
-0.975243 0.498162 -0.975243 0.498162
-0.977808 0.489640 -0.977808 0.489640
-0.980298 0.481096 -0.980298 0.481096
-0.982714 0.472531 -0.982714 0.472531
-0.985055 0.463945 -0.985055 0.463945
-0.987321 0.455339 -0.987321 0.455339
-0.989511 0.446713 -0.989511 0.446713
-0.991627 0.438068 -0.991627 0.438068
-0.993666 0.429406 -0.993666 0.429406
-0.995630 0.420726 -0.995630 0.420726
-0.997519 0.412029 -0.997519 0.412029
-0.999331 0.403316 -0.999331 0.403316
-1.001067 0.394588 -1.001067 0.394588
-1.002727 0.385845 -1.002727 0.385845
-1.004311 0.377087 -1.004311 0.377087
-1.005818 0.368316 -1.005818 0.368316
-1.007248 0.359532 -1.007248 0.359532
-1.008602 0.350737 -1.008602 0.350737
-1.009879 0.341929 -1.009879 0.341929
-1.011079 0.333111 -1.011079 0.333111
-1.012202 0.324283 -1.012202 0.324283
-1.013248 0.315445 -1.013248 0.315445
-1.014217 0.306599 -1.014217 0.306599
-1.015109 0.297744 -1.015109 0.297744
-1.015923 0.288882 -1.015923 0.288882
-1.016660 0.280013 -1.016660 0.280013
-1.017320 0.271138 -1.017320 0.271138
-1.017902 0.262258 -1.017902 0.262258
-1.018406 0.253372 -1.018406 0.253372
-1.018833 0.244483 -1.018833 0.244483
-1.019183 0.235591 -1.019183 0.235591
-1.019454 0.226695 -1.019454 0.226695
-1.019649 0.217798 -1.019649 0.217798
-1.019765 0.208899 -1.019765 0.208899
-1.019804 0.200000 -1.019804 0.200000
-1.019765 0.191101 -1.019765 0.191101
-1.019649 0.182202 -1.019649 0.182202
-1.019454 0.173305 -1.019454 0.173305
-1.019183 0.164409 -1.019183 0.164409
-1.018833 0.155517 -1.018833 0.155517
-1.018406 0.146628 -1.018406 0.146628
-1.017902 0.137742 -1.017902 0.137742
-1.017320 0.128862 -1.017320 0.128862
-1.016660 0.119987 -1.016660 0.119987
-1.015923 0.111118 -1.015923 0.111118
-1.015109 0.102256 -1.015109 0.102256
-1.014217 0.093401 -1.014217 0.093401
-1.013248 0.084555 -1.013248 0.084555
-1.012202 0.075717 -1.012202 0.075717
-1.011079 0.066889 -1.011079 0.066889
-1.009879 0.058071 -1.009879 0.058071
-1.008602 0.049263 -1.008602 0.049263
-1.007248 0.040468 -1.007248 0.040468
-1.005818 0.031684 -1.005818 0.031684
-1.004311 0.022913 -1.004311 0.022913
-1.002727 0.014155 -1.002727 0.014155
-1.001067 0.005412 -1.001067 0.005412
-0.999331 -0.003316 -0.999331 -0.003316
-0.997519 -0.012029 -0.997519 -0.012029
-0.995630 -0.020726 -0.995630 -0.020726
-0.993666 -0.029406 -0.993666 -0.029406
-0.991627 -0.038068 -0.991627 -0.038068
-0.989511 -0.046713 -0.989511 -0.046713
-0.987321 -0.055339 -0.987321 -0.055339
-0.985055 -0.063945 -0.985055 -0.063945
-0.982714 -0.072531 -0.982714 -0.072531
-0.980298 -0.081096 -0.980298 -0.081096
-0.977808 -0.089640 -0.977808 -0.089640
-0.975243 -0.098162 -0.975243 -0.098162
-0.972604 -0.106661 -0.972604 -0.106661
-0.969891 -0.115137 -0.969891 -0.115137
-0.967104 -0.123589 -0.967104 -0.123589
-0.964244 -0.132016 -0.964244 -0.132016
-0.961309 -0.140418 -0.961309 -0.140418
-0.958302 -0.148793 -0.958302 -0.148793
-0.955222 -0.157143 -0.955222 -0.157143
-0.952069 -0.165465 -0.952069 -0.165465
-0.948843 -0.173759 -0.948843 -0.173759
-0.945546 -0.182025 -0.945546 -0.182025
-0.942176 -0.190262 -0.942176 -0.190262
-0.938734 -0.198469 -0.938734 -0.198469
-0.935221 -0.206646 -0.935221 -0.206646
-0.931637 -0.214792 -0.931637 -0.214792
-0.927982 -0.222906 -0.927982 -0.222906
-0.924256 -0.230988 -0.924256 -0.230988
-0.920460 -0.239037 -0.920460 -0.239037
-0.916594 -0.247053 -0.916594 -0.247053
-0.912658 -0.255034 -0.912658 -0.255034
-0.908652 -0.262981 -0.908652 -0.262981
-0.904577 -0.270893 -0.904577 -0.270893
-0.900433 -0.278769 -0.900433 -0.278769
-0.896221 -0.286608 -0.896221 -0.286608
-0.891941 -0.294411 -0.891941 -0.294411
-0.887592 -0.302175 -0.887592 -0.302175
-0.883176 -0.309902 -0.883176 -0.309902
-0.878693 -0.317590 -0.878693 -0.317590
-0.874143 -0.325238 -0.874143 -0.325238
-0.869526 -0.332846 -0.869526 -0.332846
-0.864843 -0.340414 -0.864843 -0.340414
-0.860094 -0.347940 -0.860094 -0.347940
-0.855280 -0.355425 -0.855280 -0.355425
-0.850400 -0.362867 -0.850400 -0.362867
-0.845456 -0.370267 -0.845456 -0.370267
-0.840447 -0.377623 -0.840447 -0.377623
-0.835374 -0.384935 -0.835374 -0.384935
-0.830238 -0.392203 -0.830238 -0.392203
-0.825039 -0.399426 -0.825039 -0.399426
-0.819776 -0.406603 -0.819776 -0.406603
-0.814452 -0.413733 -0.814452 -0.413733
-0.809065 -0.420817 -0.809065 -0.420817
-0.803616 -0.427854 -0.803616 -0.427854
-0.798107 -0.434843 -0.798107 -0.434843
-0.792536 -0.441783 -0.792536 -0.441783
-0.786906 -0.448675 -0.786906 -0.448675
-0.781215 -0.455517 -0.781215 -0.455517
-0.775465 -0.462310 -0.775465 -0.462310
-0.769656 -0.469052 -0.769656 -0.469052
-0.763788 -0.475743 -0.763788 -0.475743
-0.757862 -0.482382 -0.757862 -0.482382
-0.751878 -0.488970 -0.751878 -0.488970
-0.745837 -0.495505 -0.745837 -0.495505
-0.739740 -0.501987 -0.739740 -0.501987
-0.733586 -0.508415 -0.733586 -0.508415
-0.727376 -0.514790 -0.727376 -0.514790
-0.721110 -0.521110 -0.721110 -0.521110
-0.714790 -0.527376 -0.714790 -0.527376
-0.708415 -0.533586 -0.708415 -0.533586
-0.701987 -0.539740 -0.701987 -0.539740
-0.695505 -0.545837 -0.695505 -0.545837
-0.688970 -0.551878 -0.688970 -0.551878
-0.682382 -0.557862 -0.682382 -0.557862
-0.675743 -0.563788 -0.675743 -0.563788
-0.669052 -0.569656 -0.669052 -0.569656
-0.662310 -0.575465 -0.662310 -0.575465
-0.655517 -0.581215 -0.655517 -0.581215
-0.648675 -0.586906 -0.648675 -0.586906
-0.641783 -0.592536 -0.641783 -0.592536
-0.634843 -0.598107 -0.634843 -0.598107
-0.627854 -0.603616 -0.627854 -0.603616
-0.620817 -0.609065 -0.620817 -0.609065
-0.613733 -0.614452 -0.613733 -0.614452
-0.606603 -0.619776 -0.606603 -0.619776
-0.599426 -0.625039 -0.599426 -0.625039
-0.592203 -0.630238 -0.592203 -0.630238
-0.584935 -0.635374 -0.584935 -0.635374
-0.577623 -0.640447 -0.577623 -0.640447
-0.570267 -0.645456 -0.570267 -0.645456
-0.562867 -0.650400 -0.562867 -0.650400
-0.555425 -0.655280 -0.555425 -0.655280
-0.547940 -0.660094 -0.547940 -0.660094
-0.540414 -0.664843 -0.540414 -0.664843
-0.532846 -0.669526 -0.532846 -0.669526
-0.525238 -0.674143 -0.525238 -0.674143
-0.517590 -0.678693 -0.517590 -0.678693
-0.509902 -0.683176 -0.509902 -0.683176
-0.502175 -0.687592 -0.502175 -0.687592
-0.494411 -0.691941 -0.494411 -0.691941
-0.486608 -0.696221 -0.486608 -0.696221
-0.478769 -0.700433 -0.478769 -0.700433
-0.470893 -0.704577 -0.470893 -0.704577
-0.462981 -0.708652 -0.462981 -0.708652
-0.455034 -0.712658 -0.455034 -0.712658
-0.447053 -0.716594 -0.447053 -0.716594
-0.439037 -0.720460 -0.439037 -0.720460
-0.430988 -0.724256 -0.430988 -0.724256
-0.422906 -0.727982 -0.422906 -0.727982
-0.414792 -0.731637 -0.414792 -0.731637
-0.406646 -0.735221 -0.406646 -0.735221
-0.398469 -0.738734 -0.398469 -0.738734
-0.390262 -0.742176 -0.390262 -0.742176
-0.382025 -0.745546 -0.382025 -0.745546
-0.373759 -0.748843 -0.373759 -0.748843
-0.365465 -0.752069 -0.365465 -0.752069
-0.357143 -0.755222 -0.357143 -0.755222
-0.348793 -0.758302 -0.348793 -0.758302
-0.340418 -0.761309 -0.340418 -0.761309
-0.332016 -0.764244 -0.332016 -0.764244
-0.323589 -0.767104 -0.323589 -0.767104
-0.315137 -0.769891 -0.315137 -0.769891
-0.306661 -0.772604 -0.306661 -0.772604
-0.298162 -0.775243 -0.298162 -0.775243
-0.289640 -0.777808 -0.289640 -0.777808
-0.281096 -0.780298 -0.281096 -0.780298
-0.272531 -0.782714 -0.272531 -0.782714
-0.263945 -0.785055 -0.263945 -0.785055
-0.255339 -0.787321 -0.255339 -0.787321
-0.246713 -0.789511 -0.246713 -0.789511
-0.238068 -0.791627 -0.238068 -0.791627
-0.229406 -0.793666 -0.229406 -0.793666
-0.220726 -0.795630 -0.220726 -0.795630
-0.212029 -0.797519 -0.212029 -0.797519
-0.203316 -0.799331 -0.203316 -0.799331
-0.194588 -0.801067 -0.194588 -0.801067
-0.185845 -0.802727 -0.185845 -0.802727
-0.177087 -0.804311 -0.177087 -0.804311
-0.168316 -0.805818 -0.168316 -0.805818
-0.159532 -0.807248 -0.159532 -0.807248
-0.150737 -0.808602 -0.150737 -0.808602
-0.141929 -0.809879 -0.141929 -0.809879
-0.133111 -0.811079 -0.133111 -0.811079
-0.124283 -0.812202 -0.124283 -0.812202
-0.115445 -0.813248 -0.115445 -0.813248
-0.106599 -0.814217 -0.106599 -0.814217
-0.097744 -0.815109 -0.097744 -0.815109
-0.088882 -0.815923 -0.088882 -0.815923
-0.080013 -0.816660 -0.080013 -0.816660
-0.071138 -0.817320 -0.071138 -0.817320
-0.062258 -0.817902 -0.062258 -0.817902
-0.053372 -0.818406 -0.053372 -0.818406
-0.044483 -0.818833 -0.044483 -0.818833
-0.035591 -0.819183 -0.035591 -0.819183
-0.026695 -0.819454 -0.026695 -0.819454
-0.017798 -0.819649 -0.017798 -0.819649
-0.008899 -0.819765 -0.008899 -0.819765
-0.000000 -0.819804 -0.000000 -0.819804
0.008899 -0.819765 0.008899 -0.819765
0.017798 -0.819649 0.017798 -0.819649
0.026695 -0.819454 0.026695 -0.819454
0.035591 -0.819183 0.035591 -0.819183
0.044483 -0.818833 0.044483 -0.818833
0.053372 -0.818406 0.053372 -0.818406
0.062258 -0.817902 0.062258 -0.817902
0.071138 -0.817320 0.071138 -0.817320
0.080013 -0.816660 0.080013 -0.816660
0.088882 -0.815923 0.088882 -0.815923
0.097744 -0.815109 0.097744 -0.815109
0.106599 -0.814217 0.106599 -0.814217
0.115445 -0.813248 0.115445 -0.813248
0.124283 -0.812202 0.124283 -0.812202
0.133111 -0.811079 0.133111 -0.811079
0.141929 -0.809879 0.141929 -0.809879
0.150737 -0.808602 0.150737 -0.808602
0.159532 -0.807248 0.159532 -0.807248
0.168316 -0.805818 0.168316 -0.805818
0.177087 -0.804311 0.177087 -0.804311
0.185845 -0.802727 0.185845 -0.802727
0.194588 -0.801067 0.194588 -0.801067
0.203316 -0.799331 0.203316 -0.799331
0.212029 -0.797519 0.212029 -0.797519
0.220726 -0.795630 0.220726 -0.795630
0.229406 -0.793666 0.229406 -0.793666
0.238068 -0.791627 0.238068 -0.791627
0.246713 -0.789511 0.246713 -0.789511
0.255339 -0.787321 0.255339 -0.787321
0.263945 -0.785055 0.263945 -0.785055
0.272531 -0.782714 0.272531 -0.782714
0.281096 -0.780298 0.281096 -0.780298
0.289640 -0.777808 0.289640 -0.777808
0.298162 -0.775243 0.298162 -0.775243
0.306661 -0.772604 0.306661 -0.772604
0.315137 -0.769891 0.315137 -0.769891
0.323589 -0.767104 0.323589 -0.767104
0.332016 -0.764244 0.332016 -0.764244
0.340418 -0.761309 0.340418 -0.761309
0.348793 -0.758302 0.348793 -0.758302
0.357143 -0.755222 0.357143 -0.755222
0.365465 -0.752069 0.365465 -0.752069
0.373759 -0.748843 0.373759 -0.748843
0.382025 -0.745546 0.382025 -0.745546
0.390262 -0.742176 0.390262 -0.742176
0.398469 -0.738734 0.398469 -0.738734
0.406646 -0.735221 0.406646 -0.735221
0.414792 -0.731637 0.414792 -0.731637
0.422906 -0.727982 0.422906 -0.727982
0.430988 -0.724256 0.430988 -0.724256
0.439037 -0.720460 0.439037 -0.720460
0.447053 -0.716594 0.447053 -0.716594
0.455034 -0.712658 0.455034 -0.712658
0.462981 -0.708652 0.462981 -0.708652
0.470893 -0.704577 0.470893 -0.704577
0.478769 -0.700433 0.478769 -0.700433
0.486608 -0.696221 0.486608 -0.696221
0.494411 -0.691941 0.494411 -0.691941
0.502175 -0.687592 0.502175 -0.687592
0.509902 -0.683176 0.509902 -0.683176
0.517590 -0.678693 0.517590 -0.678693
0.525238 -0.674143 0.525238 -0.674143
0.532846 -0.669526 0.532846 -0.669526
0.540414 -0.664843 0.540414 -0.664843
0.547940 -0.660094 0.547940 -0.660094
0.555425 -0.655280 0.555425 -0.655280
0.562867 -0.650400 0.562867 -0.650400
0.570267 -0.645456 0.570267 -0.645456
0.577623 -0.640447 0.577623 -0.640447
0.584935 -0.635374 0.584935 -0.635374
0.592203 -0.630238 0.592203 -0.630238
0.599426 -0.625039 0.599426 -0.625039
0.606603 -0.619776 0.606603 -0.619776
0.613733 -0.614452 0.613733 -0.614452
0.620817 -0.609065 0.620817 -0.609065
0.627854 -0.603616 0.627854 -0.603616
0.634843 -0.598107 0.634843 -0.598107
0.641783 -0.592536 0.641783 -0.592536
0.648675 -0.586906 0.648675 -0.586906
0.655517 -0.581215 0.655517 -0.581215
0.662310 -0.575465 0.662310 -0.575465
0.669052 -0.569656 0.669052 -0.569656
0.675743 -0.563788 0.675743 -0.563788
0.682382 -0.557862 0.682382 -0.557862
0.688970 -0.551878 0.688970 -0.551878
0.695505 -0.545837 0.695505 -0.545837
0.701987 -0.539740 0.701987 -0.539740
0.708415 -0.533586 0.708415 -0.533586
0.714790 -0.527376 0.714790 -0.527376
0.721110 -0.521110 0.721110 -0.521110
0.727376 -0.514790 0.727376 -0.514790
0.733586 -0.508415 0.733586 -0.508415
