# Joukowski airfoil case 3
# a = 1, xi0 = 0, eta0 = 0.3, r = 1.04403
# x   y   x/a   y/a
-1.390200 0.323518 -1.390200 0.323518
-1.400539 0.319218 -1.400539 0.319218
-1.410810 0.314909 -1.410810 0.314909
-1.421013 0.310591 -1.421013 0.310591
-1.431147 0.306267 -1.431147 0.306267
-1.441211 0.301936 -1.441211 0.301936
-1.451205 0.297600 -1.451205 0.297600
-1.461129 0.293259 -1.461129 0.293259
-1.470981 0.288914 -1.470981 0.288914
-1.480762 0.284566 -1.480762 0.284566
-1.490471 0.280216 -1.490471 0.280216
-1.500107 0.275864 -1.500107 0.275864
-1.509670 0.271513 -1.509670 0.271513
-1.519159 0.267162 -1.519159 0.267162
-1.528573 0.262812 -1.528573 0.262812
-1.537913 0.258465 -1.537913 0.258465
-1.547178 0.254120 -1.547178 0.254120
-1.556366 0.249780 -1.556366 0.249780
-1.565478 0.245445 -1.565478 0.245445
-1.574513 0.241116 -1.574513 0.241116
-1.583471 0.236794 -1.583471 0.236794
-1.592351 0.232479 -1.592351 0.232479
-1.601152 0.228173 -1.601152 0.228173
-1.609873 0.223877 -1.609873 0.223877
-1.618516 0.219591 -1.618516 0.219591
-1.627078 0.215317 -1.627078 0.215317
-1.635559 0.211055 -1.635559 0.211055
-1.643959 0.206807 -1.643959 0.206807
-1.652277 0.202573 -1.652277 0.202573
-1.660513 0.198355 -1.660513 0.198355
-1.668666 0.194152 -1.668666 0.194152
-1.676736 0.189967 -1.676736 0.189967
-1.684722 0.185801 -1.684722 0.185801
-1.692623 0.181653 -1.692623 0.181653
-1.700439 0.177526 -1.700439 0.177526
-1.708170 0.173420 -1.708170 0.173420
-1.715814 0.169336 -1.715814 0.169336
-1.723372 0.165276 -1.723372 0.165276
-1.730843 0.161239 -1.730843 0.161239
-1.738226 0.157228 -1.738226 0.157228
-1.745520 0.153243 -1.745520 0.153243
-1.752726 0.149286 -1.752726 0.149286
-1.759842 0.145356 -1.759842 0.145356
-1.766868 0.141456 -1.766868 0.141456
-1.773803 0.137587 -1.773803 0.137587
-1.780647 0.133748 -1.780647 0.133748
-1.787400 0.129942 -1.787400 0.129942
-1.794060 0.126170 -1.794060 0.126170
-1.800628 0.122431 -1.800628 0.122431
-1.807102 0.118729 -1.807102 0.118729
-1.813482 0.115062 -1.813482 0.115062
-1.819767 0.111434 -1.819767 0.111434
-1.825957 0.107844 -1.825957 0.107844
-1.832051 0.104293 -1.832051 0.104293
-1.838049 0.100783 -1.838049 0.100783
-1.843949 0.097315 -1.843949 0.097315
-1.849753 0.093890 -1.849753 0.093890
-1.855457 0.090509 -1.855457 0.090509
-1.861063 0.087172 -1.861063 0.087172
-1.866570 0.083882 -1.866570 0.083882
-1.871976 0.080638 -1.871976 0.080638
-1.877281 0.077442 -1.877281 0.077442
-1.882485 0.074296 -1.882485 0.074296
-1.887587 0.071200 -1.887587 0.071200
-1.892587 0.068154 -1.892587 0.068154
-1.897483 0.065162 -1.897483 0.065162
-1.902274 0.062222 -1.902274 0.062222
-1.906962 0.059337 -1.906962 0.059337
-1.911543 0.056507 -1.911543 0.056507
-1.916019 0.053734 -1.916019 0.053734
-1.920388 0.051018 -1.920388 0.051018
-1.924649 0.048360 -1.924649 0.048360
-1.928802 0.045763 -1.928802 0.045763
-1.932847 0.043226 -1.932847 0.043226
-1.936781 0.040750 -1.936781 0.040750
-1.940606 0.038337 -1.940606 0.038337
-1.944319 0.035988 -1.944319 0.035988
-1.947920 0.033704 -1.947920 0.033704
-1.951409 0.031486 -1.951409 0.031486
-1.954784 0.029334 -1.954784 0.029334
-1.958045 0.027250 -1.958045 0.027250
-1.961191 0.025235 -1.961191 0.025235
-1.964222 0.023290 -1.964222 0.023290
-1.967136 0.021415 -1.967136 0.021415
-1.969932 0.019613 -1.969932 0.019613
-1.972610 0.017883 -1.972610 0.017883
-1.975170 0.016227 -1.975170 0.016227
-1.977609 0.014645 -1.977609 0.014645
-1.979928 0.013139 -1.979928 0.013139
-1.982125 0.011710 -1.982125 0.011710
-1.984200 0.010359 -1.984200 0.010359
-1.986151 0.009086 -1.986151 0.009086
-1.987978 0.007893 -1.987978 0.007893
-1.989680 0.006779 -1.989680 0.006779
-1.991256 0.005748 -1.991256 0.005748
-1.992704 0.004798 -1.992704 0.004798
-1.994025 0.003931 -1.994025 0.003931
-1.995217 0.003148 -1.995217 0.003148
-1.996278 0.002450 -1.996278 0.002450
-1.997209 0.001838 -1.997209 0.001838
-1.998008 0.001312 -1.998008 0.001312
-1.998674 0.000874 -1.998674 0.000874
-1.999207 0.000523 -1.999207 0.000523
-1.999604 0.000261 -1.999604 0.000261
-1.999865 0.000089 -1.999865 0.000089
-1.999989 0.000007 -1.999989 0.000007
-1.999975 0.000017 -1.999975 0.000017
-1.999822 0.000118 -1.999822 0.000118
-1.999528 0.000311 -1.999528 0.000311
-1.999093 0.000598 -1.999093 0.000598
-1.998515 0.000979 -1.998515 0.000979
-1.997793 0.001454 -1.997793 0.001454
-1.996927 0.002024 -1.996927 0.002024
-1.995914 0.002690 -1.995914 0.002690
-1.994754 0.003452 -1.994754 0.003452
-1.993446 0.004311 -1.993446 0.004311
-1.991988 0.005268 -1.991988 0.005268
-1.990379 0.006322 -1.990379 0.006322
-1.988618 0.007474 -1.988618 0.007474
-1.986704 0.008725 -1.986704 0.008725
-1.984635 0.010075 -1.984635 0.010075
-1.982410 0.011525 -1.982410 0.011525
-1.980027 0.013075 -1.980027 0.013075
-1.977487 0.014725 -1.977487 0.014725
-1.974786 0.016475 -1.974786 0.016475
-1.971924 0.018326 -1.971924 0.018326
-1.968900 0.020278 -1.968900 0.020278
-1.965712 0.022331 -1.965712 0.022331
-1.962359 0.024486 -1.962359 0.024486
-1.958839 0.026742 -1.958839 0.026742
-1.955151 0.029100 -1.955151 0.029100
-1.951294 0.031559 -1.951294 0.031559
-1.947266 0.034120 -1.947266 0.034120
-1.943066 0.036782 -1.943066 0.036782
-1.938692 0.039546 -1.938692 0.039546
-1.934143 0.042411 -1.934143 0.042411
-1.929418 0.045377 -1.929418 0.045377
-1.924515 0.048444 -1.924515 0.048444
-1.919432 0.051612 -1.919432 0.051612
-1.914169 0.054881 -1.914169 0.054881
-1.908724 0.058250 -1.908724 0.058250
-1.903094 0.061718 -1.903094 0.061718
-1.897280 0.065286 -1.897280 0.065286
-1.891279 0.068952 -1.891279 0.068952
-1.885089 0.072717 -1.885089 0.072717
-1.878711 0.076580 -1.878711 0.076580
-1.872141 0.080539 -1.872141 0.080539
-1.865378 0.084595 -1.865378 0.084595
-1.858421 0.088746 -1.858421 0.088746
-1.851269 0.092992 -1.851269 0.092992
-1.843920 0.097333 -1.843920 0.097333
-1.836373 0.101766 -1.836373 0.101766
-1.828626 0.106291 -1.828626 0.106291
-1.820677 0.110907 -1.820677 0.110907
-1.812526 0.115613 -1.812526 0.115613
-1.804170 0.120407 -1.804170 0.120407
-1.795609 0.125289 -1.795609 0.125289
-1.786841 0.130258 -1.786841 0.130258
-1.777865 0.135311 -1.777865 0.135311
-1.768679 0.140447 -1.768679 0.140447
-1.759282 0.145666 -1.759282 0.145666
-1.749673 0.150965 -1.749673 0.150965
-1.739850 0.156343 -1.739850 0.156343
-1.729812 0.161797 -1.729812 0.161797
-1.719558 0.167328 -1.719558 0.167328
-1.709087 0.172931 -1.709087 0.172931
-1.698397 0.178607 -1.698397 0.178607
-1.687487 0.184352 -1.687487 0.184352
-1.676356 0.190165 -1.676356 0.190165
-1.665004 0.196043 -1.665004 0.196043
-1.653428 0.201985 -1.653428 0.201985
-1.641629 0.207988 -1.641629 0.207988
-1.629604 0.214050 -1.629604 0.214050
-1.617354 0.220169 -1.617354 0.220169
-1.604876 0.226342 -1.604876 0.226342
-1.592172 0.232566 -1.592172 0.232566
-1.579238 0.238840 -1.579238 0.238840
-1.566076 0.245160 -1.566076 0.245160
-1.552684 0.251523 -1.552684 0.251523
-1.539062 0.257928 -1.539062 0.257928
-1.525208 0.264371 -1.525208 0.264371
-1.511124 0.270848 -1.511124 0.270848
-1.496807 0.277358 -1.496807 0.277358
-1.482258 0.283898 -1.482258 0.283898
-1.467477 0.290463 -1.467477 0.290463
-1.452464 0.297051 -1.452464 0.297051
-1.437217 0.303659 -1.437217 0.303659
-1.421738 0.310283 -1.421738 0.310283
-1.406026 0.316921 -1.406026 0.316921
-1.390082 0.323568 -1.390082 0.323568
-1.373905 0.330221 -1.373905 0.330221
-1.357496 0.336877 -1.357496 0.336877
-1.340855 0.343532 -1.340855 0.343532
-1.323984 0.350182 -1.323984 0.350182
-1.306881 0.356825 -1.306881 0.356825
-1.289549 0.363456 -1.289549 0.363456
-1.271987 0.370071 -1.271987 0.370071
-1.254198 0.376667 -1.254198 0.376667
-1.236181 0.383239 -1.236181 0.383239
-1.217938 0.389785 -1.217938 0.389785
-1.199470 0.396300 -1.199470 0.396300
-1.180778 0.402780 -1.180778 0.402780
-1.161864 0.409221 -1.161864 0.409221
-1.142730 0.415620 -1.142730 0.415620
-1.123376 0.421972 -1.123376 0.421972
-1.103806 0.428274 -1.103806 0.428274
-1.084020 0.434521 -1.084020 0.434521
-1.064021 0.440709 -1.064021 0.440709
-1.043811 0.446835 -1.043811 0.446835
-1.023392 0.452894 -1.023392 0.452894
-1.002767 0.458882 -1.002767 0.458882
-0.981938 0.464796 -0.981938 0.464796
-0.960908 0.470631 -0.960908 0.470631
-0.939679 0.476384 -0.939679 0.476384
