# circle in zeta-plane case 3
# xi0 = 0, eta0 = 0.3, r = 1.04403
# xi   eta   xi/a   eta/a
0.712027 -0.463556 0.712027 -0.463556
0.718663 -0.457313 0.718663 -0.457313
0.725245 -0.451013 0.725245 -0.451013
0.731771 -0.444655 0.731771 -0.444655
0.738241 -0.438241 0.738241 -0.438241
0.744655 -0.431771 0.744655 -0.431771
0.751013 -0.425245 0.751013 -0.425245
0.757313 -0.418663 0.757313 -0.418663
0.763556 -0.412027 0.763556 -0.412027
0.769740 -0.405337 0.769740 -0.405337
0.775866 -0.398593 0.775866 -0.398593
0.781933 -0.391796 0.781933 -0.391796
0.787940 -0.384946 0.787940 -0.384946
0.793887 -0.378044 0.793887 -0.378044
0.799774 -0.371090 0.799774 -0.371090
0.805600 -0.364085 0.805600 -0.364085
0.811364 -0.357030 0.811364 -0.357030
0.817067 -0.349924 0.817067 -0.349924
0.822707 -0.342769 0.822707 -0.342769
0.828285 -0.335566 0.828285 -0.335566
0.833800 -0.328313 0.833800 -0.328313
0.839251 -0.321013 0.839251 -0.321013
0.844639 -0.313666 0.844639 -0.313666
0.849962 -0.306272 0.849962 -0.306272
0.855220 -0.298831 0.855220 -0.298831
0.860413 -0.291345 0.860413 -0.291345
0.865541 -0.283815 0.865541 -0.283815
0.870602 -0.276239 0.870602 -0.276239
0.875598 -0.268620 0.875598 -0.268620
0.880527 -0.260957 0.880527 -0.260957
0.885388 -0.253252 0.885388 -0.253252
0.890182 -0.245505 0.890182 -0.245505
0.894909 -0.237716 0.894909 -0.237716
0.899567 -0.229886 0.899567 -0.229886
0.904157 -0.222015 0.904157 -0.222015
0.908678 -0.214105 0.908678 -0.214105
0.913130 -0.206156 0.913130 -0.206156
0.917512 -0.198168 0.917512 -0.198168
0.921824 -0.190143 0.921824 -0.190143
0.926066 -0.182080 0.926066 -0.182080
0.930238 -0.173980 0.930238 -0.173980
0.934339 -0.165844 0.934339 -0.165844
0.938369 -0.157673 0.938369 -0.157673
0.942327 -0.149467 0.942327 -0.149467
0.946213 -0.141226 0.946213 -0.141226
0.950027 -0.132952 0.950027 -0.132952
0.953769 -0.124646 0.953769 -0.124646
0.957439 -0.116306 0.957439 -0.116306
0.961035 -0.107935 0.961035 -0.107935
0.964559 -0.099533 0.964559 -0.099533
0.968008 -0.091101 0.968008 -0.091101
0.971384 -0.082639 0.971384 -0.082639
0.974687 -0.074147 0.974687 -0.074147
0.977914 -0.065627 0.977914 -0.065627
0.981068 -0.057080 0.981068 -0.057080
0.984147 -0.048505 0.984147 -0.048505
0.987150 -0.039903 0.987150 -0.039903
0.990079 -0.031276 0.990079 -0.031276
0.992932 -0.022623 0.992932 -0.022623
0.995710 -0.013946 0.995710 -0.013946
0.998411 -0.005245 0.998411 -0.005245
1.001037 0.003479 1.001037 0.003479
1.003587 0.012226 1.003587 0.012226
1.006060 0.020995 1.006060 0.020995
1.008456 0.029785 1.008456 0.029785
1.010776 0.038596 1.010776 0.038596
1.013018 0.047426 1.013018 0.047426
1.015184 0.056276 1.015184 0.056276
1.017272 0.065144 1.017272 0.065144
1.019283 0.074030 1.019283 0.074030
1.021216 0.082934 1.021216 0.082934
1.023071 0.091854 1.023071 0.091854
1.024849 0.100790 1.024849 0.100790
1.026548 0.109741 1.026548 0.109741
1.028169 0.118706 1.028169 0.118706
1.029712 0.127685 1.029712 0.127685
1.031177 0.136678 1.031177 0.136678
1.032563 0.145682 1.032563 0.145682
1.033870 0.154699 1.033870 0.154699
1.035099 0.163727 1.035099 0.163727
1.036249 0.172765 1.036249 0.172765
1.037319 0.181812 1.037319 0.181812
1.038311 0.190869 1.038311 0.190869
1.039224 0.199934 1.039224 0.199934
1.040058 0.209007 1.040058 0.209007
1.040812 0.218086 1.040812 0.218086
1.041487 0.227172 1.041487 0.227172
1.042083 0.236263 1.042083 0.236263
1.042600 0.245360 1.042600 0.245360
1.043037 0.254460 1.043037 0.254460
1.043395 0.263564 1.043395 0.263564
1.043673 0.272670 1.043673 0.272670
1.043872 0.281779 1.043872 0.281779
1.043991 0.290889 1.043991 0.290889
1.044031 0.300000 1.044031 0.300000
