# Joukowski airfoil case 4
# a = 1, xi0 = -0.1, eta0 = 0, r = 1.1
# x   y   x/a   y/a
-1.806529 0.157908 -1.806529 0.157908
-1.814042 0.155717 -1.814042 0.155717
-1.821435 0.153503 -1.821435 0.153503
-1.828706 0.151265 -1.828706 0.151265
-1.835856 0.149003 -1.835856 0.149003
-1.842883 0.146719 -1.842883 0.146719
-1.849788 0.144412 -1.849788 0.144412
-1.856570 0.142082 -1.856570 0.142082
-1.863229 0.139731 -1.863229 0.139731
-1.869764 0.137359 -1.869764 0.137359
-1.876175 0.134965 -1.876175 0.134965
-1.882462 0.132550 -1.882462 0.132550
-1.888624 0.130115 -1.888624 0.130115
-1.894662 0.127659 -1.894662 0.127659
-1.900574 0.125185 -1.900574 0.125185
-1.906361 0.122690 -1.906361 0.122690
-1.912022 0.120177 -1.912022 0.120177
-1.917557 0.117645 -1.917557 0.117645
-1.922966 0.115095 -1.922966 0.115095
-1.928248 0.112527 -1.928248 0.112527
-1.933403 0.109942 -1.933403 0.109942
-1.938431 0.107340 -1.938431 0.107340
-1.943332 0.104721 -1.943332 0.104721
-1.948105 0.102086 -1.948105 0.102086
-1.952750 0.099435 -1.952750 0.099435
-1.957266 0.096768 -1.957266 0.096768
-1.961655 0.094087 -1.961655 0.094087
-1.965915 0.091391 -1.965915 0.091391
-1.970046 0.088681 -1.970046 0.088681
-1.974047 0.085957 -1.974047 0.085957
-1.977920 0.083220 -1.977920 0.083220
-1.981663 0.080470 -1.981663 0.080470
-1.985277 0.077708 -1.985277 0.077708
-1.988761 0.074933 -1.988761 0.074933
-1.992115 0.072147 -1.992115 0.072147
-1.995338 0.069349 -1.995338 0.069349
-1.998432 0.066541 -1.998432 0.066541
-2.001395 0.063723 -2.001395 0.063723
-2.004227 0.060894 -2.004227 0.060894
-2.006928 0.058056 -2.006928 0.058056
-2.009499 0.055210 -2.009499 0.055210
-2.011938 0.052354 -2.011938 0.052354
-2.014247 0.049491 -2.014247 0.049491
-2.016424 0.046619 -2.016424 0.046619
-2.018470 0.043741 -2.018470 0.043741
-2.020384 0.040856 -2.020384 0.040856
-2.022166 0.037964 -2.022166 0.037964
-2.023817 0.035066 -2.023817 0.035066
-2.025336 0.032163 -2.025336 0.032163
-2.026724 0.029255 -2.026724 0.029255
-2.027979 0.026343 -2.027979 0.026343
-2.029103 0.023426 -2.029103 0.023426
-2.030094 0.020506 -2.030094 0.020506
-2.030953 0.017582 -2.030953 0.017582
-2.031680 0.014656 -2.031680 0.014656
-2.032275 0.011728 -2.032275 0.011728
-2.032738 0.008797 -2.032738 0.008797
-2.033069 0.005866 -2.033069 0.005866
-2.033267 0.002933 -2.033267 0.002933
-2.033333 0.000000 -2.033333 0.000000
-2.033267 -0.002933 -2.033267 -0.002933
-2.033069 -0.005866 -2.033069 -0.005866
-2.032738 -0.008797 -2.032738 -0.008797
-2.032275 -0.011728 -2.032275 -0.011728
-2.031680 -0.014656 -2.031680 -0.014656
-2.030953 -0.017582 -2.030953 -0.017582
-2.030094 -0.020506 -2.030094 -0.020506
-2.029103 -0.023426 -2.029103 -0.023426
-2.027979 -0.026343 -2.027979 -0.026343
-2.026724 -0.029255 -2.026724 -0.029255
-2.025336 -0.032163 -2.025336 -0.032163
-2.023817 -0.035066 -2.023817 -0.035066
-2.022166 -0.037964 -2.022166 -0.037964
-2.020384 -0.040856 -2.020384 -0.040856
-2.018470 -0.043741 -2.018470 -0.043741
-2.016424 -0.046619 -2.016424 -0.046619
-2.014247 -0.049491 -2.014247 -0.049491
-2.011938 -0.052354 -2.011938 -0.052354
-2.009499 -0.055210 -2.009499 -0.055210
-2.006928 -0.058056 -2.006928 -0.058056
-2.004227 -0.060894 -2.004227 -0.060894
-2.001395 -0.063723 -2.001395 -0.063723
-1.998432 -0.066541 -1.998432 -0.066541
-1.995338 -0.069349 -1.995338 -0.069349
-1.992115 -0.072147 -1.992115 -0.072147
-1.988761 -0.074933 -1.988761 -0.074933
-1.985277 -0.077708 -1.985277 -0.077708
-1.981663 -0.080470 -1.981663 -0.080470
-1.977920 -0.083220 -1.977920 -0.083220
-1.974047 -0.085957 -1.974047 -0.085957
-1.970046 -0.088681 -1.970046 -0.088681
-1.965915 -0.091391 -1.965915 -0.091391
-1.961655 -0.094087 -1.961655 -0.094087
-1.957266 -0.096768 -1.957266 -0.096768
-1.952750 -0.099435 -1.952750 -0.099435
-1.948105 -0.102086 -1.948105 -0.102086
-1.943332 -0.104721 -1.943332 -0.104721
-1.938431 -0.107340 -1.938431 -0.107340
-1.933403 -0.109942 -1.933403 -0.109942
-1.928248 -0.112527 -1.928248 -0.112527
-1.922966 -0.115095 -1.922966 -0.115095
-1.917557 -0.117645 -1.917557 -0.117645
-1.912022 -0.120177 -1.912022 -0.120177
-1.906361 -0.122690 -1.906361 -0.122690
-1.900574 -0.125185 -1.900574 -0.125185
-1.894662 -0.127659 -1.894662 -0.127659
-1.888624 -0.130115 -1.888624 -0.130115
-1.882462 -0.132550 -1.882462 -0.132550
-1.876175 -0.134965 -1.876175 -0.134965
-1.869764 -0.137359 -1.869764 -0.137359
-1.863229 -0.139731 -1.863229 -0.139731
-1.856570 -0.142082 -1.856570 -0.142082
-1.849788 -0.144412 -1.849788 -0.144412
-1.842883 -0.146719 -1.842883 -0.146719
-1.835856 -0.149003 -1.835856 -0.149003
-1.828706 -0.151265 -1.828706 -0.151265
-1.821435 -0.153503 -1.821435 -0.153503
-1.814042 -0.155717 -1.814042 -0.155717
-1.806529 -0.157908 -1.806529 -0.157908
-1.798894 -0.160074 -1.798894 -0.160074
-1.791140 -0.162216 -1.791140 -0.162216
-1.783265 -0.164333 -1.783265 -0.164333
-1.775272 -0.166425 -1.775272 -0.166425
-1.767159 -0.168491 -1.767159 -0.168491
-1.758927 -0.170531 -1.758927 -0.170531
-1.750578 -0.172546 -1.750578 -0.172546
-1.742110 -0.174533 -1.742110 -0.174533
-1.733526 -0.176495 -1.733526 -0.176495
-1.724824 -0.178429 -1.724824 -0.178429
-1.716006 -0.180336 -1.716006 -0.180336
-1.707073 -0.182215 -1.707073 -0.182215
-1.698023 -0.184066 -1.698023 -0.184066
-1.688859 -0.185890 -1.688859 -0.185890
-1.679580 -0.187685 -1.679580 -0.187685
-1.670188 -0.189452 -1.670188 -0.189452
-1.660681 -0.191189 -1.660681 -0.191189
-1.651062 -0.192898 -1.651062 -0.192898
-1.641331 -0.194577 -1.641331 -0.194577
-1.631487 -0.196227 -1.631487 -0.196227
-1.621532 -0.197847 -1.621532 -0.197847
-1.611466 -0.199437 -1.611466 -0.199437
-1.601289 -0.200997 -1.601289 -0.200997
-1.591003 -0.202526 -1.591003 -0.202526
-1.580607 -0.204025 -1.580607 -0.204025
-1.570102 -0.205493 -1.570102 -0.205493
-1.559490 -0.206930 -1.559490 -0.206930
-1.548770 -0.208335 -1.548770 -0.208335
-1.537942 -0.209710 -1.537942 -0.209710
-1.527008 -0.211053 -1.527008 -0.211053
-1.515969 -0.212364 -1.515969 -0.212364
-1.504824 -0.213643 -1.504824 -0.213643
-1.493574 -0.214890 -1.493574 -0.214890
-1.482220 -0.216105 -1.482220 -0.216105
-1.470763 -0.217288 -1.470763 -0.217288
-1.459203 -0.218438 -1.459203 -0.218438
-1.447540 -0.219556 -1.447540 -0.219556
-1.435776 -0.220640 -1.435776 -0.220640
-1.423912 -0.221692 -1.423912 -0.221692
-1.411946 -0.222711 -1.411946 -0.222711
-1.399881 -0.223697 -1.399881 -0.223697
-1.387718 -0.224650 -1.387718 -0.224650
-1.375455 -0.225570 -1.375455 -0.225570
-1.363096 -0.226456 -1.363096 -0.226456
-1.350639 -0.227309 -1.350639 -0.227309
-1.338086 -0.228128 -1.338086 -0.228128
-1.325437 -0.228914 -1.325437 -0.228914
-1.312693 -0.229666 -1.312693 -0.229666
-1.299856 -0.230384 -1.299856 -0.230384
-1.286924 -0.231069 -1.286924 -0.231069
-1.273900 -0.231719 -1.273900 -0.231719
-1.260784 -0.232336 -1.260784 -0.232336
-1.247577 -0.232920 -1.247577 -0.232920
-1.234279 -0.233469 -1.234279 -0.233469
-1.220891 -0.233985 -1.220891 -0.233985
-1.207415 -0.234466 -1.207415 -0.234466
