0 0 0
2 0 0
4 0 0
6 0 0
8 0 0
10 0 0
12 0 0
14 0 0
16 0 0
18 0 0
20 0 0
22 0 0
24 0 0
26 0 0
28 0 0
30 0 0
32 0 0
34 0 0
36 0 0
38 0 0
40 0 0
42 0 0
44 0 0
46 0 0
48 0 0
50 0 0
52 0 0
54 0 0
56 0 0
58 0 0
60 0 0
62 0 0
64 0 0
66 0 0
68 0 0
70 0 0
72 0 0
74 0 0
76 0 0
78 0 0
80 0 0
82 0 0
84 0 0
86 0 0
88 0 0
90 0 0
92 0 0
94 0 0
96 0 0
98 0 0
100 0 0

0 2 1
2 2 0.938345
4 2 0.876484
6 2 0.814218
8 2 0.751359
10 2 0.687744
12 2 0.623235
14 2 0.557729
16 2 0.491165
18 2 0.423525
20 2 0.354839
22 2 0.285186
24 2 0.21469
26 2 0.143521
28 2 0.0718818
30 2 0
32 2 0
34 2 0
36 2 0
38 2 0
40 2 0
42 2 0
44 2 0
46 2 0
48 2 0
50 2 0
52 2 0
54 2 0
56 2 0
58 2 0
60 2 0
62 2 0.0602129
64 2 0.120137
66 2 0.17949
68 2 0.238011
70 2 0.295474
72 2 0.35169
74 2 0.406518
76 2 0.459861
78 2 0.511666
80 2 0.561927
82 2 0.610673
84 2 0.657973
86 2 0.70392
88 2 0.748637
90 2 0.792266
92 2 0.834964
94 2 0.876903
96 2 0.918263
98 2 0.959232
100 2 1

0 4 2
2 4 1.8769
4 4 1.75338
6 4 1.62904
8 4 1.50349
10 4 1.3764
12 4 1.24748
14 4 1.11653
16 4 0.983423
18 4 0.848112
20 4 0.710659
22 4 0.571224
24 4 0.430063
26 4 0.287519
28 4 0.144008
30 4 0
32 4 0
34 4 0
36 4 0
38 4 0
40 4 0
42 4 0
44 4 0
46 4 0
48 4 0
50 4 0
52 4 0
54 4 0
56 4 0
58 4 0
60 4 0
62 4 0.120741
64 4 0.240893
66 4 0.359876
68 4 0.477162
70 4 0.592288
72 4 0.704875
74 4 0.814636
76 4 0.921378
78 4 1.025
80 4 1.12549
82 4 1.22291
84 4 1.31741
86 4 1.40917
88 4 1.49845
90 4 1.58554
92 4 1.67075
94 4 1.75443
96 4 1.83695
98 4 1.91868
100 4 2

0 6 3
2 6 2.81588
4 6 2.63112
6 6 2.44508
8 6 2.25718
10 6 2.0669
12 6 1.87379
14 6 1.67753
16 6 1.47791
18 6 1.27486
20 6 1.06848
22 6 0.859007
24 6 0.646831
26 6 0.432491
28 6 0.216636
30 6 0
32 6 0
34 6 0
36 6 0
38 6 0
40 6 0
42 6 0
44 6 0
46 6 0
48 6 0
50 6 0
52 6 0
54 6 0
56 6 0
58 6 0
60 6 0
62 6 0.181907
64 6 0.362895
66 6 0.542069
68 6 0.718607
70 6 0.891798
72 6 1.06106
74 6 1.22596
76 6 1.38621
78 6 1.54167
80 6 1.69232
82 6 1.83828
84 6 1.97976
86 6 2.11708
88 6 2.25062
90 6 2.38082
92 6 2.50817
94 6 2.6332
96 6 2.75647
98 6 2.87854
100 6 3

0 8 4
2 8 3.75553
4 8 3.51015
6 8 3.26301
8 8 3.01329
10 8 2.76025
12 8 2.50329
14 8 2.24192
16 8 1.97586
18 8 1.70499
20 8 1.42943
22 8 1.14952
24 8 0.865785
26 8 0.57899
28 8 0.290049
30 8 0
32 8 0
34 8 0
36 8 0
38 8 0
40 8 0
42 8 0
44 8 0
46 8 0
48 8 0
50 8 0
52 8 0
54 8 0
56 8 0
58 8 0
60 8 0
62 8 0.244057
64 8 0.486825
66 8 0.72705
68 8 0.963588
70 8 1.19546
72 8 1.42186
74 8 1.64221
76 8 1.85612
78 8 2.06343
80 8 2.26412
82 8 2.45839
84 8 2.64654
86 8 2.82901
88 8 3.00633
90 8 3.17912
92 8 3.34806
94 8 3.51385
96 8 3.67725
98 8 3.83904
100 8 4

0 10 5
2 10 4.69608
4 10 4.39098
6 10 4.08357
8 10 3.77276
10 10 3.45758
12 10 3.13723
14 10 2.81106
16 10 2.47865
18 10 2.13985
20 10 1.79479
22 10 1.44387
24 10 1.08783
26 10 0.727652
28 10 0.364575
30 10 0
32 10 0
34 10 0
36 10 0
38 10 0
40 10 0
42 10 0
44 10 0
46 10 0
48 10 0
50 10 0
52 10 0
54 10 0
56 10 0
58 10 0
60 10 0
62 10 0.307582
64 10 0.613443
66 10 0.915913
68 10 1.21348
70 10 1.50486
72 10 1.78903
74 10 2.06523
76 10 2.333
78 10 2.59215
80 10 2.84272
82 10 3.08496
84 10 3.31932
86 10 3.54638
88 10 3.76685
90 10 3.98152
92 10 4.19127
94 10 4.39701
96 10 4.59972
98 10 4.80038
100 10 5

0 12 6
2 12 5.63782
4 12 5.27416
6 12 4.90755
8 12 4.53663
10 12 4.16016
12 12 3.77706
14 12 3.3865
16 12 2.98791
18 12 2.58105
20 12 2.16604
22 12 1.7434
24 12 1.31403
26 12 0.879234
28 12 0.440608
30 12 0
32 12 0
34 12 0
36 12 0
38 12 0
40 12 0
42 12 0
44 12 0
46 12 0
48 12 0
50 12 0
52 12 0
54 12 0
56 12 0
58 12 0
60 12 0
62 12 0.372935
64 12 0.743629
66 12 1.10992
68 12 1.46987
70 12 1.82183
72 12 2.16455
74 12 2.49709
76 12 2.81894
78 12 3.1299
80 12 3.43008
82 12 3.71985
84 12 3.9998
86 12 4.27071
88 12 4.53348
90 12 4.78911
92 12 5.0387
94 12 5.28338
96 12 5.52435
98 12 5.76281
100 12 6

0 14 7
2 14 6.58108
4 14 6.16032
6 14 5.73591
8 14 5.30613
10 14 4.86942
12 14 4.42443
14 14 3.97004
16 14 3.5055
18 14 3.03045
20 14 2.54499
22 14 2.0497
24 14 1.54572
26 14 1.03467
28 14 0.518629
30 14 0
32 14 0
34 14 0
36 14 0
38 14 0
40 14 0
42 14 0
44 14 0
46 14 0
48 14 0
50 14 0
52 14 0
54 14 0
56 14 0
58 14 0
60 14 0
62 14 0.440655
64 14 0.878428
66 14 1.31055
68 14 1.73458
70 14 2.14847
72 14 2.55068
74 14 2.94015
76 14 3.31629
78 14 3.67895
80 14 4.02836
82 14 4.36505
84 14 4.68981
86 14 5.00362
88 14 5.30763
90 14 5.60308
92 14 5.89129
94 14 6.17366
96 14 6.45159
98 14 6.72655
100 14 7

0 16 8
2 16 7.52621
4 16 7.05018
6 16 6.56969
8 16 6.08263
10 16 5.58707
12 16 5.08127
14 16 4.56383
16 16 4.03371
18 16 3.49037
20 16 2.93383
22 16 2.36476
24 16 1.78451
26 16 1.19512
28 16 0.59925
30 16 0
32 16 0
34 16 0
36 16 0
38 16 0
40 16 0
42 16 0
44 16 0
46 16 0
48 16 0
50 16 0
52 16 0
54 16 0
56 16 0
58 16 0
60 16 0
62 16 0.511407
64 16 1.01912
66 16 1.51962
68 16 2.00983
70 16 2.48727
72 16 2.95009
74 16 3.3971
76 16 3.8277
78 16 4.24186
80 16 4.63995
82 16 5.02275
84 16 5.3913
86 16 5.74684
88 16 6.09079
90 16 6.42465
92 16 6.75003
94 16 7.06857
96 16 7.38195
98 16 7.69185
100 16 8

0 18 9
2 18 8.47362
4 18 7.94454
6 18 7.4101
8 18 6.86773
10 18 6.31504
12 18 5.74987
14 18 5.1704
16 18 4.57524
18 18 3.96357
20 18 3.33529
22 18 2.69106
24 18 2.03249
26 18 1.3621
28 18 0.683259
30 18 0
32 18 0
34 18 0
36 18 0
38 18 0
40 18 0
42 18 0
44 18 0
46 18 0
48 18 0
50 18 0
52 18 0
54 18 0
56 18 0
58 18 0
60 18 0
62 18 0.586024
64 18 1.16729
66 18 1.73934
68 18 2.29833
70 18 2.84123
72 18 3.36591
74 18 3.87109
76 18 4.35624
78 18 4.8215
80 18 5.26752
82 18 5.69537
84 18 6.10641
86 18 6.50222
88 18 6.88452
90 18 7.25513
92 18 7.61596
94 18 7.9689
96 18 8.31592
98 18 8.65897
100 18 9

0 20 10
2 20 9.42377
4 20 8.84434
6 20 8.25853
8 20 7.66326
10 20 7.05561
12 20 6.4329
14 20 5.79278
16 20 5.1334
18 20 4.45353
20 20 3.75279
22 20 3.0318
24 20 2.29237
26 20 1.53757
28 20 0.771699
30 20 0
32 20 0
34 20 0
36 20 0
38 20 0
40 20 0
42 20 0
44 20 0
46 20 0
48 20 0
50 20 0
52 20 0
54 20 0
56 20 0
58 20 0
60 20 0
62 20 0.665585
64 20 1.325
66 20 1.97254
68 20 2.60342
70 20 3.21402
72 20 3.80192
74 20 4.36583
76 20 4.90542
78 20 5.42114
80 20 5.91401
82 20 6.38552
84 20 6.83744
86 20 7.27172
88 20 7.69048
90 20 8.09588
92 20 8.49013
94 20 8.87544
96 20 9.25404
98 20 9.62816
100 20 10

0 22 11
2 22 10.3772
4 22 9.75058
6 22 9.11651
8 22 8.47128
10 22 7.81138
12 22 7.13347
14 22 6.43457
16 22 5.71218
18 22 4.96449
20 22 4.19065
22 22 3.39107
24 22 2.56768
26 22 1.72417
28 22 0.865977
30 22 0
32 22 0
34 22 0
36 22 0
38 22 0
40 22 0
42 22 0
44 22 0
46 22 0
48 22 0
50 22 0
52 22 0
54 22 0
56 22 0
58 22 0
60 22 0
62 22 0.751523
64 22 1.49494
66 22 2.22287
68 22 2.92937
70 22 3.61017
72 22 4.26265
74 22 4.88568
76 22 5.4793
78 22 6.04445
80 22 6.58271
82 22 7.09608
84 22 7.58685
86 22 8.05745
88 22 8.51042
90 22 8.9483
92 22 9.37364
94 22 9.78898
96 22 10.1968
98 22 10.5997
100 22 11

0 24 12
2 24 11.3344
4 24 10.6644
6 24 9.98575
8 24 9.29413
10 24 8.5853
12 24 7.8552
14 24 7.10004
16 24 6.31644
18 24 5.50176
20 24 4.65441
22 24 3.77427
24 24 2.86321
26 24 1.92552
28 24 0.968056
30 24 0
32 24 0
34 24 0
36 24 0
38 24 0
40 24 0
42 24 0
44 24 0
46 24 0
48 24 0
50 24 0
52 24 0
54 24 0
56 24 0
58 24 0
60 24 0
62 24 0.845806
64 24 1.68073
66 24 2.49515
68 24 3.28167
70 24 4.03537
72 24 4.75366
74 24 5.43582
76 24 6.08257
78 24 6.69559
80 24 7.2772
82 24 7.83011
84 24 8.35724
86 24 8.86157
88 24 9.34611
90 24 9.81381
92 24 10.2676
94 24 10.7103
96 24 11.1448
98 24 11.5738
100 24 12

0 26 13
2 26 12.296
4 26 11.587
6 26 10.8681
8 26 10.1343
10 26 9.38067
12 26 8.6022
14 26 7.79412
16 26 6.95197
18 26 6.07189
20 26 5.15111
22 26 4.18851
24 26 3.18548
26 26 2.14669
28 26 1.08075
30 26 0
32 26 0
34 26 0
36 26 0
38 26 0
40 26 0
42 26 0
44 26 0
46 26 0
48 26 0
50 26 0
52 26 0
54 26 0
56 26 0
58 26 0
60 26 0
62 26 0.951228
64 26 1.88745
66 26 2.79591
68 26 3.66748
70 26 4.4968
72 26 5.28169
74 26 6.02234
76 26 6.72056
78 26 7.37912
80 26 8.00137
82 26 8.59089
84 26 9.15133
86 26 9.6863
88 26 10.1993
90 26 10.6939
92 26 11.1731
94 26 11.6403
96 26 12.0985
