0.000000 0.000000
0.010000 0.003536
0.020000 0.007069
0.030000 0.010595
0.040000 0.014110
0.050000 0.017612
0.060000 0.021096
0.070000 0.024559
0.080000 0.027998
0.090000 0.031409
0.100000 0.034789
0.110000 0.038135
0.120000 0.041444
0.130000 0.044711
0.140000 0.047935
0.150000 0.051111
0.160000 0.054236
0.170000 0.057308
0.180000 0.060324
0.190000 0.063280
0.200000 0.066173
0.210000 0.069002
0.220000 0.071762
0.230000 0.074451
0.240000 0.077067
0.250000 0.079607
0.260000 0.082068
0.270000 0.084448
0.280000 0.086745
0.290000 0.088956
0.300000 0.091080
0.310000 0.093113
0.320000 0.095055
0.330000 0.096903
0.340000 0.098655
0.350000 0.100310
0.360000 0.101866
0.370000 0.103322
0.380000 0.104675
0.390000 0.105925
0.400000 0.107071
0.410000 0.108111
0.420000 0.109044
0.430000 0.109869
0.440000 0.110587
0.450000 0.111195
0.460000 0.111693
0.470000 0.112081
0.480000 0.112359
0.490000 0.112525
0.500000 0.112581
0.510000 0.112525
0.520000 0.112359
0.530000 0.112081
0.540000 0.111693
0.550000 0.111195
0.560000 0.110587
0.570000 0.109869
0.580000 0.109044
0.590000 0.108111
0.600000 0.107071
0.610000 0.105925
0.620000 0.104675
0.630000 0.103322
0.640000 0.101866
0.650000 0.100310
0.660000 0.098655
0.670000 0.096903
0.680000 0.095055
0.690000 0.093113
0.700000 0.091080
0.710000 0.088956
0.720000 0.086745
0.730000 0.084448
0.740000 0.082068
0.750000 0.079607
0.760000 0.077067
0.770000 0.074451
0.780000 0.071762
0.790000 0.069002
0.800000 0.066173
0.810000 0.063280
0.820000 0.060324
0.830000 0.057308
0.840000 0.054236
0.850000 0.051111
0.860000 0.047935
0.870000 0.044711
0.880000 0.041444
0.890000 0.038135
0.900000 0.034789
0.910000 0.031409
0.920000 0.027998
0.930000 0.024559
0.940000 0.021096
0.950000 0.017612
0.960000 0.014110
0.970000 0.010595
0.980000 0.007069
0.990000 0.003536
1.000000 0.000000
