# x rho u p
0.4995000000 0.4260975797 0.9279788770 0.3029133608
0.5005000000 0.4261389435 0.9278845319 0.3029547874
0.5015000000 0.4261672058 0.9277933508 0.3029822960
0.5025000000 0.4261922116 0.9277250826 0.3030063469
0.5035000000 0.4262173642 0.9276841849 0.3030308764
0.5045000000 0.4262372214 0.9276539142 0.3030507411
0.5055000000 0.4262488113 0.9276222905 0.3030627517
0.5065000000 0.4262549129 0.9275914589 0.3030693818
0.5075000000 0.4262607826 0.9275698570 0.3030756110
0.5085000000 0.4262682087 0.9275583396 0.3030829215
0.5095000000 0.4262760118 0.9275519438 0.3030900191
0.5105000000 0.4262814158 0.9275446073 0.3030950246
0.5115000000 0.4262840146 0.9275346243 0.3030976967
0.5125000000 0.4262849671 0.9275236504 0.3030990162
0.5135000000 0.4262861481 0.9275151280 0.3031006737
0.5145000000 0.4262884661 0.9275103646 0.3031033510
0.5155000000 0.4262920394 0.9275085776 0.3031067533
0.5165000000 0.4262956824 0.9275067382 0.3031096619
0.5175000000 0.4262978303 0.9275030769 0.3031113918
0.5185000000 0.4262983713 0.9274975270 0.3031119400
0.5195000000 0.4262983342 0.9274921261 0.3031122095
0.5205000000 0.4262985911 0.9274885927 0.3031129978
0.5215000000 0.4262995227 0.9274872156 0.3031144680
0.5225000000 0.4263010628 0.9274867707 0.3031161264
0.5235000000 0.4263026222 0.9274856828 0.3031173560
0.5245000000 0.4263035156 0.9274834691 0.3031179762
0.5255000000 0.4263038991 0.9274807646 0.3031182552
0.5265000000 0.4263042364 0.9274786927 0.3031186768
0.5275000000 0.4263046928 0.9274777173 0.3031194252
0.5285000000 0.4263052860 0.9274774138 0.3031203009
0.5295000000 0.4263058398 0.9274768480 0.3031209203
0.5305000000 0.4263060878 0.9274756281 0.3031211343
0.5315000000 0.4263061182 0.9274740972 0.3031211094
0.5325000000 0.4263062255 0.9274729305 0.3031211752
0.5335000000 0.4263065107 0.9274723907 0.3031214791
0.5345000000 0.4263068960 0.9274723255 0.3031219704
0.5355000000 0.4263072585 0.9274722466 0.3031224489
0.5365000000 0.4263074774 0.9274717688 0.3031227551
0.5375000000 0.4263075109 0.9274708503 0.3031228702
0.5385000000 0.4263074668 0.9274697974 0.3031229254
0.5395000000 0.4263074975 0.9274689692 0.3031230817
0.5405000000 0.4263076562 0.9274685130 0.3031234009
0.5415000000 0.4263079168 0.9274682782 0.3031238113
0.5425000000 0.4263081741 0.9274679528 0.3031241766
0.5435000000 0.4263083299 0.9274673390 0.3031244075
0.5445000000 0.4263084005 0.9274664886 0.3031245152
0.5455000000 0.4263084910 0.9274656864 0.3031246144
0.5465000000 0.4263086958 0.9274651591 0.3031248020
0.5475000000 0.4263089804 0.9274649218 0.3031250892
0.5485000000 0.4263092265 0.9274647428 0.3031253956
0.5495000000 0.4263094035 0.9274643716 0.3031256478
0.5505000000 0.4263095164 0.9274637239 0.3031258434
0.5515000000 0.4263096278 0.9274628696 0.3031260385
0.5525000000 0.4263097636 0.9274619361 0.3031262531
0.5535000000 0.4263099708 0.9274611992 0.3031265262
0.5545000000 0.4263102656 0.9274608261 0.3031268762
0.5555000000 0.4263105069 0.9274606461 0.3031272079
0.5565000000 0.4263106177 0.9274604090 0.3031274227
0.5575000000 0.4263106198 0.9274600120 0.3031274991
0.5585000000 0.4263105203 0.9274595252 0.3031274884
0.5595000000 0.4263103933 0.9274591205 0.3031274869
0.5605000000 0.4263103317 0.9274588499 0.3031275343
0.5615000000 0.4263103181 0.9274587050 0.3031276371
0.5625000000 0.4263103291 0.9274586110 0.3031277693
0.5635000000 0.4263103598 0.9274585036 0.3031279067
0.5645000000 0.4263103987 0.9274583551 0.3031280387
0.5655000000 0.4263104371 0.9274581721 0.3031281662
0.5665000000 0.4263104792 0.9274579705 0.3031282912
0.5675000000 0.4263105202 0.9274577529 0.3031284080
0.5685000000 0.4263105440 0.9274575112 0.3031285065
0.5695000000 0.4263105477 0.9274572373 0.3031285788
0.5705000000 0.4263105376 0.9274569584 0.3031286342
0.5715000000 0.4263105283 0.9274567192 0.3031286942
0.5725000000 0.4263105261 0.9274565336 0.3031287698
0.5735000000 0.4263105265 0.9274563875 0.3031288617
0.5745000000 0.4263105251 0.9274562410 0.3031289604
0.5755000000 0.4263105120 0.9274560632 0.3031290585
0.5765000000 0.4263104697 0.9274558445 0.3031291494
0.5775000000 0.4263103951 0.9274555980 0.3031292277
0.5785000000 0.4263102956 0.9274553592 0.3031292968
0.5795000000 0.4263101950 0.9274551735 0.3031293703
0.5805000000 0.4263101069 0.9274550392 0.3031294462
0.5815000000 0.4263100200 0.9274549062 0.3031295086
0.5825000000 0.4263099249 0.9274547589 0.3031295590
0.5835000000 0.4263098266 0.9274546002 0.3031296080
0.5845000000 0.4263097341 0.9274544348 0.3031296624
0.5855000000 0.4263096373 0.9274542792 0.3031297242
0.5865000000 0.4263095296 0.9274541573 0.3031297940
0.5875000000 0.4263094037 0.9274540577 0.3031298619
0.5885000000 0.4263092508 0.9274539510 0.3031299171
0.5895000000 0.4263090644 0.9274538336 0.3031299632
0.5905000000 0.4263088537 0.9274537157 0.3031300097
0.5915000000 0.4263086463 0.9274536118 0.3031300642
0.5925000000 0.4263084544 0.9274535384 0.3031301312
0.5935000000 0.4263082789 0.9274535004 0.3031302091
0.5945000000 0.4263081183 0.9274534718 0.3031302850
0.5955000000 0.4263079630 0.9274534191 0.3031303449
0.5965000000 0.4263077987 0.9274533159 0.3031303790
0.5975000000 0.4263076089 0.9274531579 0.3031303880
0.5985000000 0.4263073969 0.9274529716 0.3031303880
0.5995000000 0.4263071964 0.9274527785 0.3031303932
0.6005000000 0.4263069990 0.9274526075 0.3031304116
0.6015000000 0.4263067974 0.9274524967 0.3031304465
0.6025000000 0.4263065921 0.9274524684 0.3031304997
0.6035000000 0.4263063732 0.9274524915 0.3031305575
0.6045000000 0.4263061363 0.9274525321 0.3031306126
0.6055000000 0.4263058671 0.9274525507 0.3031306538
0.6065000000 0.4263055566 0.9274525471 0.3031306818
0.6075000000 0.4263052054 0.9274525185 0.3031306916
0.6085000000 0.4263048102 0.9274524779 0.3031306843
0.6095000000 0.4263043864 0.9274524388 0.3031306672
0.6105000000 0.4263039525 0.9274524164 0.3031306528
0.6115000000 0.4263035163 0.9274524119 0.3031306505
0.6125000000 0.4263030755 0.9274524041 0.3031306560
0.6135000000 0.4263026232 0.9274523877 0.3031306705
0.6145000000 0.4263021511 0.9274523628 0.3031306928
0.6155000000 0.4263016522 0.9274523273 0.3031307195
0.6165000000 0.4263011253 0.9274522720 0.3031307506
0.6175000000 0.4263005727 0.9274521863 0.3031307896
0.6185000000 0.4262999821 0.9274520916 0.3031308239
0.6195000000 0.4262993461 0.9274520196 0.3031308459
0.6205000000 0.4262986635 0.9274519651 0.3031308499
0.6215000000 0.4262979389 0.9274519460 0.3031308468
0.6225000000 0.4262971749 0.9274519617 0.3031308362
0.6235000000 0.4262963677 0.9274520174 0.3031308116
0.6245000000 0.4262955089 0.9274521315 0.3031307650
0.6255000000 0.4262946010 0.9274522940 0.3031307008
0.6265000000 0.4262936459 0.9274524977 0.3031306221
0.6275000000 0.4262926418 0.9274527431 0.3031305293
0.6285000000 0.4262915807 0.9274530363 0.3031304204
0.6295000000 0.4262904525 0.9274533803 0.3031302942
0.6305000000 0.4262892655 0.9274537358 0.3031301655
0.6315000000 0.4262880212 0.9274540792 0.3031300496
0.6325000000 0.4262867195 0.9274544031 0.3031299439
0.6335000000 0.4262853613 0.9274547020 0.3031298453
0.6345000000 0.4262839442 0.9274549677 0.3031297485
0.6355000000 0.4262824619 0.9274551997 0.3031296507
0.6365000000 0.4262809073 0.9274553994 0.3031295506
0.6375000000 0.4262792769 0.9274555774 0.3031294519
0.6385000000 0.4262775703 0.9274557469 0.3031293606
0.6395000000 0.4262757826 0.9274559150 0.3031292795
0.6405000000 0.4262738998 0.9274560869 0.3031292095
0.6415000000 0.4262719016 0.9274562673 0.3031291504
0.6425000000 0.4262697633 0.9274564513 0.3031290982
0.6435000000 0.4262674545 0.9274566254 0.3031290474
0.6445000000 0.4262649525 0.9274567847 0.3031289981
0.6455000000 0.4262622432 0.9274569186 0.3031289485
0.6465000000 0.4262593143 0.9274570232 0.3031288996
0.6475000000 0.4262561553 0.9274571117 0.3031288573
0.6485000000 0.4262527508 0.9274571878 0.3031288217
0.6495000000 0.4262490737 0.9274572600 0.3031287945
0.6505000000 0.4262450814 0.9274573311 0.3031287752
0.6515000000 0.4262407094 0.9274573925 0.3031287602
0.6525000000 0.4262358660 0.9274574416 0.3031287489
0.6535000000 0.4262304271 0.9274574735 0.3031287395
0.6545000000 0.4262242249 0.9274574837 0.3031287292
0.6555000000 0.4262170364 0.9274574813 0.3031287203
0.6565000000 0.4262085633 0.9274574773 0.3031287150
0.6575000000 0.4261983978 0.9274574769 0.3031287141
0.6585000000 0.4261859686 0.9274574752 0.3031287153
0.6595000000 0.4261704685 0.9274574689 0.3031287190
0.6605000000 0.4261507529 0.9274574572 0.3031287250
0.6615000000 0.4261251887 0.9274574423 0.3031287321
0.6625000000 0.4260914425 0.9274574274 0.3031287389
0.6635000000 0.4260461908 0.9274574141 0.3031287464
0.6645000000 0.4259847282 0.9274574014 0.3031287554
0.6655000000 0.4259004494 0.9274573922 0.3031287660
0.6665000000 0.4257841712 0.9274573947 0.3031287774
0.6675000000 0.4256232661 0.9274574033 0.3031287864
0.6685000000 0.4254005725 0.9274574153 0.3031287961
0.6695000000 0.4250930578 0.9274574138 0.3031288077
0.6705000000 0.4246702422 0.9274573917 0.3031288268
0.6715000000 0.4240923828 0.9274573263 0.3031288627
0.6725000000 0.4233084782 0.9274571898 0.3031289278
0.6735000000 0.4222541806 0.9274569705 0.3031290276
0.6745000000 0.4208497667 0.9274567798 0.3031291160
0.6755000000 0.4189985563 0.9274566652 0.3031291757
0.6765000000 0.4165858510 0.9274566250 0.3031292126
0.6775000000 0.4134789022 0.9274566375 0.3031292341
0.6785000000 0.4095283523 0.9274566713 0.3031292428
0.6795000000 0.4045716106 0.9274567249 0.3031292387
0.6805000000 0.3984386413 0.9274567798 0.3031292369
0.6815000000 0.3909604909 0.9274568122 0.3031292357
0.6825000000 0.3819807908 0.9274568300 0.3031292368
0.6835000000 0.3713702360 0.9274568317 0.3031292390
0.6845000000 0.3590433790 0.9274568235 0.3031292446
0.6855000000 0.3449759580 0.9274568070 0.3031292535
0.6865000000 0.3292371373 0.9274567803 0.3031292666
0.6875000000 0.3137588549 0.9274567408 0.3031292848
0.6885000000 0.3013167424 0.9274566945 0.3031293059
0.6895000000 0.2916242036 0.9274566397 0.3031293307
0.6905000000 0.2842352094 0.9274565764 0.3031293590
0.6915000000 0.2787148718 0.9274565083 0.3031293895
0.6925000000 0.2746698926 0.9274564347 0.3031294224
0.6935000000 0.2717610833 0.9274563541 0.3031294586
0.6945000000 0.2697072300 0.9274562772 0.3031294930
0.6955000000 0.2682828963 0.9274562147 0.3031295226
0.6965000000 0.2673126426 0.9274561793 0.3031295466
0.6975000000 0.2666635317 0.9274561671 0.3031295624
0.6985000000 0.2662372102 0.9274561796 0.3031295704
0.6995000000 0.2659625957 0.9274562040 0.3031295704
0.7005000000 0.2657893560 0.9274562676 0.3031295577
0.7015000000 0.2656826012 0.9274563870 0.3031295254
0.7025000000 0.2656186423 0.9274565698 0.3031294707
0.7035000000 0.2655816870 0.9274567438 0.3031294181
0.7045000000 0.2655613483 0.9274568765 0.3031293780
0.7055000000 0.2655509659 0.9274569691 0.3031293525
0.7065000000 0.2655463519 0.9274570177 0.3031293372
0.7075000000 0.2655448459 0.9274570563 0.3031293367
0.7085000000 0.2655446903 0.9274570678 0.3031293419
0.7095000000 0.2655450376 0.9274570655 0.3031293512
0.7105000000 0.2655461268 0.9274570430 0.3031293682
0.7115000000 0.2655481432 0.9274570237 0.3031293844
0.7125000000 0.2655510388 0.9274570025 0.3031294002
0.7135000000 0.2655543877 0.9274569768 0.3031294158
0.7145000000 0.2655569944 0.9274569440 0.3031294318
0.7155000000 0.2655588852 0.9274569022 0.3031294485
0.7165000000 0.2655603287 0.9274568513 0.3031294664
0.7175000000 0.2655614792 0.9274567947 0.3031294853
0.7185000000 0.2655624440 0.9274567338 0.3031295060
0.7195000000 0.2655633015 0.9274566691 0.3031295292
0.7205000000 0.2655640954 0.9274566023 0.3031295554
0.7215000000 0.2655648441 0.9274565369 0.3031295837
0.7225000000 0.2655655620 0.9274564757 0.3031296139
0.7235000000 0.2655662555 0.9274564191 0.3031296459
0.7245000000 0.2655669144 0.9274563663 0.3031296792
0.7255000000 0.2655675247 0.9274563165 0.3031297138
0.7265000000 0.2655680875 0.9274562685 0.3031297490
0.7275000000 0.2655686177 0.9274562213 0.3031297844
0.7285000000 0.2655691309 0.9274561739 0.3031298197
0.7295000000 0.2655696339 0.9274561258 0.3031298544
0.7305000000 0.2655701240 0.9274560767 0.3031298883
0.7315000000 0.2655705935 0.9274560271 0.3031299210
0.7325000000 0.2655710381 0.9274559790 0.3031299528
0.7335000000 0.2655714617 0.9274559345 0.3031299839
0.7345000000 0.2655718744 0.9274558948 0.3031300146
0.7355000000 0.2655722838 0.9274558613 0.3031300450
0.7365000000 0.2655726865 0.9274558346 0.3031300756
0.7375000000 0.2655730730 0.9274558151 0.3031301065
0.7385000000 0.2655734351 0.9274558027 0.3031301382
0.7395000000 0.2655737651 0.9274557987 0.3031301711
0.7405000000 0.2655740545 0.9274558016 0.3031302047
0.7415000000 0.2655742950 0.9274558090 0.3031302385
0.7425000000 0.2655744801 0.9274558201 0.3031302723
0.7435000000 0.2655746077 0.9274558333 0.3031303059
0.7445000000 0.2655746811 0.9274558467 0.3031303389
0.7455000000 0.2655747122 0.9274558583 0.3031303706
0.7465000000 0.2655747184 0.9274558686 0.3031304014
0.7475000000 0.2655747151 0.9274558784 0.3031304315
0.7485000000 0.2655747002 0.9274558884 0.3031304612
0.7495000000 0.2655746658 0.9274558996 0.3031304907
0.7505000000 0.2655746041 0.9274559124 0.3031305204
0.7515000000 0.2655745071 0.9274559274 0.3031305503
0.7525000000 0.2655743672 0.9274559449 0.3031305805
0.7535000000 0.2655741771 0.9274559653 0.3031306111
0.7545000000 0.2655739311 0.9274559885 0.3031306420
0.7555000000 0.2655736244 0.9274560115 0.3031306721
0.7565000000 0.2655732533 0.9274560308 0.3031307001
0.7575000000 0.2655728171 0.9274560460 0.3031307257
0.7585000000 0.2655723178 0.9274560578 0.3031307492
0.7595000000 0.2655717598 0.9274560667 0.3031307710
0.7605000000 0.2655711541 0.9274560735 0.3031307918
0.7615000000 0.2655705874 0.9274560795 0.3031308122
0.7625000000 0.2655701072 0.9274560855 0.3031308327
0.7635000000 0.2655697010 0.9274560924 0.3031308534
0.7645000000 0.2655693626 0.9274561014 0.3031308746
0.7655000000 0.2655690853 0.9274561135 0.3031308965
0.7665000000 0.2655688603 0.9274561296 0.3031309192
0.7675000000 0.2655686799 0.9274561498 0.3031309429
0.7685000000 0.2655685384 0.9274561742 0.3031309677
0.7695000000 0.2655684291 0.9274562024 0.3031309935
0.7705000000 0.2655683443 0.9274562342 0.3031310203
0.7715000000 0.2655682777 0.9274562691 0.3031310479
0.7725000000 0.2655682257 0.9274563067 0.3031310765
0.7735000000 0.2655681859 0.9274563433 0.3031311046
0.7745000000 0.2655681556 0.9274563738 0.3031311307
0.7755000000 0.2655681333 0.9274563990 0.3031311549
0.7765000000 0.2655681188 0.9274564202 0.3031311777
0.7775000000 0.2655681121 0.9274564389 0.3031311996
0.7785000000 0.2655681111 0.9274564566 0.3031312210
0.7795000000 0.2655681129 0.9274564742 0.3031312422
0.7805000000 0.2655681201 0.9274564921 0.3031312633
0.7815000000 0.2655681375 0.9274565109 0.3031312845
0.7825000000 0.2655681700 0.9274565310 0.3031313058
0.7835000000 0.2655682223 0.9274565533 0.3031313276
0.7845000000 0.2655682979 0.9274565785 0.3031313502
0.7855000000 0.2655683995 0.9274566077 0.3031313739
0.7865000000 0.2655685288 0.9274566415 0.3031313988
0.7875000000 0.2655686863 0.9274566806 0.3031314253
0.7885000000 0.2655688715 0.9274567251 0.3031314533
0.7895000000 0.2655690828 0.9274567750 0.3031314829
0.7905000000 0.2655693171 0.9274568296 0.3031315138
0.7915000000 0.2655695699 0.9274568879 0.3031315457
0.7925000000 0.2655698358 0.9274569455 0.3031315771
0.7935000000 0.2655700965 0.9274569987 0.3031316069
0.7945000000 0.2655703442 0.9274570498 0.3031316357
0.7955000000 0.2655705831 0.9274571003 0.3031316641
0.7965000000 0.2655708193 0.9274571509 0.3031316923
0.7975000000 0.2655710525 0.9274572021 0.3031317206
0.7985000000 0.2655712860 0.9274572546 0.3031317491
0.7995000000 0.2655715164 0.9274573089 0.3031317780
0.8005000000 0.2655717476 0.9274573661 0.3031318077
0.8015000000 0.2655719723 0.9274574272 0.3031318386
0.8025000000 0.2655721974 0.9274574930 0.3031318708
0.8035000000 0.2655724126 0.9274575645 0.3031319049
0.8045000000 0.2655726239 0.9274576421 0.3031319408
0.8055000000 0.2655728234 0.9274577259 0.3031319787
0.8065000000 0.2655730170 0.9274578156 0.3031320184
0.8075000000 0.2655731985 0.9274579102 0.3031320596
0.8085000000 0.2655733732 0.9274580053 0.3031321008
0.8095000000 0.2655735345 0.9274580937 0.3031321397
0.8105000000 0.2655736890 0.9274581773 0.3031321767
0.8115000000 0.2655738317 0.9274582584 0.3031322127
0.8125000000 0.2655739697 0.9274583390 0.3031322481
0.8135000000 0.2655740975 0.9274584198 0.3031322831
0.8145000000 0.2655742223 0.9274585016 0.3031323178
0.8155000000 0.2655743380 0.9274585854 0.3031323522
0.8165000000 0.2655744528 0.9274586718 0.3031323869
0.8175000000 0.2655745594 0.9274587634 0.3031324214
0.8185000000 0.2655746667 0.9274588676 0.3031324557
0.8195000000 0.2655747585 0.9274590077 0.3031324836
0.8205000000 0.2655748478 0.9274592022 0.3031324928
0.8215000000 0.2655749080 0.9274594657 0.3031324818
0.8225000000 0.2655749759 0.9274598266 0.3031324465
0.8235000000 0.2655749773 0.9274603171 0.3031323733
0.8245000000 0.2655749986 0.9274607351 0.3031323499
0.8255000000 0.2655750642 0.9274610992 0.3031323710
0.8265000000 0.2655751728 0.9274611008 0.3031324122
0.8275000000 0.2655751735 0.9274612378 0.3031323286
0.8285000000 0.2655752346 0.9274608045 0.3031323401
0.8295000000 0.2655750826 0.9274609502 0.3031320147
0.8305000000 0.2655751285 0.9274594793 0.3031320058
0.8315000000 0.2655746090 0.9274596570 0.3031310954
0.8325000000 0.2655746698 0.9274554530 0.3031311163
0.8335000000 0.2655732313 0.9274558334 0.3031287405
0.8345000000 0.2655734295 0.9274444137 0.3031289780
0.8355000000 0.2655695810 0.9274459651 0.3031227447
0.8365000000 0.2655702940 0.9274159393 0.3031237944
0.8375000000 0.2655601382 0.9274221790 0.3031074751
0.8385000000 0.2655627324 0.9273435013 0.3031115392
0.8395000000 0.2655360428 0.9273663377 0.3030688451
0.8405000000 0.2655449698 0.9271605464 0.3030831132
0.8415000000 0.2654750033 0.9272383594 0.3029714073
0.8425000000 0.2655045472 0.9266995632 0.3030187398
0.8435000000 0.2653221913 0.9269481079 0.3027276331
0.8445000000 0.2653998297 0.9256147179 0.3028517201
0.8455000000 0.2649698156 0.9257551266 0.3021651287
0.8465000000 0.2645754236 0.9215032686 0.3015349851
0.8475000000 0.2625180685 0.9140174542 0.2982529250
0.8485000000 0.2578663343 0.8890670102 0.2908526411
0.8495000000 0.2448517077 0.8263047656 0.2703027196
0.8505000000 0.2146041786 0.6564147953 0.2236738504
0.8515000000 0.1614713128 0.3026145034 0.1468399314
0.8525000000 0.1317052529 0.0574484786 0.1078070999
0.8535000000 0.1260073266 0.0085493928 0.1011349949
0.8545000000 0.1251439471 0.0012191529 0.1001613579
0.8555000000 0.1250204281 0.0001729618 0.1000228823
0.8565000000 0.1250028925 0.0000244896 0.1000032397
0.8575000000 0.1250004095 0.0000034674 0.1000004587
0.8585000000 0.1250000580 0.0000004909 0.1000000649
0.8595000000 0.1250000082 0.0000000695 0.1000000092
0.8605000000 0.1250000012 0.0000000098 0.1000000013
0.8615000000 0.1250000002 0.0000000014 0.1000000002
0.8625000000 0.1250000000 0.0000000002 0.1000000000
0.8635000000 0.1250000000 0.0000000000 0.1000000000
0.8645000000 0.1250000000 0.0000000000 0.1000000000
0.8655000000 0.1250000000 0.0000000000 0.1000000000
0.8665000000 0.1250000000 0.0000000000 0.1000000000
0.8675000000 0.1250000000 0.0000000000 0.1000000000
0.8685000000 0.1250000000 0.0000000000 0.1000000000
0.8695000000 0.1250000000 0.0000000000 0.1000000000
0.8705000000 0.1250000000 0.0000000000 0.1000000000
0.8715000000 0.1250000000 0.0000000000 0.1000000000
0.8725000000 0.1250000000 0.0000000000 0.1000000000
0.8735000000 0.1250000000 0.0000000000 0.1000000000
0.8745000000 0.1250000000 0.0000000000 0.1000000000
0.8755000000 0.1250000000 0.0000000000 0.1000000000
0.8765000000 0.1250000000 0.0000000000 0.1000000000
0.8775000000 0.1250000000 0.0000000000 0.1000000000
0.8785000000 0.1250000000 0.0000000000 0.1000000000
0.8795000000 0.1250000000 0.0000000000 0.1000000000
0.8805000000 0.1250000000 0.0000000000 0.1000000000
0.8815000000 0.1250000000 0.0000000000 0.1000000000
0.8825000000 0.1250000000 0.0000000000 0.1000000000
0.8835000000 0.1250000000 0.0000000000 0.1000000000
0.8845000000 0.1250000000 0.0000000000 0.1000000000
0.8855000000 0.1250000000 0.0000000000 0.1000000000
0.8865000000 0.1250000000 0.0000000000 0.1000000000
0.8875000000 0.1250000000 0.0000000000 0.1000000000
0.8885000000 0.1250000000 0.0000000000 0.1000000000
0.8895000000 0.1250000000 0.0000000000 0.1000000000
0.8905000000 0.1250000000 0.0000000000 0.1000000000
0.8915000000 0.1250000000 0.0000000000 0.1000000000
0.8925000000 0.1250000000 0.0000000000 0.1000000000
0.8935000000 0.1250000000 0.0000000000 0.1000000000
0.8945000000 0.1250000000 0.0000000000 0.1000000000
0.8955000000 0.1250000000 0.0000000000 0.1000000000
0.8965000000 0.1250000000 0.0000000000 0.1000000000
0.8975000000 0.1250000000 0.0000000000 0.1000000000
0.8985000000 0.1250000000 0.0000000000 0.1000000000
0.8995000000 0.1250000000 0.0000000000 0.1000000000
0.9005000000 0.1250000000 0.0000000000 0.1000000000
0.9015000000 0.1250000000 0.0000000000 0.1000000000
0.9025000000 0.1250000000 0.0000000000 0.1000000000
0.9035000000 0.1250000000 0.0000000000 0.1000000000
0.9045000000 0.1250000000 0.0000000000 0.1000000000
0.9055000000 0.1250000000 0.0000000000 0.1000000000
0.9065000000 0.1250000000 0.0000000000 0.1000000000
0.9075000000 0.1250000000 0.0000000000 0.1000000000
0.9085000000 0.1250000000 0.0000000000 0.1000000000
0.9095000000 0.1250000000 0.0000000000 0.1000000000
0.9105000000 0.1250000000 0.0000000000 0.1000000000
0.9115000000 0.1250000000 0.0000000000 0.1000000000
0.9125000000 0.1250000000 0.0000000000 0.1000000000
0.9135000000 0.1250000000 0.0000000000 0.1000000000
0.9145000000 0.1250000000 0.0000000000 0.1000000000
0.9155000000 0.1250000000 0.0000000000 0.1000000000
0.9165000000 0.1250000000 0.0000000000 0.1000000000
0.9175000000 0.1250000000 0.0000000000 0.1000000000
0.9185000000 0.1250000000 0.0000000000 0.1000000000
0.9195000000 0.1250000000 0.0000000000 0.1000000000
0.9205000000 0.1250000000 0.0000000000 0.1000000000
0.9215000000 0.1250000000 0.0000000000 0.1000000000
0.9225000000 0.1250000000 0.0000000000 0.1000000000
0.9235000000 0.1250000000 0.0000000000 0.1000000000
0.9245000000 0.1250000000 0.0000000000 0.1000000000
0.9255000000 0.1250000000 0.0000000000 0.1000000000
0.9265000000 0.1250000000 0.0000000000 0.1000000000
0.9275000000 0.1250000000 0.0000000000 0.1000000000
0.9285000000 0.1250000000 0.0000000000 0.1000000000
0.9295000000 0.1250000000 0.0000000000 0.1000000000
0.9305000000 0.1250000000 0.0000000000 0.1000000000
0.9315000000 0.1250000000 0.0000000000 0.1000000000
0.9325000000 0.1250000000 0.0000000000 0.1000000000
0.9335000000 0.1250000000 0.0000000000 0.1000000000
0.9345000000 0.1250000000 0.0000000000 0.1000000000
0.9355000000 0.1250000000 0.0000000000 0.1000000000
0.9365000000 0.1250000000 0.0000000000 0.1000000000
0.9375000000 0.1250000000 0.0000000000 0.1000000000
0.9385000000 0.1250000000 0.0000000000 0.1000000000
0.9395000000 0.1250000000 0.0000000000 0.1000000000
0.9405000000 0.1250000000 0.0000000000 0.1000000000
0.9415000000 0.1250000000 0.0000000000 0.1000000000
0.9425000000 0.1250000000 0.0000000000 0.1000000000
0.9435000000 0.1250000000 0.0000000000 0.1000000000
0.9445000000 0.1250000000 0.0000000000 0.1000000000
0.9455000000 0.1250000000 0.0000000000 0.1000000000
0.9465000000 0.1250000000 0.0000000000 0.1000000000
0.9475000000 0.1250000000 0.0000000000 0.1000000000
0.9485000000 0.1250000000 0.0000000000 0.1000000000
0.9495000000 0.1250000000 0.0000000000 0.1000000000
0.9505000000 0.1250000000 0.0000000000 0.1000000000
0.9515000000 0.1250000000 0.0000000000 0.1000000000
0.9525000000 0.1250000000 0.0000000000 0.1000000000
0.9535000000 0.1250000000 0.0000000000 0.1000000000
0.9545000000 0.1250000000 0.0000000000 0.1000000000
0.9555000000 0.1250000000 0.0000000000 0.1000000000
0.9565000000 0.1250000000 0.0000000000 0.1000000000
0.9575000000 0.1250000000 0.0000000000 0.1000000000
0.9585000000 0.1250000000 0.0000000000 0.1000000000
0.9595000000 0.1250000000 0.0000000000 0.1000000000
0.9605000000 0.1250000000 0.0000000000 0.1000000000
0.9615000000 0.1250000000 0.0000000000 0.1000000000
0.9625000000 0.1250000000 0.0000000000 0.1000000000
0.9635000000 0.1250000000 0.0000000000 0.1000000000
0.9645000000 0.1250000000 0.0000000000 0.1000000000
0.9655000000 0.1250000000 0.0000000000 0.1000000000
0.9665000000 0.1250000000 0.0000000000 0.1000000000
0.9675000000 0.1250000000 0.0000000000 0.1000000000
0.9685000000 0.1250000000 0.0000000000 0.1000000000
0.9695000000 0.1250000000 0.0000000000 0.1000000000
0.9705000000 0.1250000000 0.0000000000 0.1000000000
0.9715000000 0.1250000000 0.0000000000 0.1000000000
0.9725000000 0.1250000000 0.0000000000 0.1000000000
0.9735000000 0.1250000000 0.0000000000 0.1000000000
0.9745000000 0.1250000000 0.0000000000 0.1000000000
0.9755000000 0.1250000000 0.0000000000 0.1000000000
0.9765000000 0.1250000000 0.0000000000 0.1000000000
0.9775000000 0.1250000000 0.0000000000 0.1000000000
0.9785000000 0.1250000000 0.0000000000 0.1000000000
0.9795000000 0.1250000000 0.0000000000 0.1000000000
0.9805000000 0.1250000000 0.0000000000 0.1000000000
0.9815000000 0.1250000000 0.0000000000 0.1000000000
0.9825000000 0.1250000000 0.0000000000 0.1000000000
0.9835000000 0.1250000000 0.0000000000 0.1000000000
0.9845000000 0.1250000000 0.0000000000 0.1000000000
0.9855000000 0.1250000000 0.0000000000 0.1000000000
0.9865000000 0.1250000000 0.0000000000 0.1000000000
0.9875000000 0.1250000000 0.0000000000 0.1000000000
0.9885000000 0.1250000000 0.0000000000 0.1000000000
0.9895000000 0.1250000000 0.0000000000 0.1000000000
0.9905000000 0.1250000000 0.0000000000 0.1000000000
0.9915000000 0.1250000000 0.0000000000 0.1000000000
0.9925000000 0.1250000000 0.0000000000 0.1000000000
0.9935000000 0.1250000000 0.0000000000 0.1000000000
0.9945000000 0.1250000000 0.0000000000 0.1000000000
0.9955000000 0.1250000000 0.0000000000 0.1000000000
0.9965000000 0.1250000000 0.0000000000 0.1000000000
0.9975000000 0.1250000000 0.0000000000 0.1000000000
