# x rho u p
0.1235000000 1.0000000000 0.0000000000 1.0000000000
0.1245000000 1.0000000000 0.0000000000 1.0000000000
0.1255000000 1.0000000000 0.0000000000 1.0000000000
0.1265000000 1.0000000000 0.0000000000 1.0000000000
0.1275000000 1.0000000000 0.0000000000 1.0000000000
0.1285000000 1.0000000000 0.0000000000 1.0000000000
0.1295000000 1.0000000000 0.0000000000 1.0000000000
0.1305000000 1.0000000000 0.0000000000 1.0000000000
0.1315000000 1.0000000000 0.0000000000 1.0000000000
0.1325000000 1.0000000000 0.0000000000 1.0000000000
0.1335000000 1.0000000000 0.0000000000 1.0000000000
0.1345000000 1.0000000000 0.0000000000 1.0000000000
0.1355000000 1.0000000000 0.0000000000 1.0000000000
0.1365000000 1.0000000000 0.0000000000 1.0000000000
0.1375000000 1.0000000000 0.0000000000 1.0000000000
0.1385000000 1.0000000000 0.0000000000 1.0000000000
0.1395000000 1.0000000000 0.0000000000 1.0000000000
0.1405000000 1.0000000000 0.0000000000 1.0000000000
0.1415000000 1.0000000000 0.0000000000 1.0000000000
0.1425000000 1.0000000000 0.0000000000 1.0000000000
0.1435000000 1.0000000000 0.0000000000 1.0000000000
0.1445000000 1.0000000000 0.0000000000 1.0000000000
0.1455000000 1.0000000000 0.0000000000 1.0000000000
0.1465000000 1.0000000000 0.0000000000 1.0000000000
0.1475000000 1.0000000000 0.0000000000 1.0000000000
0.1485000000 1.0000000000 0.0000000000 1.0000000000
0.1495000000 1.0000000000 0.0000000000 1.0000000000
0.1505000000 1.0000000000 0.0000000000 1.0000000000
0.1515000000 1.0000000000 0.0000000000 1.0000000000
0.1525000000 1.0000000000 0.0000000000 1.0000000000
0.1535000000 1.0000000000 0.0000000000 1.0000000000
0.1545000000 1.0000000000 0.0000000000 1.0000000000
0.1555000000 1.0000000000 0.0000000000 1.0000000000
0.1565000000 1.0000000000 0.0000000000 1.0000000000
0.1575000000 1.0000000000 0.0000000000 1.0000000000
0.1585000000 1.0000000000 0.0000000000 1.0000000000
0.1595000000 1.0000000000 0.0000000000 1.0000000000
0.1605000000 1.0000000000 0.0000000000 1.0000000000
0.1615000000 1.0000000000 0.0000000000 1.0000000000
0.1625000000 1.0000000000 0.0000000000 1.0000000000
0.1635000000 1.0000000000 0.0000000000 1.0000000000
0.1645000000 1.0000000000 0.0000000000 1.0000000000
0.1655000000 1.0000000000 0.0000000000 1.0000000000
0.1665000000 1.0000000000 0.0000000000 1.0000000000
0.1675000000 1.0000000000 0.0000000000 1.0000000000
0.1685000000 1.0000000000 0.0000000000 1.0000000000
0.1695000000 1.0000000000 0.0000000000 1.0000000000
0.1705000000 1.0000000000 0.0000000000 1.0000000000
0.1715000000 1.0000000000 0.0000000000 1.0000000000
0.1725000000 1.0000000000 0.0000000000 1.0000000000
0.1735000000 1.0000000000 0.0000000000 1.0000000000
0.1745000000 1.0000000000 0.0000000000 1.0000000000
0.1755000000 1.0000000000 0.0000000000 1.0000000000
0.1765000000 1.0000000000 0.0000000000 1.0000000000
0.1775000000 1.0000000000 0.0000000000 1.0000000000
0.1785000000 1.0000000000 0.0000000000 1.0000000000
0.1795000000 1.0000000000 0.0000000000 1.0000000000
0.1805000000 1.0000000000 0.0000000000 1.0000000000
0.1815000000 1.0000000000 0.0000000000 1.0000000000
0.1825000000 1.0000000000 0.0000000000 1.0000000000
0.1835000000 1.0000000000 0.0000000000 1.0000000000
0.1845000000 1.0000000000 0.0000000000 1.0000000000
0.1855000000 1.0000000000 0.0000000000 1.0000000000
0.1865000000 1.0000000000 0.0000000000 1.0000000000
0.1875000000 1.0000000000 0.0000000000 1.0000000000
0.1885000000 1.0000000000 0.0000000000 1.0000000000
0.1895000000 1.0000000000 0.0000000000 1.0000000000
0.1905000000 1.0000000000 0.0000000000 1.0000000000
0.1915000000 1.0000000000 0.0000000000 1.0000000000
0.1925000000 1.0000000000 0.0000000000 1.0000000000
0.1935000000 1.0000000000 0.0000000000 1.0000000000
0.1945000000 1.0000000000 0.0000000000 1.0000000000
0.1955000000 1.0000000000 0.0000000000 1.0000000000
0.1965000000 1.0000000000 0.0000000000 1.0000000000
0.1975000000 1.0000000000 0.0000000000 1.0000000000
0.1985000000 1.0000000000 0.0000000000 1.0000000000
0.1995000000 1.0000000000 0.0000000000 1.0000000000
0.2005000000 1.0000000000 0.0000000000 1.0000000000
0.2015000000 1.0000000000 0.0000000000 1.0000000000
0.2025000000 1.0000000000 0.0000000000 1.0000000000
0.2035000000 1.0000000000 0.0000000000 1.0000000000
0.2045000000 1.0000000000 0.0000000000 1.0000000000
0.2055000000 1.0000000000 0.0000000000 1.0000000000
0.2065000000 1.0000000000 0.0000000000 1.0000000000
0.2075000000 1.0000000000 0.0000000000 1.0000000000
0.2085000000 1.0000000000 0.0000000000 1.0000000000
0.2095000000 1.0000000000 0.0000000000 1.0000000000
0.2105000000 1.0000000000 0.0000000000 1.0000000000
0.2115000000 1.0000000000 0.0000000000 1.0000000000
0.2125000000 1.0000000000 0.0000000000 1.0000000000
0.2135000000 1.0000000000 0.0000000000 1.0000000000
0.2145000000 1.0000000000 0.0000000000 1.0000000000
0.2155000000 1.0000000000 0.0000000000 1.0000000000
0.2165000000 1.0000000000 0.0000000000 1.0000000000
0.2175000000 1.0000000000 0.0000000000 1.0000000000
0.2185000000 1.0000000000 0.0000000000 0.9999999999
0.2195000000 0.9999999999 0.0000000001 0.9999999999
0.2205000000 0.9999999999 0.0000000002 0.9999999998
0.2215000000 0.9999999997 0.0000000003 0.9999999996
0.2225000000 0.9999999995 0.0000000006 0.9999999993
0.2235000000 0.9999999991 0.0000000011 0.9999999987
0.2245000000 0.9999999983 0.0000000020 0.9999999977
0.2255000000 0.9999999970 0.0000000035 0.9999999958
0.2265000000 0.9999999947 0.0000000063 0.9999999925
0.2275000000 0.9999999906 0.0000000112 0.9999999868
0.2285000000 0.9999999834 0.0000000197 0.9999999767
0.2295000000 0.9999999710 0.0000000343 0.9999999594
0.2305000000 0.9999999498 0.0000000594 0.9999999297
0.2315000000 0.9999999138 0.0000001020 0.9999998793
0.2325000000 0.9999998531 0.0000001738 0.9999997943
0.2335000000 0.9999997519 0.0000002936 0.9999996526
0.2345000000 0.9999995845 0.0000004917 0.9999994183
0.2355000000 0.9999993101 0.0000008162 0.9999990342
0.2365000000 0.9999988649 0.0000013431 0.9999984108
0.2375000000 0.9999981490 0.0000021901 0.9999974086
0.2385000000 0.9999970095 0.0000035384 0.9999958133
0.2395000000 0.9999952139 0.0000056630 0.9999932995
0.2405000000 0.9999924136 0.0000089763 0.9999893791
0.2415000000 0.9999880929 0.0000140888 0.9999833300
0.2425000000 0.9999814988 0.0000218911 0.9999740984
0.2435000000 0.9999715482 0.0000336650 0.9999601678
0.2445000000 0.9999567067 0.0000512262 0.9999393900
0.2455000000 0.9999348345 0.0000771068 0.9999087697
0.2465000000 0.9999029991 0.0001147774 0.9998642016
0.2475000000 0.9998572535 0.0001689096 0.9998001610
0.2485000000 0.9997923882 0.0002456699 0.9997093564
0.2495000000 0.9997016705 0.0003530303 0.9995823652
0.2505000000 0.9995765939 0.0005010656 0.9994072847
0.2515000000 0.9994066732 0.0007022003 0.9991694467
0.2525000000 0.9991793282 0.0009713509 0.9988512581
0.2535000000 0.9988799068 0.0013259069 0.9984322379
0.2545000000 0.9984918982 0.0017854896 0.9978893225
0.2555000000 0.9979973749 0.0023714431 0.9971974932
0.2565000000 0.9973776821 0.0031060381 0.9963307506
0.2575000000 0.9966143528 0.0040114068 0.9952634091
0.2585000000 0.9956901923 0.0051082804 0.9939716237
0.2595000000 0.9945904244 0.0064146467 0.9924350047
0.2605000000 0.9933037691 0.0079444818 0.9906381290
0.2615000000 0.9918233071 0.0097067226 0.9885717467
0.2625000000 0.9901470075 0.0117046240 0.9862335096
0.2635000000 0.9882778416 0.0139355928 0.9836281114
0.2645000000 0.9862234693 0.0163915194 0.9807668244
0.2655000000 0.9839955490 0.0190595491 0.9776665094
0.2665000000 0.9816087821 0.0219231717 0.9743482509
0.2675000000 0.9790798239 0.0249634760 0.9708358155
0.2685000000 0.9764262036 0.0281604058 0.9671541254
0.2695000000 0.9736653632 0.0314938871 0.9633279085
0.2705000000 0.9708138939 0.0349447343 0.9593806305
0.2715000000 0.9678870003 0.0384952942 0.9553337515
0.2725000000 0.9648981883 0.0421298319 0.9512062989
0.2735000000 0.9618591452 0.0458346905 0.9470147099
0.2745000000 0.9587797655 0.0495982788 0.9427728790
0.2755000000 0.9556682749 0.0534109403 0.9384923404
0.2765000000 0.9525314068 0.0572647575 0.9341825237
0.2775000000 0.9493745956 0.0611533341 0.9298510302
0.2785000000 0.9462021583 0.0650715896 0.9255038928
0.2795000000 0.9430174425 0.0690155914 0.9211457881
0.2805000000 0.9398229210 0.0729824533 0.9167801735
0.2815000000 0.9366201963 0.0769703438 0.9124093006
0.2825000000 0.9334111494 0.0809767339 0.9080357539
0.2835000000 0.9302002090 0.0849961325 0.9036655222
0.2845000000 0.9269893550 0.0890268186 0.8993015587
0.2855000000 0.9237796893 0.0930673416 0.8949452751
0.2865000000 0.9205720006 0.0971165976 0.8905977190
0.2875000000 0.9173670304 0.1011737670 0.8862598950
0.2885000000 0.9141653926 0.1052380950 0.8819326295
0.2895000000 0.9109676136 0.1093089197 0.8776166259
0.2905000000 0.9077741690 0.1133856706 0.8733125158
0.2915000000 0.9045854766 0.1174678361 0.8690208497
0.2925000000 0.9014019055 0.1215549583 0.8647421082
0.2935000000 0.8982237841 0.1256466301 0.8604767160
0.2945000000 0.8950514053 0.1297424859 0.8562250472
0.2955000000 0.8918850300 0.1338421965 0.8519874308
0.2965000000 0.8887248914 0.1379454657 0.8477641571
0.2975000000 0.8855711988 0.1420520255 0.8435554818
0.2985000000 0.8824241389 0.1461616337 0.8393616304
0.2995000000 0.8792838799 0.1502740703 0.8351828010
0.3005000000 0.8761505723 0.1543891354 0.8310191681
0.3015000000 0.8730243523 0.1585066468 0.8268708843
0.3025000000 0.8699053415 0.1626264383 0.8227380836
0.3035000000 0.8667936494 0.1667483580 0.8186208827
0.3045000000 0.8636893748 0.1708722671 0.8145193831
0.3055000000 0.8605926071 0.1749980383 0.8104336730
0.3065000000 0.8575034263 0.1791255548 0.8063638277
0.3075000000 0.8544219047 0.1832547088 0.8023099118
0.3085000000 0.8513481073 0.1873854013 0.7982719793
0.3095000000 0.8482820919 0.1915175406 0.7942500754
0.3105000000 0.8452239113 0.1956510422 0.7902442370
0.3115000000 0.8421736124 0.1997858279 0.7862544937
0.3125000000 0.8391312376 0.2039218253 0.7822808681
0.3135000000 0.8360968240 0.2080589674 0.7783233770
0.3145000000 0.8330704058 0.2121971917 0.7743820315
0.3155000000 0.8300520124 0.2163364403 0.7704568375
0.3165000000 0.8270416707 0.2204766594 0.7665477964
0.3175000000 0.8240394040 0.2246177986 0.7626549054
0.3185000000 0.8210452325 0.2287598109 0.7587781576
0.3195000000 0.8180591744 0.2329026526 0.7549175427
0.3205000000 0.8150812454 0.2370462825 0.7510730474
0.3215000000 0.8121114589 0.2411906623 0.7472446549
0.3225000000 0.8091498260 0.2453357560 0.7434323463
0.3235000000 0.8061963561 0.2494815299 0.7396360998
0.3245000000 0.8032510570 0.2536279525 0.7358558917
0.3255000000 0.8003139352 0.2577749941 0.7320916959
0.3265000000 0.7973849950 0.2619226267 0.7283434846
0.3275000000 0.7944642400 0.2660708240 0.7246112280
0.3285000000 0.7915516722 0.2702195610 0.7208948946
0.3295000000 0.7886472925 0.2743688142 0.7171944515
0.3305000000 0.7857511001 0.2785185612 0.7135098644
0.3315000000 0.7828630940 0.2826687812 0.7098410976
0.3325000000 0.7799832728 0.2868194542 0.7061881145
0.3335000000 0.7771116328 0.2909705616 0.7025508771
0.3345000000 0.7742481701 0.2951220855 0.6989293467
0.3355000000 0.7713928807 0.2992740090 0.6953234835
0.3365000000 0.7685457584 0.3034263162 0.6917332469
0.3375000000 0.7657067974 0.3075789917 0.6881585954
0.3385000000 0.7628759916 0.3117320209 0.6845994868
0.3395000000 0.7600533339 0.3158853901 0.6810558784
0.3405000000 0.7572388164 0.3200390861 0.6775277267
0.3415000000 0.7544324305 0.3241930963 0.6740149875
0.3425000000 0.7516341676 0.3283474088 0.6705176166
0.3435000000 0.7488440193 0.3325020123 0.6670355688
0.3445000000 0.7460619762 0.3366568958 0.6635687987
0.3455000000 0.7432880276 0.3408120492 0.6601172607
0.3465000000 0.7405221642 0.3449674624 0.6566809083
0.3475000000 0.7377643752 0.3491231259 0.6532596952
0.3485000000 0.7350146491 0.3532790305 0.6498535743
0.3495000000 0.7322729749 0.3574351675 0.6464624984
0.3505000000 0.7295393413 0.3615915283 0.6430864199
0.3515000000 0.7268137362 0.3657481048 0.6397252912
0.3525000000 0.7240961480 0.3699048893 0.6363790643
0.3535000000 0.7213865644 0.3740618743 0.6330476910
0.3545000000 0.7186849728 0.3782190526 0.6297311232
0.3555000000 0.7159913603 0.3823764174 0.6264293122
0.3565000000 0.7133057144 0.3865339620 0.6231422096
0.3575000000 0.7106280225 0.3906916800 0.6198697665
0.3585000000 0.7079582705 0.3948495652 0.6166119341
0.3595000000 0.7052964459 0.3990076115 0.6133686633
0.3605000000 0.7026425345 0.4031658133 0.6101399051
0.3615000000 0.6999965233 0.4073241648 0.6069256103
0.3625000000 0.6973583972 0.4114826608 0.6037257297
0.3635000000 0.6947281432 0.4156412959 0.6005402140
0.3645000000 0.6921057475 0.4198000654 0.5973690140
0.3655000000 0.6894911946 0.4239589642 0.5942120805
0.3665000000 0.6868844717 0.4281179879 0.5910693640
0.3675000000 0.6842855642 0.4322771318 0.5879408151
0.3685000000 0.6816944571 0.4364363915 0.5848263846
0.3695000000 0.6791111358 0.4405957629 0.5817260230
0.3705000000 0.6765355860 0.4447552415 0.5786396808
0.3715000000 0.6739677923 0.4489148235 0.5755673087
0.3725000000 0.6714077408 0.4530745047 0.5725088571
0.3735000000 0.6688554167 0.4572342813 0.5694642767
0.3745000000 0.6663108041 0.4613941497 0.5664335181
0.3755000000 0.6637738878 0.4655541063 0.5634165320
0.3765000000 0.6612446540 0.4697141475 0.5604132692
0.3775000000 0.6587230867 0.4738742700 0.5574236803
0.3785000000 0.6562091709 0.4780344705 0.5544477163
0.3795000000 0.6537028900 0.4821947458 0.5514853279
0.3805000000 0.6512042319 0.4863550926 0.5485364660
0.3815000000 0.6487131744 0.4905155079 0.5456010816
0.3825000000 0.6462297186 0.4946759887 0.5426791257
0.3835000000 0.6437538092 0.4988365319 0.5397705494
0.3845000000 0.6412855218 0.5029971347 0.5368753038
0.3855000000 0.6388246435 0.5071577943 0.5339933402
0.3865000000 0.6363715681 0.5113185076 0.5311246101
0.3875000000 0.6339254727 0.5154792723 0.5282690648
0.3885000000 0.6314878491 0.5196400848 0.5254266565
0.3895000000 0.6290560246 0.5238009438 0.5225973356
0.3905000000 0.6266343881 0.5279618439 0.5197810567
0.3915000000 0.6242161165 0.5321227860 0.5169777673
0.3925000000 0.6218109085 0.5362837617 0.5141874267
0.3935000000 0.6194061409 0.5404447749 0.5114099768
0.3945000000 0.6170163760 0.5446058143 0.5086453842
0.3955000000 0.6146269031 0.5487668848 0.5058935846
0.3965000000 0.6122502054 0.5529279760 0.5031545483
0.3975000000 0.6098783672 0.5570890888 0.5004282130
0.3985000000 0.6075125547 0.5612502190 0.4977145426
0.3995000000 0.6051591522 0.5654113588 0.4950134879
0.4005000000 0.6028058105 0.5695725106 0.4923249963
0.4015000000 0.6004662399 0.5737336625 0.4896490370
0.4025000000 0.5981314194 0.5778948140 0.4869855463
0.4035000000 0.5958009652 0.5820559702 0.4843344915
0.4045000000 0.5934845782 0.5862171143 0.4816958174
0.4055000000 0.5911689649 0.5903782549 0.4790694708
0.4065000000 0.5888621987 0.5945393945 0.4764554260
0.4075000000 0.5865671685 0.5987005152 0.4738536149
0.4085000000 0.5842721222 0.6028616262 0.4712639939
0.4095000000 0.5819881085 0.6070227267 0.4686865345
0.4105000000 0.5797142315 0.6111838083 0.4661211709
0.4115000000 0.5774403801 0.6153448687 0.4635678580
0.4125000000 0.5751779777 0.6195059054 0.4610265656
0.4135000000 0.5729256184 0.6236669259 0.4584972377
0.4145000000 0.5706732733 0.6278279185 0.4559798248
0.4155000000 0.5684313703 0.6319888654 0.4534742893
0.4165000000 0.5662008120 0.6361497882 0.4509805856
0.4175000000 0.5639704841 0.6403106920 0.4484986716
0.4185000000 0.5617481177 0.6444715292 0.4460284954
0.4195000000 0.5595389556 0.6486323042 0.4435700069
0.4205000000 0.5573316215 0.6527930726 0.4411231876
0.4215000000 0.5551284815 0.6569537850 0.4386879864
0.4225000000 0.5529391897 0.6611143819 0.4362643264
0.4235000000 0.5507556887 0.6652749327 0.4338521914
0.4245000000 0.5485730809 0.6694354737 0.4314515753
0.4255000000 0.5464013618 0.6735958901 0.4290623843
0.4265000000 0.5442409767 0.6777561567 0.4266845494
0.4275000000 0.5420816691 0.6819164035 0.4243181043
0.4285000000 0.5399270373 0.6860766105 0.4219630203
0.4295000000 0.5377860315 0.6902365909 0.4196191513
0.4305000000 0.5356518960 0.6943964215 0.4172864888
0.4315000000 0.5335178979 0.6985562697 0.4149650991
0.4325000000 0.5313925098 0.7027159541 0.4126548637
0.4335000000 0.5292803820 0.7068753539 0.4103556681
0.4345000000 0.5271717151 0.7110346620 0.4080675755
0.4355000000 0.5250644105 0.7151938860 0.4057905756
0.4365000000 0.5229682534 0.7193528709 0.4035245601
0.4375000000 0.5208827596 0.7235115549 0.4012694480
0.4385000000 0.5188007702 0.7276700770 0.3990252816
0.4395000000 0.5167212982 0.7318284943 0.3967920781
0.4405000000 0.5146514595 0.7359865812 0.3945696946
0.4415000000 0.5125936271 0.7401442703 0.3923580544
0.4425000000 0.5105391864 0.7443017938 0.3901572481
0.4435000000 0.5084862295 0.7484591129 0.3879672475
0.4445000000 0.5064429833 0.7526160112 0.3857879240
0.4455000000 0.5044122180 0.7567724816 0.3836192366
0.4465000000 0.5023855662 0.7609286192 0.3814612054
0.4475000000 0.5003595151 0.7650844544 0.3793138439
0.4485000000 0.4983425567 0.7692399159 0.3771771101
0.4495000000 0.4963377889 0.7733947687 0.3750508535
0.4505000000 0.4943385767 0.7775489987 0.3729350440
0.4515000000 0.4923419603 0.7817029324 0.3708298487
0.4525000000 0.4903501903 0.7858565578 0.3687352655
0.4535000000 0.4883692255 0.7900092405 0.3666509688
0.4545000000 0.4863990395 0.7941609323 0.3645769206
0.4555000000 0.4844317324 0.7983123788 0.3625134945
0.4565000000 0.4824659310 0.8024635193 0.3604606845
0.4575000000 0.4805100055 0.8066132870 0.3584179844
0.4585000000 0.4785647558 0.8107616623 0.3563853919
0.4595000000 0.4766272450 0.8149096480 0.3543634137
0.4605000000 0.4746923590 0.8190572270 0.3523520745
0.4615000000 0.4727600360 0.8232032198 0.3503508589
0.4625000000 0.4708389031 0.8273471609 0.3483595998
0.4635000000 0.4689285684 0.8314899928 0.3463787975
0.4645000000 0.4670254608 0.8356324778 0.3444088839
0.4655000000 0.4651238475 0.8397734436 0.3424494065
0.4665000000 0.4632255890 0.8439110026 0.3404996200
0.4675000000 0.4613390792 0.8480458615 0.3385600336
0.4685000000 0.4594657642 0.8521807226 0.3366320545
0.4695000000 0.4575985016 0.8563142757 0.3347153086
0.4705000000 0.4557312624 0.8604408906 0.3328075091
0.4715000000 0.4538696536 0.8645633483 0.3309103500
0.4725000000 0.4520222294 0.8686876197 0.3290270593
0.4735000000 0.4501863315 0.8728035809 0.3271537409
0.4745000000 0.4483575954 0.8769079376 0.3252899759
0.4755000000 0.4465354546 0.8810152659 0.3234436174
0.4765000000 0.4447211369 0.8851092193 0.3216094565
0.4775000000 0.4429150224 0.8891731918 0.3197833344
0.4785000000 0.4411359186 0.8932433399 0.3179853095
0.4795000000 0.4393794267 0.8972894910 0.3162095167
0.4805000000 0.4376205117 0.9012410928 0.3144361612
0.4815000000 0.4359053101 0.9051884180 0.3127222383
0.4825000000 0.4342659825 0.9090766765 0.3110716457
0.4835000000 0.4326380624 0.9127115438 0.3094395524
0.4845000000 0.4311045605 0.9161702801 0.3079151882
0.4855000000 0.4297704904 0.9194651824 0.3065750259
0.4865000000 0.4285804201 0.9222993810 0.3053736806
0.4875000000 0.4275309747 0.9245393763 0.3043336713
0.4885000000 0.4267464393 0.9263291633 0.3035700430
0.4895000000 0.4262555998 0.9276510509 0.3030795111
0.4905000000 0.4259524901 0.9283912063 0.3027593339
0.4915000000 0.4257699287 0.9287075701 0.3025764253
0.4925000000 0.4257019019 0.9288503027 0.3025208177
0.4935000000 0.4257000732 0.9288922890 0.3025200996
0.4945000000 0.4257288221 0.9288349544 0.3025480331
0.4955000000 0.4258189776 0.9286306862 0.3026361231
0.4965000000 0.4259164481 0.9284057185 0.3027302996
0.4975000000 0.4259837022 0.9282169712 0.3027964111
0.4985000000 0.4260427684 0.9280793191 0.3028571426
