# type = 2
# x0 = 0.1, y0 = 0, z0 = 0
# projection: horizontal = z, vertical = x
# z   x
2.481839 1.946331
2.474800 1.947092
2.467754 1.947852
2.460699 1.948609
2.453638 1.949365
2.446568 1.950119
2.439492 1.950872
2.432407 1.951622
2.425315 1.952371
2.418216 1.953117
2.411110 1.953862
2.403996 1.954605
2.396874 1.955346
2.389746 1.956085
2.382610 1.956823
2.375466 1.957558
2.368316 1.958292
2.361158 1.959023
2.353993 1.959753
2.346822 1.960481
2.339643 1.961207
2.332456 1.961931
2.325263 1.962654
2.318063 1.963374
2.310856 1.964092
2.303642 1.964809
2.296421 1.965523
2.289193 1.966236
2.281958 1.966947
2.274717 1.967655
2.267468 1.968362
2.260213 1.969067
2.252951 1.969770
2.245683 1.970471
2.238408 1.971170
2.231126 1.971867
2.223837 1.972562
2.216542 1.973256
2.209241 1.973947
2.201933 1.974636
2.194618 1.975323
2.187297 1.976009
2.179970 1.976692
2.172636 1.977373
2.165296 1.978053
2.157949 1.978730
2.150597 1.979405
2.143238 1.980079
2.135872 1.980750
2.128501 1.981420
2.121123 1.982087
2.113740 1.982752
2.106350 1.983416
2.098954 1.984077
2.091552 1.984736
2.084144 1.985394
2.076730 1.986049
2.069311 1.986702
2.061885 1.987353
2.054453 1.988002
2.047016 1.988649
2.039573 1.989294
2.032124 1.989937
2.024669 1.990578
2.017209 1.991217
2.009743 1.991854
2.002271 1.992489
1.994793 1.993121
1.987311 1.993752
1.979822 1.994381
1.972328 1.995007
1.964829 1.995631
1.957324 1.996254
1.949813 1.996874
1.942298 1.997492
1.934777 1.998108
1.927250 1.998722
1.919718 1.999334
1.912182 1.999944
1.904639 2.000551
1.897092 2.001157
1.889540 2.001760
1.881982 2.002361
1.874419 2.002960
1.866852 2.003557
1.859279 2.004152
1.851701 2.004745
1.844118 2.005336
1.836531 2.005924
1.828938 2.006511
1.821341 2.007095
1.813739 2.007677
1.806132 2.008257
1.798520 2.008835
1.790904 2.009410
1.783283 2.009984
1.775657 2.010555
1.768027 2.011124
1.760392 2.011691
1.752752 2.012256
1.745108 2.012818
1.737460 2.013379
1.729807 2.013937
1.722149 2.014493
1.714487 2.015047
1.706821 2.015598
1.699151 2.016148
1.691476 2.016695
1.683797 2.017240
1.676114 2.017783
1.668427 2.018324
1.660735 2.018862
1.653040 2.019399
1.645340 2.019933
1.637636 2.020464
1.629928 2.020994
1.622217 2.021521
1.614501 2.022046
1.606781 2.022569
1.599058 2.023090
1.591331 2.023608
1.583600 2.024125
1.575865 2.024639
1.568126 2.025150
1.560384 2.025660
1.552638 2.026167
1.544888 2.026672
1.537135 2.027175
1.529378 2.027675
1.521618 2.028173
1.513854 2.028669
1.506087 2.029163
1.498316 2.029654
1.490542 2.030143
1.482765 2.030630
1.474984 2.031115
1.467200 2.031597
1.459413 2.032077
1.451622 2.032554
1.443828 2.033030
1.436032 2.033503
1.428232 2.033974
1.420428 2.034442
1.412622 2.034908
1.404813 2.035372
1.397001 2.035834
1.389186 2.036293
1.381368 2.036750
1.373547 2.037205
1.365724 2.037657
1.357897 2.038107
1.350068 2.038555
1.342236 2.039000
1.334401 2.039443
1.326564 2.039884
1.318724 2.040322
1.310881 2.040758
1.303036 2.041192
1.295189 2.041623
1.287339 2.042052
1.279486 2.042479
1.271631 2.042903
1.263774 2.043325
1.255914 2.043745
1.248052 2.044162
1.240187 2.044577
1.232321 2.044990
1.224452 2.045400
1.216581 2.045808
1.208708 2.046213
1.200833 2.046616
1.192956 2.047017
1.185076 2.047415
1.177195 2.047811
1.169312 2.048204
1.161427 2.048596
1.153540 2.048984
1.145651 2.049371
1.137760 2.049755
1.129868 2.050136
1.121973 2.050516
1.114077 2.050892
1.106180 2.051267
1.098281 2.051639
1.090380 2.052008
1.082477 2.052376
1.074573 2.052740
1.066668 2.053103
1.058761 2.053463
1.050853 2.053820
1.042943 2.054175
1.035032 2.054528
1.027119 2.054878
1.019205 2.055226
1.011291 2.055572
1.003374 2.055914
0.995457 2.056255
0.987538 2.056593
0.979619 2.056929
0.971698 2.057262
0.963777 2.057593
0.955854 2.057921
0.947930 2.058247
0.940006 2.058571
0.932080 2.058892
0.924154 2.059210
0.916227 2.059526
0.908299 2.059840
0.900370 2.060151
0.892441 2.060460
0.884510 2.060766
0.876580 2.061070
0.868648 2.061371
0.860717 2.061670
0.852784 2.061967
0.844851 2.062261
0.836918 2.062552
0.828984 2.062841
0.821050 2.063128
0.813115 2.063412
0.805180 2.063693
0.797245 2.063972
0.789310 2.064249
0.781374 2.064523
0.773439 2.064795
0.765503 2.065064
0.757567 2.065330
0.749631 2.065594
0.741695 2.065856
0.733759 2.066115
0.725823 2.066372
0.717887 2.066626
0.709951 2.066878
0.702015 2.067127
0.694080 2.067373
0.686144 2.067617
0.678209 2.067859
0.670275 2.068098
0.662340 2.068335
0.654406 2.068569
0.646473 2.068800
0.638540 2.069029
0.630607 2.069256
0.622675 2.069480
0.614743 2.069701
0.606812 2.069920
0.598882 2.070136
0.590952 2.070350
0.583023 2.070561
0.575095 2.070770
0.567167 2.070977
0.559241 2.071180
0.551315 2.071381
0.543390 2.071580
0.535466 2.071776
0.527543 2.071970
0.519620 2.072161
0.511699 2.072349
0.503779 2.072535
0.495860 2.072718
0.487943 2.072899
0.480026 2.073078
0.472110 2.073253
0.464196 2.073426
0.456283 2.073597
0.448372 2.073765
0.440462 2.073931
0.432553 2.074093
0.424645 2.074254
0.416739 2.074412
0.408835 2.074567
0.400932 2.074720
0.393030 2.074870
0.385131 2.075017
0.377233 2.075162
0.369336 2.075305
0.361441 2.075444
0.353548 2.075582
0.345657 2.075716
0.337768 2.075848
0.329880 2.075978
0.321995 2.076105
0.314111 2.076229
0.306229 2.076351
0.298350 2.076470
0.290472 2.076587
0.282596 2.076701
0.274723 2.076812
0.266852 2.076921
0.258983 2.077027
0.251116 2.077131
0.243251 2.077232
0.235389 2.077331
0.227529 2.077426
0.219671 2.077520
0.211816 2.077610
0.203963 2.077699
0.196113 2.077784
0.188265 2.077867
0.180420 2.077947
0.172577 2.078025
0.164737 2.078100
0.156900 2.078173
0.149065 2.078243
0.141233 2.078310
0.133404 2.078375
0.125578 2.078437
0.117754 2.078496
0.109934 2.078553
0.102116 2.078607
0.094301 2.078659
0.086489 2.078708
0.078681 2.078754
0.070875 2.078798
0.063072 2.078839
0.055273 2.078878
0.047477 2.078914
0.039684 2.078947
0.031894 2.078978
0.024107 2.079006
0.016324 2.079032
0.008544 2.079054
0.000768 2.079075
-0.007005 2.079092
-0.014775 2.079107
-0.022541 2.079120
-0.030304 2.079129
-0.038063 2.079137
-0.045818 2.079141
-0.053570 2.079143
-0.061318 2.079142
-0.069062 2.079139
-0.076803 2.079133
-0.084540 2.079124
-0.092273 2.079113
-0.100002 2.079099
-0.107727 2.079083
-0.115448 2.079063
-0.123166 2.079042
-0.130879 2.079017
-0.138588 2.078990
-0.146294 2.078960
-0.153995 2.078928
-0.161692 2.078893
-0.169384 2.078856
-0.177073 2.078815
-0.184757 2.078773
-0.192437 2.078727
-0.200113 2.078679
-0.207784 2.078628
-0.215451 2.078575
-0.223113 2.078519
-0.230771 2.078460
-0.238425 2.078399
-0.246074 2.078335
-0.253718 2.078268
-0.261358 2.078199
-0.268993 2.078127
-0.276623 2.078053
-0.284249 2.077975
-0.291870 2.077896
-0.299486 2.077813
-0.307097 2.077728
-0.314704 2.077640
-0.322305 2.077550
-0.329902 2.077457
-0.337493 2.077361
-0.345080 2.077263
-0.352661 2.077162
-0.360238 2.077058
-0.367809 2.076952
-0.375375 2.076843
-0.382936 2.076732
-0.390492 2.076618
-0.398042 2.076501
-0.405587 2.076381
-0.413127 2.076259
-0.420661 2.076134
-0.428190 2.076007
-0.435714 2.075877
-0.443232 2.075744
-0.450745 2.075609
-0.458252 2.075471
-0.465753 2.075330
-0.473249 2.075187
-0.480739 2.075041
-0.488224 2.074892
-0.495703 2.074741
-0.503176 2.074587
-0.510643 2.074431
-0.518104 2.074272
-0.525560 2.074110
-0.533009 2.073945
-0.540453 2.073778
-0.547891 2.073609
-0.555322 2.073436
-0.562748 2.073261
-0.570167 2.073083
-0.577581 2.072903
-0.584988 2.072720
-0.592389 2.072535
-0.599784 2.072346
-0.607173 2.072155
-0.614555 2.071962
-0.621931 2.071766
-0.629300 2.071567
-0.636664 2.071365
-0.644020 2.071161
-0.651371 2.070954
-0.658714 2.070745
-0.666052 2.070533
-0.673382 2.070318
-0.680706 2.070101
-0.688024 2.069881
-0.695335 2.069658
-0.702639 2.069433
-0.709936 2.069205
-0.717226 2.068974
-0.724510 2.068741
-0.731787 2.068505
-0.739057 2.068267
-0.746320 2.068026
-0.753576 2.067782
-0.760825 2.067536
-0.768067 2.067287
-0.775302 2.067035
-0.782529 2.066781
-0.789750 2.066524
-0.796964 2.066264
-0.804170 2.066002
-0.811369 2.065737
-0.818561 2.065469
-0.825745 2.065199
-0.832923 2.064927
-0.840092 2.064651
-0.847255 2.064373
-0.854410 2.064092
-0.861557 2.063809
-0.868697 2.063523
-0.875829 2.063235
-0.882954 2.062944
-0.890071 2.062650
-0.897181 2.062353
-0.904283 2.062054
-0.911377 2.061752
-0.918463 2.061448
-0.925542 2.061141
-0.932613 2.060832
-0.939675 2.060519
-0.946730 2.060205
-0.953777 2.059887
-0.960817 2.059567
-0.967848 2.059244
-0.974871 2.058919
-0.981886 2.058591
-0.988893 2.058261
-0.995891 2.057927
-1.002882 2.057592
-1.009864 2.057253
-1.016839 2.056912
-1.023804 2.056569
-1.030762 2.056222
-1.037711 2.055874
-1.044652 2.055522
-1.051585 2.055168
-1.058509 2.054811
-1.065424 2.054452
-1.072331 2.054090
-1.079230 2.053726
-1.086120 2.053358
-1.093001 2.052989
-1.099874 2.052616
-1.106738 2.052241
-1.113594 2.051864
-1.120440 2.051484
-1.127278 2.051101
-1.134107 2.050716
-1.140927 2.050328
-1.147739 2.049937
-1.154541 2.049544
-1.161334 2.049148
-1.168119 2.048750
-1.174894 2.048349
-1.181661 2.047946
-1.188418 2.047540
-1.195167 2.047131
-1.201906 2.046720
-1.208636 2.046306
-1.215356 2.045889
-1.222068 2.045470
-1.228770 2.045049
-1.235463 2.044625
-1.242147 2.044198
-1.248821 2.043769
-1.255486 2.043337
-1.262141 2.042902
-1.268787 2.042465
-1.275424 2.042025
-1.282051 2.041583
-1.288668 2.041138
-1.295276 2.040691
-1.301874 2.040241
-1.308462 2.039789
-1.315041 2.039334
-1.321610 2.038876
-1.328169 2.038416
-1.334719 2.037953
-1.341258 2.037488
-1.347788 2.037020
-1.354308 2.036549
-1.360818 2.036076
-1.367318 2.035601
-1.373808 2.035123
-1.380288 2.034642
-1.386758 2.034159
-1.393218 2.033673
-1.399668 2.033185
-1.406107 2.032694
-1.412537 2.032201
-1.418956 2.031705
-1.425365 2.031206
-1.431764 2.030705
-1.438152 2.030202
-1.444530 2.029696
-1.450898 2.029187
-1.457255 2.028676
-1.463602 2.028162
-1.469938 2.027646
-1.476264 2.027128
-1.482579 2.026606
-1.488884 2.026083
-1.495178 2.025556
-1.501462 2.025028
-1.507735 2.024496
-1.513997 2.023962
-1.520249 2.023426
-1.526490 2.022887
-1.532720 2.022346
-1.538939 2.021802
-1.545147 2.021255
-1.551345 2.020707
-1.557531 2.020155
-1.563707 2.019601
-1.569871 2.019045
-1.576025 2.018486
-1.582168 2.017925
-1.588299 2.017361
-1.594420 2.016794
-1.600529 2.016225
-1.606627 2.015654
-1.612714 2.015080
-1.618790 2.014504
-1.624855 2.013925
-1.630908 2.013344
-1.636950 2.012760
-1.642981 2.012174
-1.649000 2.011585
-1.655008 2.010994
-1.661005 2.010400
-1.666990 2.009804
-1.672963 2.009205
-1.678925 2.008604
-1.684876 2.008001
-1.690815 2.007395
-1.696742 2.006786
-1.702658 2.006175
-1.708562 2.005562
-1.714454 2.004946
-1.720334 2.004328
-1.726203 2.003707
-1.732060 2.003084
-1.737905 2.002459
-1.743739 2.001830
-1.749560 2.001200
-1.755370 2.000567
-1.761168 1.999932
-1.766953 1.999294
-1.772727 1.998654
-1.778489 1.998011
-1.784238 1.997366
-1.789976 1.996719
-1.795701 1.996069
-1.801415 1.995416
-1.807116 1.994762
-1.812805 1.994104
-1.818481 1.993445
-1.824146 1.992783
-1.829798 1.992119
-1.835438 1.991452
-1.841065 1.990783
-1.846680 1.990111
-1.852283 1.989437
-1.857874 1.988761
-1.863451 1.988082
-1.869017 1.987401
-1.874570 1.986717
-1.880110 1.986031
-1.885638 1.985343
-1.891153 1.984652
-1.896655 1.983959
-1.902145 1.983264
-1.907622 1.982566
-1.913087 1.981866
-1.918538 1.981163
-1.923977 1.980458
-1.929404 1.979751
-1.934817 1.979042
-1.940217 1.978330
-1.945605 1.977615
-1.950980 1.976899
-1.956341 1.976180
-1.961690 1.975458
-1.967026 1.974735
-1.972349 1.974008
-1.977658 1.973280
-1.982955 1.972549
-1.988238 1.971816
-1.993509 1.971081
-1.998766 1.970343
-2.004010 1.969603
-2.009241 1.968861
-2.014458 1.968116
-2.019663 1.967369
-2.024854 1.966620
-2.030031 1.965868
-2.035196 1.965114
-2.040347 1.964358
-2.045484 1.963600
-2.050609 1.962839
-2.055719 1.962076
-2.060816 1.961310
-2.065900 1.960543
-2.070970 1.959773
-2.076027 1.959000
-2.081070 1.958226
-2.086099 1.957449
-2.091115 1.956670
-2.096117 1.955888
-2.101105 1.955105
-2.106080 1.954319
-2.111041 1.953531
-2.115988 1.952740
-2.120922 1.951948
-2.125841 1.951153
-2.130747 1.950355
-2.135638 1.949556
-2.140516 1.948754
-2.145380 1.947950
-2.150230 1.947144
-2.155066 1.946336
-2.159888 1.945525
-2.164696 1.944712
-2.169490 1.943897
-2.174270 1.943080
-2.179036 1.942260
-2.183787 1.941439
-2.188525 1.940615
-2.193248 1.939788
-2.197957 1.938960
-2.202652 1.938129
-2.207332 1.937297
-2.211998 1.936462
-2.216650 1.935624
-2.221288 1.934785
-2.225911 1.933944
-2.230520 1.933100
-2.235115 1.932254
-2.239695 1.931406
-2.244260 1.930555
-2.248811 1.929703
-2.253348 1.928848
-2.257870 1.927992
-2.262377 1.927133
-2.266870 1.926272
-2.271348 1.925408
-2.275812 1.924543
-2.280261 1.923675
-2.284695 1.922806
-2.289115 1.921934
-2.293520 1.921060
-2.297910 1.920184
-2.302285 1.919305
-2.306646 1.918425
-2.310992 1.917543
-2.315322 1.916658
-2.319638 1.915771
-2.323940 1.914882
-2.328226 1.913991
-2.332497 1.913098
-2.336753 1.912203
-2.340995 1.911306
-2.345221 1.910406
-2.349432 1.909505
-2.353629 1.908601
-2.357810 1.907696
-2.361976 1.906788
-2.366127 1.905878
-2.370263 1.904966
-2.374383 1.904053
-2.378489 1.903137
-2.382579 1.902218
-2.386654 1.901298
-2.390713 1.900376
-2.394758 1.899452
-2.398787 1.898526
-2.402801 1.897597
-2.406799 1.896667
-2.410782 1.895734
-2.414750 1.894800
-2.418702 1.893864
-2.422639 1.892925
-2.426561 1.891984
-2.430466 1.891042
-2.434357 1.890097
-2.438232 1.889151
-2.442091 1.888202
-2.445935 1.887252
-2.449763 1.886299
-2.453575 1.885344
-2.457372 1.884388
-2.461154 1.883429
-2.464919 1.882469
-2.468669 1.881506
-2.472403 1.880542
-2.476122 1.879575
-2.479824 1.878607
-2.483511 1.877636
-2.487182 1.876664
-2.490838 1.875690
-2.494477 1.874713
-2.498101 1.873735
-2.501708 1.872755
-2.505300 1.871773
-2.508876 1.870789
-2.512436 1.869803
-2.515980 1.868815
-2.519508 1.867825
-2.523020 1.866833
-2.526515 1.865839
-2.529995 1.864844
-2.533459 1.863846
-2.536907 1.862847
-2.540338 1.861845
-2.543754 1.860842
-2.547153 1.859837
-2.550536 1.858830
-2.553903 1.857821
-2.557254 1.856810
-2.560589 1.855798
-2.563907 1.854783
-2.567209 1.853767
-2.570495 1.852748
-2.573764 1.851728
-2.577017 1.850706
-2.580254 1.849682
-2.583474 1.848657
-2.586679 1.847629
-2.589866 1.846600
-2.593037 1.845569
-2.596192 1.844536
-2.599331 1.843501
-2.602452 1.842464
-2.605558 1.841426
-2.608647 1.840385
-2.611719 1.839343
-2.614775 1.838299
-2.617814 1.837253
-2.620837 1.836206
-2.623843 1.835156
-2.626832 1.834105
-2.629805 1.833052
-2.632761 1.831998
-2.635701 1.830941
-2.638623 1.829883
-2.641529 1.828823
-2.644419 1.827761
-2.647291 1.826698
-2.650147 1.825632
-2.652986 1.824565
-2.655809 1.823497
-2.658614 1.822426
-2.661403 1.821354
-2.664175 1.820280
-2.666930 1.819204
-2.669668 1.818127
-2.672389 1.817048
-2.675093 1.815967
-2.677780 1.814884
-2.680451 1.813800
-2.683104 1.812714
-2.685740 1.811626
-2.688360 1.810537
-2.690962 1.809446
-2.693548 1.808353
-2.696116 1.807259
-2.698667 1.806163
-2.701202 1.805065
-2.703719 1.803965
-2.706219 1.802864
-2.708702 1.801762
-2.711167 1.800657
-2.713616 1.799551
-2.716047 1.798443
-2.718462 1.797334
-2.720859 1.796223
-2.723238 1.795111
-2.725601 1.793996
-2.727946 1.792881
-2.730274 1.791763
-2.732585 1.790644
-2.734879 1.789523
-2.737155 1.788401
-2.739414 1.787277
-2.741655 1.786152
-2.743879 1.785025
-2.746086 1.783896
-2.748275 1.782766
-2.750447 1.781634
-2.752602 1.780501
-2.754739 1.779366
-2.756859 1.778230
-2.758961 1.777092
-2.761046 1.775952
-2.763113 1.774811
-2.765163 1.773669
-2.767196 1.772525
-2.769210 1.771379
-2.771208 1.770232
-2.773187 1.769083
-2.775149 1.767933
-2.777094 1.766781
-2.779021 1.765628
-2.780930 1.764473
-2.782822 1.763317
-2.784696 1.762159
-2.786553 1.761000
-2.788392 1.759839
-2.790213 1.758677
-2.792016 1.757513
-2.793802 1.756348
-2.795570 1.755182
-2.797320 1.754014
-2.799053 1.752844
-2.800768 1.751673
-2.802465 1.750501
-2.804144 1.749327
-2.805806 1.748152
-2.807449 1.746975
-2.809075 1.745797
-2.810683 1.744618
-2.812274 1.743437
-2.813846 1.742255
-2.815401 1.741071
-2.816937 1.739886
-2.818456 1.738699
-2.819957 1.737512
-2.821440 1.736322
-2.822905 1.735132
-2.824353 1.733940
-2.825782 1.732746
-2.827193 1.731552
-2.828587 1.730356
-2.829962 1.729158
-2.831319 1.727959
-2.832659 1.726759
-2.833980 1.725558
-2.835284 1.724355
-2.836569 1.723151
-2.837836 1.721946
-2.839086 1.720739
-2.840317 1.719531
-2.841530 1.718321
-2.842725 1.717111
-2.843902 1.715899
-2.845061 1.714686
-2.846202 1.713471
-2.847325 1.712255
-2.848429 1.711038
-2.849516 1.709820
-2.850584 1.708600
-2.851634 1.707380
-2.852666 1.706158
-2.853680 1.704934
-2.854675 1.703710
-2.855653 1.702484
-2.856612 1.701257
-2.857553 1.700029
-2.858476 1.698799
-2.859380 1.697568
-2.860267 1.696336
-2.861135 1.695103
-2.861985 1.693869
-2.862816 1.692634
-2.863630 1.691397
-2.864425 1.690159
-2.865201 1.688920
-2.865960 1.687680
-2.866700 1.686438
-2.867422 1.685196
-2.868125 1.683952
-2.868810 1.682707
-2.869477 1.681461
-2.870126 1.680214
-2.870756 1.678966
-2.871368 1.677716
-2.871961 1.676466
-2.872536 1.675214
-2.873093 1.673961
-2.873631 1.672707
-2.874151 1.671453
-2.874652 1.670196
-2.875135 1.668939
-2.875600 1.667681
-2.876046 1.666422
-2.876474 1.665161
-2.876883 1.663900
-2.877274 1.662637
-2.877646 1.661374
-2.878000 1.660109
-2.878336 1.658843
-2.878653 1.657577
-2.878951 1.656309
-2.879232 1.655040
-2.879493 1.653770
-2.879736 1.652499
-2.879961 1.651227
-2.880167 1.649955
-2.880354 1.648681
-2.880523 1.647406
-2.880674 1.646130
-2.880806 1.644853
-2.880919 1.643575
-2.881014 1.642296
-2.881091 1.641017
-2.881149 1.639736
-2.881188 1.638454
-2.881209 1.637171
-2.881211 1.635888
-2.881194 1.634603
-2.881159 1.633318
-2.881106 1.632031
-2.881033 1.630744
-2.880943 1.629456
-2.880833 1.628167
-2.880705 1.626876
-2.880559 1.625585
-2.880394 1.624294
-2.880210 1.623001
-2.880007 1.621707
-2.879786 1.620413
-2.879547 1.619117
-2.879288 1.617821
-2.879012 1.616524
-2.878716 1.615226
-2.878402 1.613927
-2.878069 1.612627
-2.877718 1.611327
-2.877347 1.610025
-2.876959 1.608723
-2.876551 1.607420
-2.876125 1.606116
-2.875681 1.604811
-2.875217 1.603506
-2.874735 1.602200
-2.874234 1.600893
-2.873715 1.599585
-2.873177 1.598276
-2.872620 1.596967
-2.872045 1.595656
-2.871451 1.594345
-2.870838 1.593034
-2.870207 1.591721
-2.869556 1.590408
-2.868888 1.589094
-2.868200 1.587779
-2.867494 1.586464
-2.866769 1.585148
-2.866025 1.583831
-2.865263 1.582513
-2.864482 1.581195
-2.863682 1.579876
-2.862864 1.578556
-2.862027 1.577236
-2.861171 1.575915
-2.860297 1.574593
-2.859403 1.573271
-2.858492 1.571948
-2.857561 1.570624
-2.856612 1.569299
-2.855644 1.567974
-2.854657 1.566649
-2.853651 1.565322
-2.852627 1.563995
-2.851584 1.562668
-2.850523 1.561339
-2.849443 1.560011
-2.848344 1.558681
-2.847226 1.557351
-2.846090 1.556020
-2.844935 1.554689
-2.843761 1.553357
-2.842568 1.552025
-2.841357 1.550692
-2.840127 1.549358
-2.838878 1.548024
-2.837611 1.546690
-2.836325 1.545354
-2.835020 1.544019
-2.833697 1.542682
-2.832355 1.541346
-2.830994 1.540008
-2.829614 1.538670
-2.828216 1.537332
-2.826799 1.535993
-2.825364 1.534654
-2.823909 1.533314
-2.822436 1.531974
-2.820945 1.530633
-2.819434 1.529291
-2.817905 1.527950
-2.816358 1.526607
-2.814791 1.525264
-2.813206 1.523921
-2.811602 1.522578
-2.809980 1.521234
-2.808339 1.519889
-2.806679 1.518544
-2.805001 1.517199
-2.803304 1.515853
-2.801588 1.514507
-2.799854 1.513160
-2.798100 1.511813
-2.796329 1.510466
-2.794538 1.509118
-2.792729 1.507770
-2.790902 1.506421
-2.789056 1.505072
-2.787191 1.503723
-2.785307 1.502373
-2.783405 1.501023
-2.781484 1.499673
-2.779545 1.498322
-2.777587 1.496971
-2.775610 1.495620
-2.773615 1.494269
-2.771601 1.492917
-2.769569 1.491564
-2.767518 1.490212
-2.765448 1.488859
-2.763360 1.487506
-2.761253 1.486152
-2.759128 1.484798
-2.756984 1.483444
-2.754822 1.482090
-2.752641 1.480736
-2.750441 1.479381
-2.748223 1.478026
-2.745986 1.476671
-2.743731 1.475315
-2.741457 1.473959
-2.739165 1.472603
-2.736854 1.471247
-2.734525 1.469891
-2.732177 1.468534
-2.729811 1.467177
-2.727426 1.465820
-2.725023 1.464463
-2.722601 1.463106
-2.720161 1.461748
-2.717702 1.460391
-2.715225 1.459033
-2.712729 1.457675
-2.710215 1.456317
-2.707683 1.454958
-2.705132 1.453600
-2.702562 1.452241
-2.699974 1.450883
-2.697368 1.449524
-2.694743 1.448165
-2.692100 1.446806
-2.689439 1.445447
-2.686759 1.444087
-2.684061 1.442728
-2.681344 1.441369
-2.678609 1.440009
-2.675856 1.438650
-2.673084 1.437290
-2.670294 1.435930
-2.667486 1.434571
-2.664659 1.433211
-2.661814 1.431851
-2.658950 1.430491
-2.656069 1.429131
-2.653169 1.427771
-2.650251 1.426411
-2.647314 1.425052
-2.644359 1.423692
-2.641386 1.422332
-2.638395 1.420972
-2.635385 1.419612
-2.632358 1.418252
-2.629312 1.416892
-2.626247 1.415532
-2.623165 1.414173
-2.620064 1.412813
-2.616946 1.411453
-2.613809 1.410094
-2.610653 1.408734
-2.607480 1.407375
-2.604289 1.406015
-2.601079 1.404656
-2.597851 1.403297
-2.594605 1.401938
-2.591341 1.400579
-2.588059 1.399220
-2.584759 1.397861
-2.581441 1.396502
-2.578105 1.395144
-2.574750 1.393785
-2.571378 1.392427
-2.567987 1.391069
-2.564579 1.389711
-2.561152 1.388353
-2.557708 1.386996
-2.554245 1.385638
-2.550765 1.384281
-2.547266 1.382924
-2.543750 1.381567
-2.540216 1.380210
-2.536663 1.378854
-2.533093 1.377497
-2.529505 1.376141
-2.525899 1.374785
-2.522275 1.373430
-2.518633 1.372074
-2.514973 1.370719
-2.511296 1.369364
-2.507600 1.368010
-2.503887 1.366655
-2.500156 1.365301
-2.496407 1.363947
-2.492641 1.362594
-2.488856 1.361240
-2.485054 1.359887
-2.481234 1.358535
-2.477396 1.357182
-2.473541 1.355830
-2.469668 1.354478
-2.465777 1.353127
-2.461868 1.351776
-2.457942 1.350425
-2.453998 1.349075
-2.450037 1.347724
-2.446058 1.346375
-2.442061 1.345025
-2.438047 1.343676
-2.434015 1.342328
-2.429965 1.340979
-2.425898 1.339631
-2.421813 1.338284
-2.417711 1.336937
-2.413591 1.335590
-2.409454 1.334244
-2.405299 1.332898
-2.401127 1.331552
-2.396937 1.330207
-2.392730 1.328863
-2.388505 1.327518
-2.384263 1.326175
-2.380004 1.324831
-2.375727 1.323489
-2.371432 1.322146
-2.367121 1.320804
-2.362792 1.319463
-2.358446 1.318122
-2.354082 1.316782
-2.349701 1.315442
-2.345303 1.314102
-2.340887 1.312763
-2.336454 1.311425
-2.332004 1.310087
-2.327537 1.308750
-2.323053 1.307413
-2.318551 1.306077
-2.314032 1.304741
-2.309496 1.303406
-2.304943 1.302071
-2.300373 1.300737
-2.295786 1.299404
-2.291181 1.298071
-2.286560 1.296738
-2.281921 1.295407
-2.277265 1.294075
-2.272593 1.292745
-2.267903 1.291415
-2.263196 1.290086
-2.258472 1.288757
-2.253732 1.287429
-2.248974 1.286101
-2.244200 1.284775
-2.239408 1.283448
-2.234600 1.282123
-2.229775 1.280798
-2.224933 1.279474
-2.220074 1.278150
-2.215198 1.276828
-2.210305 1.275505
-2.205396 1.274184
-2.200470 1.272863
-2.195527 1.271543
-2.190567 1.270224
-2.185591 1.268905
-2.180598 1.267587
-2.175588 1.266270
-2.170562 1.264954
-2.165519 1.263638
-2.160459 1.262323
-2.155383 1.261009
-2.150290 1.259695
-2.145181 1.258382
-2.140055 1.257070
-2.134913 1.255759
-2.129754 1.254449
-2.124578 1.253139
-2.119386 1.251830
-2.114178 1.250522
-2.108953 1.249215
-2.103712 1.247909
-2.098454 1.246603
-2.093180 1.245299
-2.087890 1.243995
-2.082583 1.242692
-2.077260 1.241389
-2.071921 1.240088
-2.066565 1.238787
-2.061194 1.237488
-2.055805 1.236189
-2.050401 1.234891
-2.044981 1.233594
-2.039544 1.232298
-2.034091 1.231003
-2.028622 1.229708
-2.023137 1.228415
-2.017636 1.227122
-2.012119 1.225831
-2.006586 1.224540
-2.001037 1.223250
-1.995471 1.221961
-1.989890 1.220673
-1.984293 1.219386
-1.978680 1.218100
-1.973051 1.216815
-1.967406 1.215531
-1.961745 1.214248
-1.956068 1.212966
-1.950375 1.211685
-1.944667 1.210405
-1.938943 1.209126
-1.933203 1.207847
-1.927447 1.206570
-1.921676 1.205294
-1.915889 1.204019
-1.910086 1.202745
-1.904268 1.201472
-1.898434 1.200200
-1.892584 1.198929
-1.886719 1.197659
-1.880838 1.196390
-1.874941 1.195122
-1.869029 1.193856
-1.863102 1.192590
-1.857159 1.191325
-1.851201 1.190062
-1.845227 1.188799
-1.839238 1.187538
-1.833233 1.186278
-1.827213 1.185019
-1.821178 1.183761
-1.815128 1.182504
-1.809062 1.181248
-1.802981 1.179994
-1.796884 1.178740
-1.790773 1.177488
-1.784646 1.176237
-1.778504 1.174987
-1.772347 1.173738
-1.766175 1.172490
-1.759987 1.171244
-1.753785 1.169999
-1.747567 1.168755
-1.741335 1.167512
-1.735087 1.166270
-1.728825 1.165030
-1.722548 1.163790
-1.716255 1.162552
-1.709948 1.161315
-1.703626 1.160080
