# t  theta1(rad)  omega1(rad/s)  theta2(rad)  omega2(rad/s)  theta3(rad)  omega3(rad/s)  theta4(rad)  omega4(rad/s)  theta5(rad)  omega5(rad/s)  theta6(rad)  omega6(rad/s)
53.110000 0.457434 -0.620222 0.503426 2.566147 0.379468 4.103219 1.824035 1.802553 2.024161 -2.669274 -1.422416 -4.724850
53.120000 0.451016 -0.663268 0.528847 2.517730 0.420312 4.065027 1.841586 1.707804 1.997025 -2.758033 -1.469178 -4.627523
53.130000 0.444170 -0.705728 0.553774 2.467181 0.460756 4.023195 1.858192 1.613503 1.968996 -2.847910 -1.514965 -4.529735
53.140000 0.436903 -0.747564 0.578184 2.414573 0.500764 3.977828 1.873858 1.519651 1.940063 -2.938869 -1.559772 -4.431698
53.150000 0.429221 -0.788734 0.602058 2.359982 0.540301 3.929038 1.888587 1.426243 1.910215 -3.030869 -1.603598 -4.333612
53.160000 0.421131 -0.829202 0.625377 2.303483 0.579334 3.876944 1.902384 1.333271 1.879443 -3.123858 -1.646445 -4.235664
53.170000 0.412640 -0.868927 0.648122 2.245151 0.617829 3.821667 1.915254 1.240726 1.847735 -3.217776 -1.688313 -4.138029
53.180000 0.403755 -0.907871 0.670274 2.185064 0.655757 3.763334 1.927200 1.148591 1.815084 -3.312558 -1.729207 -4.040869
53.190000 0.394485 -0.945996 0.691818 2.123297 0.693086 3.702076 1.938227 1.056849 1.781481 -3.408124 -1.769132 -3.944333
53.200000 0.384838 -0.983264 0.712735 2.059926 0.729789 3.638024 1.948338 0.965479 1.746919 -3.504389 -1.808096 -3.848559
53.210000 0.374823 -1.019639 0.733011 1.995026 0.765838 3.571312 1.957538 0.874459 1.711392 -3.601255 -1.846106 -3.753671
53.220000 0.364448 -1.055083 0.752631 1.928671 0.801207 3.502074 1.965828 0.783761 1.674893 -3.698615 -1.883173 -3.659783
53.230000 0.353724 -1.089559 0.771580 1.860935 0.835871 3.430446 1.973214 0.693360 1.637418 -3.796352 -1.919306 -3.566998
53.240000 0.342660 -1.123033 0.789845 1.791891 0.869808 3.356562 1.979697 0.603224 1.598965 -3.894335 -1.954517 -3.475407
53.250000 0.331267 -1.155470 0.807414 1.721609 0.902996 3.280553 1.985279 0.513324 1.559531 -3.992425 -1.988818 -3.385092
53.260000 0.319555 -1.186834 0.824273 1.650159 0.935413 3.202552 1.989964 0.423626 1.519116 -4.090470 -2.022223 -3.296124
53.270000 0.307534 -1.217094 0.840413 1.577610 0.967040 3.122685 1.993752 0.334098 1.477722 -4.188307 -2.054745 -3.208565
53.280000 0.295217 -1.246215 0.855822 1.504028 0.997861 3.041079 1.996646 0.244704 1.435352 -4.285761 -2.086399 -3.122471
53.290000 0.282614 -1.274167 0.870490 1.429479 1.027857 2.957856 1.998647 0.155409 1.392009 -4.382646 -2.117200 -3.037886
53.300000 0.269737 -1.300919 0.884409 1.354026 1.057013 2.873133 1.999754 0.066177 1.347701 -4.478766 -2.147162 -2.954849
53.310000 0.256599 -1.326440 0.897568 1.277731 1.085315 2.787024 1.999970 -0.023027 1.302437 -4.573913 -2.176302 -2.873392
53.320000 0.243213 -1.350704 0.909961 1.200654 1.112749 2.699639 1.999294 -0.112241 1.256227 -4.667869 -2.204635 -2.793538
53.330000 0.229590 -1.373681 0.921579 1.122854 1.139303 2.611083 1.997725 -0.201501 1.209084 -4.760408 -2.232178 -2.715307
53.340000 0.215743 -1.395346 0.932416 1.044388 1.164967 2.521455 1.995264 -0.290843 1.161024 -4.851294 -2.258947 -2.638712
53.350000 0.201687 -1.415674 0.942464 0.965311 1.189729 2.430850 1.991908 -0.380302 1.112065 -4.940283 -2.284958 -2.563760
53.360000 0.187434 -1.434641 0.951720 0.885678 1.213581 2.339358 1.987657 -0.469913 1.062226 -5.027125 -2.310228 -2.490455
53.370000 0.172999 -1.452226 0.960176 0.805540 1.236514 2.247063 1.982509 -0.559711 1.011530 -5.111566 -2.334772 -2.418796
53.380000 0.158395 -1.468408 0.967829 0.724950 1.258520 2.154044 1.976462 -0.649729 0.960003 -5.193346 -2.358609 -2.348778
53.390000 0.143635 -1.483168 0.974674 0.643955 1.279593 2.060375 1.969514 -0.739998 0.907673 -5.272205 -2.381753 -2.280394
53.400000 0.128736 -1.496487 0.980707 0.562606 1.299725 1.966126 1.961661 -0.830549 0.854570 -5.347879 -2.404222 -2.213631
53.410000 0.113711 -1.508351 0.985925 0.480950 1.318913 1.871360 1.952902 -0.921410 0.800727 -5.420110 -2.426031 -2.148475
53.420000 0.098574 -1.518745 0.990325 0.399034 1.337151 1.776136 1.943232 -1.012608 0.746180 -5.488639 -2.447197 -2.084909
53.430000 0.083341 -1.527656 0.993905 0.316902 1.354435 1.680508 1.932648 -1.104167 0.690967 -5.553215 -2.467735 -2.022916
53.440000 0.068026 -1.535074 0.996663 0.234601 1.370760 1.584526 1.921147 -1.196109 0.635130 -5.613594 -2.487661 -1.962472
53.450000 0.052644 -1.540990 0.998597 0.152175 1.386124 1.488235 1.908725 -1.288454 0.578710 -5.669540 -2.506989 -1.903557
53.460000 0.037211 -1.545396 0.999706 0.069668 1.400524 1.391675 1.895377 -1.381218 0.521754 -5.720832 -2.525737 -1.846145
53.470000 0.021741 -1.548287 0.999990 -0.012876 1.413957 1.294884 1.881099 -1.474413 0.464310 -5.767260 -2.543917 -1.790212
53.480000 0.006250 -1.549660 0.999448 -0.095413 1.426421 1.197894 1.865887 -1.568050 0.406426 -5.808630 -2.561546 -1.735730
53.490000 -0.009247 -1.549513 0.998082 -0.177899 1.437914 1.100734 1.849737 -1.662134 0.348155 -5.844768 -2.578637 -1.682673
53.500000 -0.024735 -1.547846 0.995891 -0.260291 1.448435 1.003432 1.832643 -1.756666 0.289549 -5.875518 -2.595204 -1.631011
53.510000 -0.040199 -1.544662 0.992876 -0.342544 1.457982 0.906008 1.814602 -1.851644 0.230663 -5.900746 -2.611261 -1.580716
53.520000 -0.055623 -1.539963 0.989041 -0.424613 1.466555 0.808485 1.795609 -1.947060 0.171552 -5.920341 -2.626823 -1.531759
53.530000 -0.070993 -1.533756 0.984385 -0.506454 1.474152 0.710879 1.775659 -2.042902 0.112275 -5.934215 -2.641901 -1.484110
53.540000 -0.086293 -1.526049 0.978912 -0.588019 1.480772 0.613205 1.754749 -2.139151 0.052887 -5.942306 -2.656509 -1.437739
53.550000 -0.101509 -1.516850 0.972626 -0.669263 1.486416 0.515477 1.732875 -2.235783 -0.006552 -5.944579 -2.670660 -1.392616
53.560000 -0.116625 -1.506171 0.965528 -0.750136 1.491082 0.417707 1.710032 -2.332768 -0.065985 -5.941022 -2.684365 -1.348710
53.570000 -0.131627 -1.494025 0.957624 -0.830591 1.494770 0.319904 1.686218 -2.430071 -0.125353 -5.931652 -2.697638 -1.305991
53.580000 -0.146501 -1.480425 0.948918 -0.910577 1.497480 0.222076 1.661430 -2.527647 -0.184598 -5.916510 -2.710489 -1.264429
53.590000 -0.161231 -1.465389 0.939415 -0.990042 1.499211 0.124233 1.635665 -2.625448 -0.243664 -5.895666 -2.722930 -1.223994
53.600000 -0.175804 -1.448935 0.929119 -1.068934 1.499964 0.026381 1.608920 -2.723414 -0.302493 -5.869210 -2.734973 -1.184656
53.610000 -0.190205 -1.431081 0.918038 -1.147198 1.499739 -0.071473 1.581196 -2.821482 -0.361030 -5.837260 -2.746627 -1.146386
53.620000 -0.204421 -1.411848 0.906177 -1.224779 1.498535 -0.169321 1.552491 -2.919578 -0.419220 -5.799955 -2.757904 -1.109153
53.630000 -0.218438 -1.391260 0.893545 -1.301618 1.496353 -0.267158 1.522805 -3.017621 -0.477012 -5.757454 -2.768813 -1.072930
53.640000 -0.232242 -1.369339 0.880148 -1.377657 1.493192 -0.364975 1.492139 -3.115521 -0.534353 -5.709937 -2.779366 -1.037687
53.650000 -0.245820 -1.346111 0.865995 -1.452835 1.489053 -0.462765 1.460495 -3.213180 -0.591194 -5.657601 -2.789570 -1.003395
53.660000 -0.259160 -1.321602 0.851094 -1.527089 1.483937 -0.560517 1.427876 -3.310491 -0.647489 -5.600657 -2.799437 -0.970028
53.670000 -0.272248 -1.295841 0.835456 -1.600356 1.477843 -0.658221 1.394287 -3.407340 -0.703193 -5.539333 -2.808974 -0.937558
53.680000 -0.285072 -1.268855 0.819091 -1.672570 1.470772 -0.755865 1.359732 -3.503600 -0.758262 -5.473864 -2.818191 -0.905956
53.690000 -0.297621 -1.240674 0.802008 -1.743662 1.462726 -0.853435 1.324217 -3.599140 -0.812657 -5.404497 -2.827096 -0.875198
53.700000 -0.309882 -1.211330 0.784221 -1.813566 1.453704 -0.950915 1.287752 -3.693817 -0.866340 -5.331485 -2.835697 -0.845255
53.710000 -0.321844 -1.180854 0.765741 -1.882210 1.443708 -1.048285 1.250344 -3.787481 -0.919276 -5.255086 -2.844004 -0.816104
53.720000 -0.333495 -1.149280 0.746581 -1.949523 1.432739 -1.145525 1.212006 -3.879975 -0.971431 -5.175562 -2.852022 -0.787718
53.730000 -0.344826 -1.116640 0.726756 -2.015431 1.420798 -1.242610 1.172749 -3.971131 -1.022777 -5.093172 -2.859760 -0.760073
53.740000 -0.355825 -1.082969 0.706278 -2.079863 1.407887 -1.339512 1.132588 -4.060777 -1.073286 -5.008180 -2.867226 -0.733144
53.750000 -0.366482 -1.048303 0.685163 -2.142741 1.394008 -1.436201 1.091539 -4.148732 -1.122933 -4.920843 -2.874426 -0.706907
53.760000 -0.376788 -1.012676 0.663428 -2.203993 1.379164 -1.532642 1.049620 -4.234810 -1.171696 -4.831414 -2.881366 -0.681339
53.770000 -0.386732 -0.976126 0.641089 -2.263540 1.363357 -1.628796 1.006850 -4.318818 -1.219555 -4.740144 -2.888055 -0.656417
53.780000 -0.396307 -0.938689 0.618164 -2.321308 1.346589 -1.724621 0.963251 -4.400562 -1.266494 -4.647272 -2.894497 -0.632119
53.790000 -0.405503 -0.900403 0.594669 -2.377221 1.328865 -1.820069 0.918847 -4.479842 -1.312496 -4.553034 -2.900699 -0.608422
53.800000 -0.414313 -0.861305 0.570626 -2.431201 1.310189 -1.915089 0.873663 -4.556455 -1.357550 -4.457655 -2.906667 -0.585304
53.810000 -0.422727 -0.821433 0.546052 -2.483175 1.290565 -2.009624 0.827727 -4.630198 -1.401646 -4.361348 -2.912407 -0.562745
53.820000 -0.430739 -0.780827 0.520969 -2.533067 1.269999 -2.103614 0.781069 -4.700868 -1.444775 -4.264321 -2.917924 -0.540723
53.830000 -0.438341 -0.739524 0.495398 -2.580803 1.248495 -2.196992 0.733721 -4.768263 -1.486931 -4.166767 -2.923223 -0.519219
53.840000 -0.445527 -0.697565 0.469360 -2.626313 1.226061 -2.289687 0.685716 -4.832185 -1.528109 -4.068870 -2.928310 -0.498212
53.850000 -0.452290 -0.654988 0.442879 -2.669524 1.202704 -2.381622 0.637089 -4.892438 -1.568308 -3.970802 -2.933189 -0.477683
53.860000 -0.458625 -0.611834 0.415978 -2.710370 1.178431 -2.472717 0.587880 -4.948834 -1.607525 -3.872722 -2.937865 -0.457613
53.870000 -0.464525 -0.568141 0.388680 -2.748784 1.153253 -2.562883 0.538126 -5.001191 -1.645763 -3.774782 -2.942343 -0.437982
53.880000 -0.469986 -0.523950 0.361010 -2.784703 1.127177 -2.652029 0.487870 -5.049336 -1.683022 -3.677117 -2.946626 -0.418772
53.890000 -0.475003 -0.479300 0.332994 -2.818066 1.100216 -2.740058 0.437154 -5.093107 -1.719306 -3.579856 -2.950719 -0.399965
53.900000 -0.479571 -0.434233 0.304658 -2.848817 1.072380 -2.826868 0.386023 -5.132352 -1.754621 -3.483114 -2.954627 -0.381544
53.910000 -0.483686 -0.388787 0.276027 -2.876903 1.043683 -2.912352 0.334523 -5.166934 -1.788971 -3.386995 -2.958351 -0.363490
53.920000 -0.487345 -0.343004 0.247129 -2.902273 1.014138 -2.996399 0.282700 -5.196730 -1.822363 -3.291595 -2.961898 -0.345787
53.930000 -0.490545 -0.296924 0.217991 -2.924883 0.983760 -3.078892 0.230604 -5.221631 -1.854805 -3.196997 -2.965268 -0.328418
53.940000 -0.493283 -0.250587 0.188640 -2.944692 0.952565 -3.159712 0.178284 -5.241547 -1.886306 -3.103278 -2.968467 -0.311366
53.950000 -0.495556 -0.204033 0.159106 -2.961664 0.920572 -3.238734 0.125790 -5.256404 -1.916874 -3.010503 -2.971497 -0.294614
53.960000 -0.497363 -0.157303 0.129417 -2.975768 0.887797 -3.315834 0.073173 -5.266146 -1.946519 -2.918728 -2.974360 -0.278148
53.970000 -0.498702 -0.110437 0.099601 -2.986977 0.854262 -3.390880 0.020485 -5.270738 -1.975252 -2.828004 -2.977061 -0.261951
53.980000 -0.499571 -0.063477 0.069687 -2.995271 0.819987 -3.463741 -0.032224 -5.270163 -2.003083 -2.738371 -2.979600 -0.246007
53.990000 -0.499971 -0.016461 0.039705 -3.000634 0.784995 -3.534284 -0.084902 -5.264421 -2.030023 -2.649862 -2.981981 -0.230302
54.000000 -0.499901 0.030568 0.009684 -3.003056 0.749309 -3.602375 -0.137496 -5.253535 -2.056084 -2.562506 -2.984207 -0.214819
54.010000 -0.499360 0.077571 -0.020346 -3.002533 0.712956 -3.667878 -0.189955 -5.237546 -2.081277 -2.476321 -2.986279 -0.199545
54.020000 -0.498349 0.124508 -0.050357 -2.999066 0.675961 -3.730659 -0.242230 -5.216513 -2.105614 -2.391323 -2.988198 -0.184464
54.030000 -0.496870 0.171337 -0.080318 -2.992661 0.638352 -3.790586 -0.294269 -5.190513 -2.129108 -2.307520 -2.989968 -0.169562
54.040000 -0.494923 0.218018 -0.110200 -2.983330 0.600159 -3.847526 -0.346024 -5.159641 -2.151769 -2.224916 -2.991590 -0.154825
54.050000 -0.492510 0.264511 -0.139975 -2.971090 0.561412 -3.901352 -0.397446 -5.124009 -2.173610 -2.143510 -2.993065 -0.140237
54.060000 -0.489634 0.310776 -0.169612 -2.955965 0.522143 -3.951939 -0.448488 -5.083744 -2.194643 -2.063295 -2.994395 -0.125786
54.070000 -0.486296 0.356771 -0.199085 -2.937981 0.482385 -3.999165 -0.499106 -5.038985 -2.214880 -1.984263 -2.995582 -0.111457
54.080000 -0.482499 0.402457 -0.228363 -2.917173 0.442171 -4.042917 -0.549254 -4.989888 -2.234332 -1.906399 -2.996625 -0.097236
54.090000 -0.478248 0.447794 -0.257419 -2.893578 0.401538 -4.083084 -0.598890 -4.936616 -2.253012 -1.829686 -2.997527 -0.083109
54.100000 -0.473545 0.492740 -0.286225 -2.867239 0.360522 -4.119566 -0.647973 -4.879345 -2.270930 -1.754106 -2.998287 -0.069063
54.110000 -0.468394 0.537256 -0.314755 -2.838201 0.319159 -4.152266 -0.696464 -4.818258 -2.288097 -1.679633 -2.998908 -0.055084
54.120000 -0.462801 0.581302 -0.342980 -2.806516 0.277489 -4.181100 -0.744326 -4.753545 -2.304526 -1.606244 -2.999389 -0.041159
54.130000 -0.456770 0.624837 -0.370876 -2.772239 0.235551 -4.205990 -0.791523 -4.685403 -2.320226 -1.533909 -2.999731 -0.027273
54.140000 -0.450306 0.667823 -0.398417 -2.735427 0.193383 -4.226868 -0.838023 -4.614031 -2.335207 -1.462600 -2.999935 -0.013414
54.150000 -0.443416 0.710219 -0.425577 -2.696142 0.151027 -4.243678 -0.883794 -4.539631 -2.349481 -1.392283 -3.000000 0.000432
54.160000 -0.436104 0.751985 -0.452331 -2.654448 0.108523 -4.256373 -0.928806 -4.462406 -2.363056 -1.322926 -2.999926 0.014278
54.170000 -0.428378 0.793083 -0.478658 -2.610413 0.065913 -4.264919 -0.973033 -4.382561 -2.375943 -1.254492 -2.999714 0.028138
54.180000 -0.420245 0.833473 -0.504532 -2.564104 0.023239 -4.269290 -1.016449 -4.300295 -2.388149 -1.186945 -2.999363 0.042026
54.190000 -0.411711 0.873116 -0.529932 -2.515594 -0.019459 -4.269475 -1.059032 -4.215808 -2.399684 -1.120248 -2.998873 0.055954
54.200000 -0.402785 0.911975 -0.554837 -2.464955 -0.062137 -4.265474 -1.100759 -4.129296 -2.410557 -1.054361 -2.998244 0.069937
54.210000 -0.393474 0.950010 -0.579225 -2.412260 -0.104754 -4.257298 -1.141611 -4.040949 -2.420774 -0.989243 -2.997474 0.083988
54.220000 -0.383788 0.987185 -0.603075 -2.357585 -0.147269 -4.244969 -1.181572 -3.950951 -2.430344 -0.924855 -2.996564 0.098120
54.230000 -0.373734 1.023462 -0.626370 -2.301005 -0.189640 -4.228521 -1.220626 -3.859482 -2.439274 -0.861154 -2.995512 0.112347
54.240000 -0.363322 1.058805 -0.649089 -2.242596 -0.231826 -4.208001 -1.258758 -3.766714 -2.447569 -0.798097 -2.994317 0.126684
54.250000 -0.352561 1.093176 -0.671216 -2.182435 -0.273787 -4.183464 -1.295956 -3.672810 -2.455237 -0.735643 -2.992978 0.141143
54.260000 -0.341461 1.126541 -0.692733 -2.120597 -0.315482 -4.154976 -1.332210 -3.577928 -2.462284 -0.673747 -2.991493 0.155739
54.270000 -0.330033 1.158865 -0.713623 -2.057158 -0.356873 -4.122615 -1.367512 -3.482216 -2.468714 -0.612364 -2.989862 0.170487
54.280000 -0.318288 1.190113 -0.733871 -1.992194 -0.397922 -4.086465 -1.401853 -3.385813 -2.474533 -0.551452 -2.988083 0.185400
54.290000 -0.306235 1.220253 -0.753462 -1.925778 -0.438590 -4.046619 -1.435226 -3.288852 -2.479745 -0.490965 -2.986154 0.200492
54.300000 -0.293886 1.249251 -0.772382 -1.857985 -0.478842 -4.003181 -1.467628 -3.191453 -2.484353 -0.430857 -2.984073 0.215779
54.310000 -0.281254 1.277077 -0.790617 -1.788885 -0.518642 -3.956257 -1.499054 -3.093731 -2.488363 -0.371084 -2.981837 0.231275
54.320000 -0.268349 1.303699 -0.808155 -1.718552 -0.557956 -3.905963 -1.529502 -2.995791 -2.491776 -0.311601 -2.979446 0.246995
54.330000 -0.255184 1.329087 -0.824984 -1.647053 -0.596751 -3.852419 -1.558970 -2.897729 -2.494596 -0.252360 -2.976897 0.262954
54.340000 -0.241771 1.353215 -0.841093 -1.574458 -0.634994 -3.795749 -1.587456 -2.799633 -2.496824 -0.193317 -2.974186 0.279167
54.350000 -0.228124 1.376053 -0.856470 -1.500833 -0.672656 -3.736082 -1.614962 -2.701581 -2.498463 -0.134426 -2.971313 0.295651
54.360000 -0.214255 1.397577 -0.871106 -1.426243 -0.709706 -3.673548 -1.641488 -2.603646 -2.499513 -0.075640 -2.968272 0.312420
54.370000 -0.200177 1.417761 -0.884992 -1.350753 -0.746117 -3.608280 -1.667036 -2.505891 -2.499976 -0.016914 -2.965063 0.329492
54.380000 -0.185904 1.436582 -0.898118 -1.274423 -0.781863 -3.540414 -1.691607 -2.408372 -2.499851 0.041799 -2.961682 0.346881
54.390000 -0.171450 1.454019 -0.910478 -1.197314 -0.816917 -3.470082 -1.715204 -2.311136 -2.499139 0.100545 -2.958124 0.364606
54.400000 -0.156828 1.470050 -0.922062 -1.119484 -0.851257 -3.397421 -1.737831 -2.214227 -2.497840 0.159370 -2.954388 0.382682
54.410000 -0.142054 1.484656 -0.932865 -1.040990 -0.884859 -3.322563 -1.759490 -2.117678 -2.495952 0.218320 -2.950469 0.401127
54.420000 -0.127140 1.497821 -0.942880 -0.961889 -0.917701 -3.245640 -1.780186 -2.021518 -2.493473 0.277441 -2.946364 0.419958
54.430000 -0.112102 1.509529 -0.952101 -0.882233 -0.949765 -3.166782 -1.799922 -1.925770 -2.490402 0.336779 -2.942069 0.439194
54.440000 -0.096954 1.519765 -0.960523 -0.802074 -0.981031 -3.086116 -1.818703 -1.830450 -2.486737 0.396380 -2.937579 0.458852
54.450000 -0.081712 1.528518 -0.968141 -0.721465 -1.011482 -3.003767 -1.836532 -1.735571 -2.482473 0.456289 -2.932890 0.478950
54.460000 -0.066389 1.535776 -0.974951 -0.640455 -1.041101 -2.919853 -1.853415 -1.641138 -2.477610 0.516552 -2.927999 0.499509
54.470000 -0.051001 1.541531 -0.980949 -0.559091 -1.069874 -2.834492 -1.869357 -1.547154 -2.472141 0.577214 -2.922899 0.520546
54.480000 -0.035563 1.545776 -0.986132 -0.477423 -1.097786 -2.747795 -1.884360 -1.453616 -2.466064 0.638320 -2.917586 0.542082
54.490000 -0.020091 1.548506 -0.990497 -0.395496 -1.124826 -2.659869 -1.898430 -1.360518 -2.459373 0.699914 -2.912055 0.564136
54.500000 -0.004598 1.549717 -0.994041 -0.313357 -1.150980 -2.570818 -1.911572 -1.267849 -2.452064 0.762042 -2.906301 0.586730
54.510000 0.010899 1.549408 -0.996763 -0.231049 -1.176239 -2.480738 -1.923789 -1.175595 -2.444130 0.824746 -2.900319 0.609883
54.520000 0.026385 1.547579 -0.998662 -0.148619 -1.200592 -2.389723 -1.935085 -1.083740 -2.435567 0.888071 -2.894102 0.633617
54.530000 0.041845 1.544233 -0.999735 -0.066109 -1.224030 -2.297858 -1.945465 -0.992263 -2.426367 0.952058 -2.887645 0.657954
54.540000 0.057264 1.539373 -0.999984 0.016435 -1.246546 -2.205228 -1.954932 -0.901143 -2.416523 1.016750 -2.880941 0.682915
54.550000 0.072628 1.533006 -0.999407 0.098971 -1.268132 -2.111907 -1.963489 -0.810353 -2.406029 1.082189 -2.873984 0.708524
54.560000 0.087920 1.525139 -0.998004 0.181454 -1.288782 -2.017969 -1.971140 -0.719868 -2.394877 1.148415 -2.866768 0.734803
54.570000 0.103125 1.515782 -0.995778 0.263841 -1.308490 -1.923479 -1.977887 -0.629657 -2.383058 1.215467 -2.859286 0.761776
54.580000 0.118230 1.504946 -0.992728 0.346087 -1.327250 -1.828500 -1.983734 -0.539691 -2.370565 1.283385 -2.851530 0.789467
54.590000 0.133219 1.492644 -0.988857 0.428147 -1.345059 -1.733087 -1.988682 -0.449938 -2.357387 1.352206 -2.843494 0.817900
54.600000 0.148078 1.478891 -0.984166 0.509977 -1.361911 -1.637294 -1.992733 -0.360363 -2.343517 1.421966 -2.835170 0.847100
54.610000 0.162792 1.463703 -0.978658 0.591529 -1.377803 -1.541167 -1.995889 -0.270933 -2.328945 1.492699 -2.826549 0.877092
54.620000 0.177348 1.447098 -0.972336 0.672758 -1.392733 -1.444750 -1.998152 -0.181613 -2.313660 1.564439 -2.817625 0.907903
54.630000 0.191730 1.429096 -0.965204 0.753614 -1.406697 -1.348082 -1.999522 -0.092367 -2.297653 1.637217 -2.808388 0.939558
54.640000 0.205925 1.409718 -0.957265 0.834050 -1.419694 -1.251197 -1.999999 -0.003158 -2.280912 1.711063 -2.798831 0.972083
54.650000 0.219920 1.388986 -0.948525 0.914015 -1.431721 -1.154127 -1.999585 0.086050 -2.263428 1.786002 -2.788944 1.005507
54.660000 0.233700 1.366925 -0.938987 0.993456 -1.442776 -1.056900 -1.998278 0.175292 -2.245188 1.862060 -2.778718 1.039857
54.670000 0.247254 1.343559 -0.928658 1.072322 -1.452858 -0.959540 -1.996079 0.264606 -2.226183 1.939258 -2.768143 1.075161
54.680000 0.260567 1.318915 -0.917543 1.150558 -1.461966 -0.862070 -1.992986 0.354027 -2.206399 2.017615 -2.757211 1.111446
54.690000 0.273628 1.293022 -0.905649 1.228108 -1.470099 -0.764507 -1.988998 0.443590 -2.185827 2.097147 -2.745911 1.148743
54.700000 0.286423 1.265907 -0.892983 1.304914 -1.477256 -0.666869 -1.984113 0.533330 -2.164452 2.177866 -2.734233 1.187079
54.710000 0.298942 1.237601 -0.879553 1.380917 -1.483437 -0.569169 -1.978331 0.623280 -2.142265 2.259780 -2.722166 1.226484
54.720000 0.311172 1.208135 -0.865367 1.456056 -1.488640 -0.471421 -1.971647 0.713472 -2.119253 2.342892 -2.709700 1.266989
54.730000 0.323101 1.177540 -0.850435 1.530269 -1.492865 -0.373634 -1.964060 0.803937 -2.095403 2.427202 -2.696822 1.308622
54.740000 0.334719 1.145851 -0.834765 1.603492 -1.496112 -0.275819 -1.955567 0.894704 -2.070705 2.512704 -2.683523 1.351414
54.750000 0.346014 1.113099 -0.818369 1.675659 -1.498381 -0.177984 -1.946165 0.985801 -2.045145 2.599388 -2.669790 1.395395
54.760000 0.356977 1.079321 -0.801256 1.746702 -1.499672 -0.080136 -1.935850 1.077251 -2.018713 2.687235 -2.655611 1.440595
