# type = 1
# x0 = 0.1, y0 = 0, z0 = 0
# projection: horizontal = z, vertical = x
# z   x
4.222802 1.237116
4.222527 1.239297
4.222229 1.241475
4.221907 1.243650
4.221561 1.245823
4.221192 1.247994
4.220799 1.250162
4.220383 1.252328
4.219943 1.254491
4.219480 1.256652
4.218993 1.258810
4.218483 1.260966
4.217949 1.263120
4.217392 1.265271
4.216812 1.267420
4.216208 1.269566
4.215581 1.271710
4.214931 1.273852
4.214257 1.275991
4.213560 1.278127
4.212840 1.280261
4.212097 1.282393
4.211331 1.284522
4.210541 1.286649
4.209728 1.288774
4.208893 1.290896
4.208034 1.293015
4.207152 1.295132
4.206247 1.297247
4.205320 1.299359
4.204369 1.301469
4.203395 1.303577
4.202399 1.305682
4.201379 1.307785
4.200337 1.309885
4.199272 1.311983
4.198184 1.314078
4.197074 1.316171
4.195940 1.318261
4.194784 1.320349
4.193606 1.322435
4.192404 1.324518
4.191181 1.326599
4.189934 1.328678
4.188665 1.330754
4.187373 1.332827
4.186059 1.334898
4.184722 1.336967
4.183363 1.339033
4.181982 1.341097
4.180578 1.343159
4.179152 1.345218
4.177703 1.347274
4.176232 1.349329
4.174739 1.351380
4.173223 1.353430
4.171685 1.355477
4.170126 1.357521
4.168543 1.359563
4.166939 1.361603
4.165313 1.363640
4.163664 1.365675
4.161993 1.367707
4.160301 1.369737
4.158586 1.371765
4.156850 1.373790
4.155091 1.375812
4.153310 1.377833
4.151508 1.379851
4.149684 1.381866
4.147837 1.383879
4.145969 1.385890
4.144080 1.387898
4.142168 1.389903
4.140235 1.391907
4.138280 1.393907
4.136303 1.395906
4.134305 1.397902
4.132285 1.399895
4.130244 1.401887
4.128181 1.403875
4.126096 1.405862
4.123990 1.407845
4.121862 1.409827
4.119713 1.411806
4.117543 1.413782
4.115351 1.415756
4.113138 1.417728
4.110903 1.419697
4.108648 1.421664
4.106370 1.423628
4.104072 1.425590
4.101753 1.427550
4.099412 1.429507
4.097050 1.431461
4.094667 1.433414
4.092263 1.435363
4.089838 1.437311
4.087391 1.439255
4.084924 1.441198
4.082436 1.443138
4.079927 1.445075
4.077397 1.447010
4.074846 1.448943
4.072274 1.450873
4.069681 1.452801
4.067068 1.454726
4.064433 1.456649
4.061778 1.458569
4.059102 1.460487
4.056406 1.462403
4.053689 1.464316
4.050951 1.466226
4.048193 1.468134
4.045414 1.470040
4.042615 1.471943
4.039795 1.473844
4.036954 1.475742
4.034094 1.477638
4.031212 1.479532
4.028311 1.481422
4.025389 1.483311
4.022446 1.485197
4.019484 1.487080
4.016501 1.488961
4.013498 1.490840
4.010475 1.492716
4.007431 1.494590
4.004367 1.496461
4.001284 1.498330
3.998180 1.500196
3.995056 1.502060
3.991912 1.503921
3.988748 1.505780
3.985564 1.507636
3.982361 1.509490
3.979137 1.511341
3.975893 1.513190
3.972630 1.515036
3.969347 1.516880
3.966044 1.518722
3.962721 1.520561
3.959379 1.522397
3.956017 1.524231
3.952635 1.526063
3.949234 1.527892
3.945813 1.529718
3.942372 1.531542
3.938912 1.533364
3.935433 1.535183
3.931934 1.536999
3.928415 1.538813
3.924878 1.540625
3.921320 1.542434
3.917744 1.544241
3.914148 1.546045
3.910533 1.547846
3.906899 1.549645
3.903245 1.551442
3.899573 1.553236
3.895881 1.555027
3.892170 1.556816
3.888440 1.558603
3.884691 1.560386
3.880923 1.562168
3.877136 1.563947
3.873330 1.565723
3.869505 1.567497
3.865661 1.569268
3.861798 1.571037
3.857917 1.572804
3.854016 1.574567
3.850097 1.576329
3.846159 1.578087
3.842203 1.579844
3.838228 1.581597
3.834234 1.583348
3.830222 1.585097
3.826191 1.586843
3.822141 1.588587
3.818073 1.590328
3.813987 1.592066
3.809882 1.593802
3.805759 1.595535
3.801617 1.597266
3.797457 1.598994
3.793279 1.600720
3.789082 1.602443
3.784867 1.604164
3.780634 1.605882
3.776383 1.607597
3.772114 1.609310
3.767827 1.611021
3.763521 1.612728
3.759198 1.614434
3.754856 1.616136
3.750497 1.617836
3.746119 1.619534
3.741724 1.621229
3.737311 1.622921
3.732880 1.624611
3.728431 1.626298
3.723964 1.627983
3.719480 1.629665
3.714978 1.631345
3.710458 1.633022
3.705921 1.634696
3.701366 1.636368
3.696793 1.638037
3.692203 1.639704
3.687596 1.641368
3.682971 1.643029
3.678328 1.644688
3.673669 1.646344
3.668991 1.647998
3.664297 1.649649
3.659585 1.651297
3.654856 1.652943
3.650110 1.654586
3.645346 1.656227
3.640566 1.657865
3.635768 1.659500
3.630953 1.661133
3.626121 1.662763
3.621272 1.664391
3.616406 1.666016
3.611523 1.667638
3.606623 1.669258
3.601707 1.670875
3.596773 1.672489
3.591823 1.674101
3.586856 1.675710
3.581872 1.677317
3.576871 1.678921
3.571854 1.680522
3.566820 1.682121
3.561770 1.683717
3.556703 1.685310
3.551619 1.686901
3.546519 1.688489
3.541402 1.690075
3.536269 1.691657
3.531120 1.693238
3.525954 1.694815
3.520772 1.696390
3.515574 1.697962
3.510359 1.699532
3.505128 1.701098
3.499881 1.702663
3.494618 1.704224
3.489339 1.705783
3.484044 1.707339
3.478732 1.708893
3.473405 1.710444
3.468062 1.711992
3.462702 1.713538
3.457327 1.715080
3.451936 1.716621
3.446529 1.718158
3.441107 1.719693
3.435668 1.721225
3.430214 1.722754
3.424744 1.724281
3.419259 1.725805
3.413758 1.727327
3.408241 1.728845
3.402709 1.730361
3.397162 1.731875
3.391598 1.733385
3.386020 1.734893
3.380426 1.736398
3.374817 1.737901
3.369192 1.739400
3.363552 1.740897
3.357897 1.742392
3.352227 1.743883
3.346541 1.745372
3.340841 1.746858
3.335125 1.748342
3.329394 1.749823
3.323648 1.751301
3.317887 1.752776
3.312112 1.754248
3.306321 1.755718
3.300515 1.757185
3.294695 1.758650
3.288860 1.760111
3.283010 1.761570
3.277145 1.763026
3.271266 1.764480
3.265371 1.765930
3.259463 1.767378
3.253540 1.768823
3.247602 1.770266
3.241649 1.771705
3.235683 1.773142
3.229701 1.774576
3.223706 1.776008
3.217696 1.777436
3.211671 1.778862
3.205633 1.780285
3.199580 1.781705
3.193513 1.783123
3.187432 1.784538
3.181336 1.785950
3.175227 1.787359
3.169103 1.788765
3.162966 1.790169
3.156814 1.791570
3.150649 1.792968
3.144470 1.794363
3.138276 1.795756
3.132069 1.797145
3.125848 1.798532
3.119614 1.799916
3.113365 1.801298
3.107103 1.802676
3.100828 1.804052
3.094538 1.805425
3.088236 1.806795
3.081919 1.808162
3.075589 1.809527
3.069246 1.810888
3.062889 1.812247
3.056519 1.813603
3.050136 1.814956
3.043739 1.816307
3.037329 1.817654
3.030906 1.818999
3.024470 1.820341
3.018020 1.821680
3.011557 1.823016
3.005082 1.824350
2.998593 1.825680
2.992091 1.827008
2.985577 1.828333
2.979049 1.829655
2.972509 1.830974
2.965955 1.832291
2.959389 1.833604
2.952810 1.834915
2.946219 1.836223
2.939614 1.837528
2.932998 1.838830
2.926368 1.840129
2.919726 1.841425
2.913071 1.842719
2.906404 1.844009
2.899725 1.845297
2.893033 1.846582
2.886329 1.847864
2.879612 1.849143
2.872883 1.850420
2.866142 1.851693
2.859389 1.852964
2.852623 1.854231
2.845846 1.855496
2.839056 1.856758
2.832254 1.858017
2.825440 1.859273
2.818614 1.860526
2.811777 1.861777
2.804927 1.863024
2.798066 1.864268
2.791192 1.865510
2.784307 1.866749
2.777410 1.867985
2.770502 1.869218
2.763582 1.870448
2.756650 1.871675
2.749707 1.872899
2.742752 1.874120
2.735786 1.875338
2.728808 1.876554
2.721818 1.877766
2.714818 1.878976
2.707806 1.880183
2.700783 1.881386
2.693748 1.882587
2.686702 1.883785
2.679646 1.884980
2.672578 1.886172
2.665498 1.887361
2.658408 1.888547
2.651307 1.889730
2.644195 1.890910
2.637072 1.892088
2.629938 1.893262
2.622793 1.894433
2.615637 1.895602
2.608471 1.896767
2.601294 1.897930
2.594106 1.899089
2.586907 1.900246
2.579698 1.901400
2.572478 1.902550
2.565248 1.903698
2.558007 1.904843
2.550756 1.905984
2.543495 1.907123
2.536223 1.908259
2.528940 1.909392
2.521648 1.910522
2.514345 1.911649
2.507032 1.912772
2.499709 1.913893
2.492376 1.915011
2.485032 1.916126
2.477679 1.917238
2.470315 1.918347
2.462942 1.919453
2.455559 1.920556
2.448166 1.921656
2.440763 1.922753
2.433350 1.923847
2.425927 1.924938
2.418495 1.926026
2.411053 1.927111
2.403601 1.928193
2.396140 1.929272
2.388670 1.930348
2.381189 1.931421
2.373700 1.932490
2.366201 1.933557
2.358692 1.934621
2.351174 1.935682
2.343647 1.936740
2.336111 1.937795
2.328565 1.938846
2.321011 1.939895
2.313447 1.940941
2.305874 1.941983
2.298292 1.943023
2.290701 1.944059
2.283101 1.945093
2.275492 1.946123
2.267874 1.947151
2.260247 1.948175
2.252612 1.949197
2.244967 1.950215
2.237315 1.951230
2.229653 1.952242
2.221983 1.953251
2.214304 1.954258
2.206616 1.955261
2.198921 1.956260
2.191216 1.957257
2.183503 1.958251
2.175782 1.959242
2.168053 1.960230
2.160315 1.961214
2.152569 1.962196
2.144815 1.963174
2.137052 1.964150
2.129282 1.965122
2.121503 1.966091
2.113716 1.967057
2.105922 1.968021
2.098119 1.968981
2.090308 1.969937
2.082490 1.970891
2.074664 1.971842
2.066829 1.972790
2.058988 1.973734
2.051138 1.974676
2.043281 1.975614
2.035416 1.976549
2.027544 1.977481
2.019664 1.978411
2.011776 1.979337
2.003881 1.980259
1.995979 1.981179
1.988069 1.982096
1.980152 1.983009
1.972228 1.983920
1.964297 1.984827
1.956358 1.985731
1.948412 1.986632
1.940459 1.987530
1.932499 1.988425
1.924532 1.989317
1.916558 1.990205
1.908577 1.991091
1.900589 1.991973
1.892594 1.992852
1.884592 1.993728
1.876584 1.994601
1.868569 1.995471
1.860547 1.996338
1.852519 1.997201
1.844483 1.998062
1.836442 1.998919
1.828394 1.999773
1.820339 2.000624
1.812278 2.001472
1.804211 2.002317
1.796137 2.003158
1.788057 2.003997
1.779971 2.004832
1.771878 2.005664
1.763779 2.006493
1.755675 2.007319
1.747564 2.008141
1.739447 2.008961
1.731324 2.009777
1.723195 2.010590
1.715060 2.011400
1.706919 2.012207
1.698773 2.013011
1.690620 2.013811
1.682462 2.014609
1.674299 2.015403
1.666129 2.016194
1.657954 2.016982
1.649774 2.017766
1.641587 2.018548
1.633396 2.019326
1.625199 2.020101
1.616996 2.020873
1.608789 2.021642
1.600575 2.022407
1.592357 2.023170
1.584133 2.023929
1.575905 2.024685
1.567671 2.025438
1.559432 2.026187
1.551188 2.026934
1.542939 2.027677
1.534685 2.028417
1.526426 2.029154
1.518162 2.029888
1.509893 2.030618
1.501620 2.031345
1.493341 2.032069
1.485058 2.032790
1.476771 2.033508
1.468479 2.034222
1.460182 2.034934
1.451881 2.035642
1.443575 2.036347
1.435265 2.037048
1.426950 2.037747
1.418631 2.038442
1.410308 2.039134
1.401980 2.039823
1.393648 2.040508
1.385312 2.041190
1.376972 2.041870
1.368628 2.042545
1.360280 2.043218
1.351927 2.043888
1.343571 2.044554
1.335211 2.045217
1.326847 2.045877
1.318479 2.046533
1.310107 2.047187
1.301732 2.047837
1.293353 2.048484
1.284970 2.049127
1.276584 2.049768
1.268194 2.050405
1.259800 2.051039
1.251403 2.051670
1.243003 2.052297
1.234599 2.052921
1.226192 2.053542
1.217781 2.054160
1.209367 2.054775
1.200950 2.055386
1.192530 2.055994
1.184107 2.056599
1.175681 2.057200
1.167251 2.057799
1.158819 2.058394
1.150383 2.058985
1.141945 2.059574
1.133504 2.060159
1.125060 2.060741
1.116613 2.061320
1.108163 2.061896
1.099711 2.062468
1.091256 2.063037
1.082799 2.063603
1.074339 2.064165
1.065876 2.064725
1.057411 2.065281
1.048943 2.065834
1.040473 2.066383
1.032001 2.066929
1.023527 2.067472
1.015050 2.068012
1.006571 2.068549
0.998089 2.069082
0.989606 2.069612
0.981121 2.070138
0.972633 2.070662
0.964144 2.071182
0.955652 2.071699
0.947159 2.072212
0.938664 2.072723
0.930167 2.073230
0.921668 2.073734
0.913167 2.074234
0.904665 2.074731
0.896161 2.075225
0.887656 2.075716
0.879149 2.076203
0.870640 2.076688
0.862130 2.077168
0.853619 2.077646
0.845106 2.078120
0.836591 2.078591
0.828076 2.079059
0.819559 2.079524
0.811041 2.079985
0.802522 2.080443
0.794002 2.080897
0.785481 2.081349
0.776958 2.081797
0.768435 2.082242
0.759911 2.082683
0.751385 2.083121
0.742859 2.083556
0.734332 2.083988
0.725805 2.084416
0.717276 2.084841
0.708747 2.085263
0.700218 2.085682
0.691687 2.086097
0.683156 2.086509
0.674625 2.086918
0.666093 2.087323
0.657561 2.087725
0.649028 2.088124
0.640495 2.088519
0.631962 2.088911
0.623429 2.089300
0.614895 2.089686
0.606361 2.090068
0.597827 2.090447
0.589293 2.090823
0.580759 2.091195
0.572225 2.091565
0.563691 2.091930
0.555157 2.092293
0.546623 2.092652
0.538089 2.093008
0.529556 2.093361
0.521023 2.093710
0.512490 2.094056
0.503958 2.094399
0.495426 2.094739
0.486894 2.095075
0.478363 2.095408
0.469833 2.095737
0.461303 2.096063
0.452774 2.096386
0.444245 2.096706
0.435717 2.097022
0.427190 2.097336
0.418664 2.097645
0.410138 2.097952
0.401614 2.098255
0.393090 2.098555
0.384567 2.098852
0.376046 2.099145
0.367525 2.099435
0.359006 2.099721
0.350487 2.100005
0.341970 2.100285
0.333454 2.100562
0.324939 2.100835
0.316426 2.101105
0.307914 2.101372
0.299404 2.101636
0.290894 2.101896
0.282387 2.102153
0.273881 2.102407
0.265376 2.102657
0.256873 2.102904
0.248372 2.103148
0.239873 2.103388
0.231375 2.103626
0.222879 2.103859
0.214385 2.104090
0.205893 2.104317
0.197403 2.104541
0.188914 2.104762
0.180428 2.104979
0.171944 2.105193
0.163462 2.105404
0.154982 2.105612
0.146504 2.105816
0.138029 2.106017
0.129555 2.106214
0.121084 2.106408
0.112616 2.106599
0.104150 2.106787
0.095686 2.106971
0.087225 2.107152
0.078766 2.107330
0.070310 2.107505
0.061856 2.107676
0.053405 2.107844
0.044957 2.108008
0.036512 2.108169
0.028069 2.108327
0.019630 2.108482
0.011193 2.108633
0.002759 2.108781
-0.005672 2.108926
-0.014100 2.109068
-0.022525 2.109206
-0.030947 2.109341
-0.039366 2.109472
-0.047781 2.109601
-0.056193 2.109726
-0.064602 2.109847
-0.073008 2.109966
-0.081411 2.110081
-0.089809 2.110193
-0.098205 2.110301
-0.106597 2.110406
-0.114986 2.110508
-0.123371 2.110607
-0.131752 2.110702
-0.140130 2.110795
-0.148504 2.110883
-0.156874 2.110969
-0.165241 2.111051
-0.173603 2.111130
-0.181962 2.111206
-0.190317 2.111278
-0.198668 2.111347
-0.207015 2.111413
-0.215358 2.111475
-0.223697 2.111534
-0.232032 2.111590
-0.240362 2.111643
-0.248689 2.111692
-0.257011 2.111738
-0.265329 2.111781
-0.273642 2.111821
-0.281951 2.111857
-0.290256 2.111890
-0.298557 2.111920
-0.306852 2.111946
-0.315144 2.111969
-0.323430 2.111989
-0.331712 2.112005
-0.339990 2.112019
-0.348262 2.112029
-0.356530 2.112035
-0.364794 2.112039
-0.373052 2.112039
-0.381305 2.112036
-0.389554 2.112030
-0.397797 2.112020
-0.406036 2.112007
-0.414269 2.111991
-0.422498 2.111972
-0.430721 2.111949
-0.438939 2.111923
-0.447152 2.111894
-0.455360 2.111861
-0.463562 2.111825
-0.471759 2.111786
-0.479951 2.111744
-0.488137 2.111699
-0.496318 2.111650
-0.504493 2.111598
-0.512663 2.111542
-0.520827 2.111484
-0.528985 2.111422
-0.537138 2.111357
-0.545285 2.111289
-0.553427 2.111217
-0.561562 2.111142
-0.569692 2.111064
-0.577816 2.110983
-0.585934 2.110898
-0.594046 2.110810
-0.602152 2.110719
-0.610252 2.110625
-0.618346 2.110528
-0.626433 2.110427
-0.634515 2.110323
-0.642590 2.110215
-0.650659 2.110105
-0.658722 2.109991
-0.666779 2.109874
-0.674829 2.109754
-0.682873 2.109631
-0.690910 2.109504
-0.698941 2.109374
-0.706965 2.109241
-0.714982 2.109104
-0.722994 2.108965
-0.730998 2.108822
-0.738996 2.108676
-0.746987 2.108527
-0.754971 2.108374
-0.762948 2.108218
-0.770918 2.108059
-0.778882 2.107897
-0.786839 2.107732
-0.794788 2.107563
-0.802731 2.107391
-0.810667 2.107216
-0.818595 2.107038
-0.826516 2.106857
-0.834430 2.106672
-0.842337 2.106484
-0.850237 2.106293
-0.858129 2.106099
-0.866014 2.105901
-0.873892 2.105701
-0.881762 2.105497
-0.889625 2.105290
-0.897480 2.105080
-0.905328 2.104866
-0.913168 2.104649
-0.921000 2.104430
-0.928825 2.104207
-0.936642 2.103980
-0.944451 2.103751
-0.952253 2.103518
-0.960047 2.103283
-0.967832 2.103044
-0.975610 2.102801
-0.983380 2.102556
-0.991142 2.102308
-0.998896 2.102056
-1.006642 2.101801
-1.014380 2.101543
-1.022110 2.101282
-1.029831 2.101018
-1.037544 2.100750
-1.045249 2.100479
-1.052946 2.100205
-1.060634 2.099928
-1.068314 2.099648
-1.075986 2.099365
-1.083649 2.099078
-1.091304 2.098789
-1.098950 2.098496
-1.106587 2.098200
-1.114216 2.097901
-1.121836 2.097599
-1.129448 2.097293
-1.137051 2.096985
-1.144645 2.096673
-1.152230 2.096358
-1.159806 2.096040
-1.167374 2.095719
-1.174932 2.095395
-1.182482 2.095068
-1.190023 2.094737
-1.197554 2.094404
-1.205077 2.094067
-1.212590 2.093727
-1.220094 2.093384
-1.227589 2.093038
-1.235075 2.092689
-1.242551 2.092336
-1.250019 2.091981
-1.257476 2.091622
-1.264925 2.091261
-1.272364 2.090896
-1.279794 2.090528
-1.287214 2.090157
-1.294624 2.089783
-1.302025 2.089406
-1.309416 2.089026
-1.316798 2.088642
-1.324170 2.088256
-1.331532 2.087866
-1.338885 2.087474
-1.346227 2.087078
-1.353560 2.086679
-1.360883 2.086277
-1.368196 2.085872
-1.375499 2.085464
-1.382793 2.085053
-1.390076 2.084639
-1.397349 2.084222
-1.404611 2.083801
-1.411864 2.083378
-1.419107 2.082951
-1.426339 2.082522
-1.433561 2.082089
-1.440773 2.081654
-1.447975 2.081215
-1.455166 2.080773
-1.462346 2.080329
-1.469517 2.079881
-1.476676 2.079430
-1.483826 2.078976
-1.490965 2.078519
-1.498093 2.078059
-1.505210 2.077596
-1.512317 2.077130
-1.519413 2.076661
-1.526499 2.076189
-1.533573 2.075714
-1.540637 2.075236
-1.547690 2.074754
-1.554732 2.074270
-1.561764 2.073783
-1.568784 2.073293
-1.575793 2.072800
-1.582791 2.072303
-1.589779 2.071804
-1.596755 2.071302
-1.603720 2.070797
-1.610674 2.070289
-1.617616 2.069777
-1.624548 2.069263
-1.631468 2.068746
-1.638376 2.068226
-1.645274 2.067703
-1.652160 2.067177
-1.659035 2.066647
-1.665898 2.066115
-1.672749 2.065580
-1.679590 2.065042
-1.686418 2.064501
-1.693235 2.063957
-1.700041 2.063411
-1.706834 2.062861
-1.713616 2.062308
-1.720387 2.061752
-1.727145 2.061193
-1.733892 2.060632
-1.740627 2.060067
-1.747350 2.059500
-1.754061 2.058929
-1.760760 2.058356
-1.767447 2.057779
-1.774122 2.057200
-1.780785 2.056618
-1.787436 2.056033
-1.794075 2.055445
-1.800702 2.054854
-1.807316 2.054260
-1.813918 2.053663
-1.820508 2.053064
-1.827086 2.052461
-1.833652 2.051856
-1.840205 2.051247
-1.846745 2.050636
-1.853274 2.050022
-1.859789 2.049405
-1.866293 2.048785
-1.872783 2.048162
-1.879262 2.047536
-1.885727 2.046908
-1.892180 2.046276
-1.898620 2.045642
-1.905048 2.045005
-1.911463 2.044365
-1.917865 2.043722
-1.924254 2.043076
-1.930631 2.042427
-1.936994 2.041776
-1.943345 2.041122
-1.949683 2.040464
-1.956008 2.039804
-1.962319 2.039142
-1.968618 2.038476
-1.974904 2.037807
-1.981177 2.037136
-1.987436 2.036462
-1.993682 2.035785
-1.999915 2.035105
-2.006135 2.034423
-2.012342 2.033737
-2.018535 2.033049
-2.024715 2.032358
-2.030882 2.031664
-2.037035 2.030967
-2.043175 2.030268
-2.049302 2.029566
-2.055414 2.028861
-2.061514 2.028153
-2.067600 2.027442
-2.073672 2.026729
-2.079731 2.026013
-2.085776 2.025294
-2.091807 2.024572
-2.097824 2.023848
-2.103828 2.023121
-2.109818 2.022391
-2.115795 2.021658
-2.121757 2.020923
-2.127706 2.020185
-2.133640 2.019444
-2.139561 2.018700
-2.145468 2.017954
-2.151361 2.017204
-2.157239 2.016453
-2.163104 2.015698
-2.168955 2.014941
-2.174791 2.014181
-2.180613 2.013418
-2.186422 2.012652
-2.192216 2.011884
-2.197995 2.011113
-2.203761 2.010340
-2.209512 2.009564
-2.215249 2.008785
-2.220971 2.008003
-2.226679 2.007219
-2.232373 2.006432
-2.238052 2.005642
-2.243717 2.004850
-2.249367 2.004055
-2.255002 2.003257
-2.260623 2.002457
-2.266230 2.001654
-2.271822 2.000848
-2.277399 2.000040
-2.282961 1.999229
-2.288509 1.998416
-2.294042 1.997599
-2.299560 1.996781
-2.305063 1.995959
-2.310552 1.995135
-2.316026 1.994308
-2.321484 1.993479
-2.326928 1.992647
-2.332357 1.991812
-2.337771 1.990975
-2.343170 1.990136
-2.348554 1.989293
-2.353922 1.988448
-2.359276 1.987601
-2.364615 1.986751
-2.369938 1.985898
-2.375246 1.985043
-2.380539 1.984185
-2.385817 1.983324
-2.391079 1.982461
-2.396326 1.981596
-2.401558 1.980728
-2.406775 1.979857
-2.411976 1.978984
-2.417161 1.978108
-2.422332 1.977230
-2.427486 1.976349
-2.432625 1.975466
-2.437749 1.974580
-2.442857 1.973691
-2.447950 1.972800
-2.453027 1.971907
-2.458088 1.971011
-2.463134 1.970112
-2.468164 1.969211
-2.473178 1.968308
-2.478177 1.967402
-2.483159 1.966494
-2.488126 1.965583
-2.493077 1.964669
-2.498013 1.963753
-2.502932 1.962835
-2.507835 1.961914
-2.512723 1.960991
-2.517594 1.960065
-2.522450 1.959137
-2.527290 1.958206
-2.532113 1.957273
-2.536921 1.956337
-2.541712 1.955399
-2.546487 1.954459
-2.551246 1.953516
-2.555989 1.952571
-2.560716 1.951623
-2.565427 1.950673
-2.570121 1.949720
-2.574799 1.948765
-2.579460 1.947808
-2.584106 1.946848
-2.588735 1.945886
-2.593348 1.944922
-2.597944 1.943955
-2.602524 1.942985
-2.607087 1.942014
-2.611634 1.941040
-2.616164 1.940063
-2.620678 1.939085
-2.625175 1.938103
-2.629656 1.937120
-2.634120 1.936134
-2.638568 1.935146
-2.642999 1.934156
-2.647413 1.933163
-2.651810 1.932167
-2.656191 1.931170
-2.660555 1.930170
-2.664902 1.929168
-2.669233 1.928164
-2.673546 1.927157
-2.677843 1.926148
-2.682123 1.925136
-2.686386 1.924123
-2.690632 1.923107
-2.694861 1.922089
-2.699073 1.921068
-2.703268 1.920045
-2.707447 1.919020
-2.711608 1.917993
-2.715752 1.916964
-2.719879 1.915932
-2.723989 1.914898
-2.728082 1.913861
-2.732157 1.912823
-2.736216 1.911782
-2.740257 1.910739
-2.744281 1.909694
-2.748288 1.908646
-2.752277 1.907597
-2.756249 1.906545
-2.760204 1.905491
-2.764142 1.904435
-2.768062 1.903376
-2.771965 1.902315
-2.775851 1.901253
-2.779719 1.900187
-2.783569 1.899120
-2.787402 1.898051
-2.791218 1.896979
-2.795016 1.895906
-2.798797 1.894830
-2.802560 1.893752
-2.806305 1.892672
-2.810033 1.891589
-2.813743 1.890505
-2.817436 1.889418
-2.821111 1.888330
-2.824768 1.887239
-2.828408 1.886146
-2.832030 1.885051
-2.835634 1.883954
-2.839220 1.882854
-2.842789 1.881753
-2.846340 1.880650
-2.849873 1.879544
-2.853388 1.878436
-2.856885 1.877327
-2.860364 1.876215
-2.863826 1.875101
-2.867269 1.873985
-2.870695 1.872867
-2.874103 1.871747
-2.877492 1.870625
-2.880864 1.869501
-2.884218 1.868375
-2.887553 1.867247
-2.890871 1.866117
-2.894170 1.864985
-2.897451 1.863851
-2.900714 1.862714
-2.903959 1.861576
-2.907186 1.860436
-2.910395 1.859294
-2.913585 1.858150
-2.916758 1.857004
-2.919912 1.855855
-2.923048 1.854705
-2.926165 1.853553
-2.929264 1.852399
-2.932345 1.851243
-2.935408 1.850085
-2.938452 1.848926
-2.941478 1.847764
-2.944485 1.846600
-2.947474 1.845434
-2.950445 1.844267
-2.953397 1.843097
-2.956331 1.841926
-2.959246 1.840753
-2.962143 1.839577
-2.965021 1.838400
-2.967881 1.837221
-2.970722 1.836040
-2.973545 1.834858
-2.976349 1.833673
-2.979134 1.832486
-2.981901 1.831298
-2.984649 1.830108
-2.987379 1.828916
-2.990089 1.827722
-2.992782 1.826526
-2.995455 1.825328
-2.998110 1.824129
-3.000746 1.822928
-3.003363 1.821725
-3.005962 1.820520
-3.008541 1.819313
-3.011102 1.818104
-3.013645 1.816894
-3.016168 1.815682
-3.018672 1.814468
-3.021158 1.813253
-3.023625 1.812035
-3.026072 1.810816
-3.028501 1.809595
-3.030911 1.808372
-3.033302 1.807148
-3.035675 1.805922
-3.038028 1.804694
-3.040362 1.803464
-3.042677 1.802233
-3.044973 1.800999
-3.047250 1.799765
-3.049508 1.798528
-3.051747 1.797290
-3.053967 1.796050
-3.056168 1.794808
-3.058350 1.793565
-3.060512 1.792320
-3.062656 1.791073
-3.064780 1.789825
-3.066885 1.788575
-3.068971 1.787323
-3.071038 1.786069
-3.073086 1.784814
-3.075114 1.783558
-3.077124 1.782299
-3.079113 1.781040
-3.081084 1.779778
-3.083036 1.778515
-3.084968 1.777250
-3.086881 1.775984
-3.088774 1.774716
-3.090648 1.773446
-3.092503 1.772175
-3.094339 1.770902
-3.096155 1.769628
-3.097952 1.768352
-3.099729 1.767074
-3.101487 1.765795
-3.103226 1.764515
-3.104945 1.763232
-3.106645 1.761949
-3.108325 1.760664
-3.109986 1.759377
-3.111627 1.758089
-3.113249 1.756799
-3.114851 1.755507
-3.116434 1.754215
-3.117997 1.752920
-3.119541 1.751624
-3.121066 1.750327
-3.122570 1.749028
-3.124055 1.747728
-3.125521 1.746426
-3.126967 1.745123
-3.128394 1.743818
-3.129800 1.742512
-3.131187 1.741205
-3.132555 1.739896
-3.133903 1.738585
-3.135231 1.737273
-3.136540 1.735960
-3.137829 1.734645
-3.139098 1.733329
-3.140348 1.732012
-3.141577 1.730693
-3.142788 1.729372
-3.143978 1.728051
-3.145149 1.726727
-3.146300 1.725403
-3.147431 1.724077
-3.148542 1.722750
-3.149634 1.721421
-3.150706 1.720091
-3.151758 1.718760
-3.152790 1.717428
-3.153803 1.716094
-3.154795 1.714758
-3.155768 1.713422
-3.156721 1.712084
-3.157654 1.710745
-3.158568 1.709404
-3.159461 1.708062
-3.160335 1.706719
-3.161188 1.705375
-3.162022 1.704029
-3.162836 1.702682
-3.163630 1.701334
-3.164404 1.699985
-3.165159 1.698634
-3.165893 1.697282
-3.166607 1.695929
-3.167302 1.694575
-3.167976 1.693219
-3.168631 1.691862
-3.169265 1.690504
-3.169880 1.689145
-3.170474 1.687784
-3.171049 1.686423
-3.171604 1.685060
-3.172138 1.683696
-3.172653 1.682330
-3.173147 1.680964
-3.173622 1.679596
-3.174077 1.678228
-3.174511 1.676858
-3.174926 1.675487
-3.175320 1.674115
-3.175694 1.672741
-3.176049 1.671367
-3.176383 1.669992
-3.176697 1.668615
-3.176991 1.667237
-3.177265 1.665858
-3.177519 1.664478
-3.177753 1.663097
-3.177967 1.661715
-3.178161 1.660332
-3.178334 1.658948
-3.178488 1.657562
-3.178621 1.656176
-3.178734 1.654789
-3.178827 1.653400
-3.178900 1.652011
-3.178953 1.650620
-3.178986 1.649229
-3.178998 1.647836
-3.178991 1.646442
-3.178963 1.645048
