# circle in zeta-plane case 4
# xi0 = -0.1, eta0 = 0, r = 1.1
# xi   eta   xi/a   eta/a
0.592252 -0.854861 0.592252 -0.854861
0.599686 -0.848787 0.599686 -0.848787
0.607066 -0.842649 0.607066 -0.842649
0.614393 -0.836447 0.614393 -0.836447
0.621665 -0.830181 0.621665 -0.830181
0.628882 -0.823851 0.628882 -0.823851
0.636044 -0.817459 0.636044 -0.817459
0.643149 -0.811005 0.643149 -0.811005
0.650198 -0.804489 0.650198 -0.804489
0.657190 -0.797912 0.657190 -0.797912
0.664124 -0.791274 0.664124 -0.791274
0.671000 -0.784575 0.671000 -0.784575
0.677817 -0.777817 0.677817 -0.777817
0.684575 -0.771000 0.684575 -0.771000
0.691274 -0.764124 0.691274 -0.764124
0.697912 -0.757190 0.697912 -0.757190
0.704489 -0.750198 0.704489 -0.750198
0.711005 -0.743149 0.711005 -0.743149
0.717459 -0.736044 0.717459 -0.736044
0.723851 -0.728882 0.723851 -0.728882
0.730181 -0.721665 0.730181 -0.721665
0.736447 -0.714393 0.736447 -0.714393
0.742649 -0.707066 0.742649 -0.707066
0.748787 -0.699686 0.748787 -0.699686
0.754861 -0.692252 0.754861 -0.692252
0.760869 -0.684766 0.760869 -0.684766
0.766812 -0.677228 0.766812 -0.677228
0.772689 -0.669638 0.772689 -0.669638
0.778499 -0.661997 0.778499 -0.661997
0.784243 -0.654305 0.784243 -0.654305
0.789919 -0.646564 0.789919 -0.646564
0.795527 -0.638773 0.795527 -0.638773
0.801067 -0.630934 0.801067 -0.630934
0.806539 -0.623047 0.806539 -0.623047
0.811941 -0.615112 0.811941 -0.615112
0.817274 -0.607131 0.817274 -0.607131
0.822538 -0.599103 0.822538 -0.599103
0.827731 -0.591030 0.827731 -0.591030
0.832853 -0.582911 0.832853 -0.582911
0.837904 -0.574748 0.837904 -0.574748
0.842884 -0.566542 0.842884 -0.566542
0.847792 -0.558292 0.847792 -0.558292
0.852628 -0.550000 0.852628 -0.550000
0.857391 -0.541666 0.857391 -0.541666
0.862082 -0.533291 0.862082 -0.533291
0.866699 -0.524875 0.866699 -0.524875
0.871242 -0.516419 0.871242 -0.516419
0.875712 -0.507923 0.875712 -0.507923
0.880107 -0.499390 0.880107 -0.499390
0.884428 -0.490818 0.884428 -0.490818
0.888673 -0.482208 0.888673 -0.482208
0.892844 -0.473562 0.892844 -0.473562
0.896939 -0.464880 0.896939 -0.464880
0.900957 -0.456163 0.900957 -0.456163
0.904900 -0.447410 0.904900 -0.447410
0.908766 -0.438624 0.908766 -0.438624
0.912555 -0.429804 0.912555 -0.429804
0.916267 -0.420952 0.916267 -0.420952
0.919902 -0.412067 0.919902 -0.412067
0.923459 -0.403151 0.923459 -0.403151
0.926938 -0.394205 0.926938 -0.394205
0.930339 -0.385228 0.930339 -0.385228
0.933662 -0.376222 0.933662 -0.376222
0.936906 -0.367188 0.936906 -0.367188
0.940070 -0.358125 0.940070 -0.358125
0.943156 -0.349035 0.943156 -0.349035
0.946162 -0.339919 0.946162 -0.339919
0.949089 -0.330776 0.949089 -0.330776
0.951935 -0.321609 0.951935 -0.321609
0.954702 -0.312417 0.954702 -0.312417
0.957388 -0.303201 0.957388 -0.303201
0.959993 -0.293962 0.959993 -0.293962
0.962518 -0.284701 0.962518 -0.284701
0.964962 -0.275418 0.964962 -0.275418
0.967325 -0.266114 0.967325 -0.266114
0.969607 -0.256790 0.969607 -0.256790
0.971807 -0.247446 0.971807 -0.247446
0.973926 -0.238084 0.973926 -0.238084
0.975962 -0.228703 0.975962 -0.228703
0.977917 -0.219305 0.977917 -0.219305
0.979790 -0.209890 0.979790 -0.209890
0.981580 -0.200459 0.981580 -0.200459
0.983289 -0.191013 0.983289 -0.191013
0.984914 -0.181552 0.984914 -0.181552
0.986457 -0.172078 0.986457 -0.172078
0.987917 -0.162590 0.987917 -0.162590
0.989295 -0.153090 0.989295 -0.153090
0.990589 -0.143579 0.990589 -0.143579
0.991801 -0.134056 0.991801 -0.134056
0.992929 -0.124524 0.992929 -0.124524
0.993974 -0.114981 0.993974 -0.114981
0.994936 -0.105430 0.994936 -0.105430
0.995814 -0.095871 0.995814 -0.095871
0.996609 -0.086305 0.996609 -0.086305
0.997320 -0.076732 0.997320 -0.076732
0.997948 -0.067153 0.997948 -0.067153
0.998492 -0.057570 0.998492 -0.057570
0.998953 -0.047981 0.998953 -0.047981
0.999330 -0.038389 0.999330 -0.038389
0.999623 -0.028795 0.999623 -0.028795
0.999832 -0.019198 0.999832 -0.019198
0.999958 -0.009599 0.999958 -0.009599
1.000000 -0.000000 1.000000 -0.000000
