# Joukowski airfoil case 9
# a = 1, xi0 = -0.1, eta0 = 0.3, r = 1.14018
# x   y   x/a   y/a
-2.035684 0.013879 -2.035684 0.013879
-2.035379 0.010691 -2.035379 0.010691
-2.034951 0.007566 -2.034951 0.007566
-2.034400 0.004504 -2.034400 0.004504
-2.033725 0.001505 -2.033725 0.001505
-2.032927 -0.001429 -2.032927 -0.001429
-2.032003 -0.004297 -2.032003 -0.004297
-2.030955 -0.007099 -2.030955 -0.007099
-2.029781 -0.009833 -2.029781 -0.009833
-2.028482 -0.012500 -2.028482 -0.012500
-2.027056 -0.015098 -2.027056 -0.015098
-2.025503 -0.017626 -2.025503 -0.017626
-2.023823 -0.020085 -2.023823 -0.020085
-2.022014 -0.022472 -2.022014 -0.022472
-2.020078 -0.024787 -2.020078 -0.024787
-2.018012 -0.027029 -2.018012 -0.027029
-2.015818 -0.029199 -2.015818 -0.029199
-2.013493 -0.031294 -2.013493 -0.031294
-2.011038 -0.033315 -2.011038 -0.033315
-2.008452 -0.035260 -2.008452 -0.035260
-2.005735 -0.037129 -2.005735 -0.037129
-2.002886 -0.038922 -2.002886 -0.038922
-1.999905 -0.040636 -1.999905 -0.040636
-1.996790 -0.042273 -1.996790 -0.042273
-1.993542 -0.043831 -1.993542 -0.043831
-1.990160 -0.045310 -1.990160 -0.045310
-1.986643 -0.046709 -1.986643 -0.046709
-1.982991 -0.048027 -1.982991 -0.048027
-1.979203 -0.049264 -1.979203 -0.049264
-1.975279 -0.050419 -1.975279 -0.050419
-1.971218 -0.051493 -1.971218 -0.051493
-1.967020 -0.052483 -1.967020 -0.052483
-1.962683 -0.053390 -1.962683 -0.053390
-1.958208 -0.054213 -1.958208 -0.054213
-1.953594 -0.054952 -1.953594 -0.054952
-1.948840 -0.055607 -1.948840 -0.055607
-1.943945 -0.056176 -1.943945 -0.056176
-1.938909 -0.056659 -1.938909 -0.056659
-1.933732 -0.057057 -1.933732 -0.057057
-1.928413 -0.057368 -1.928413 -0.057368
-1.922950 -0.057592 -1.922950 -0.057592
-1.917344 -0.057729 -1.917344 -0.057729
-1.911594 -0.057779 -1.911594 -0.057779
-1.905699 -0.057741 -1.905699 -0.057741
-1.899658 -0.057615 -1.899658 -0.057615
-1.893471 -0.057401 -1.893471 -0.057401
-1.887138 -0.057099 -1.887138 -0.057099
-1.880657 -0.056707 -1.880657 -0.056707
-1.874028 -0.056227 -1.874028 -0.056227
-1.867250 -0.055658 -1.867250 -0.055658
-1.860323 -0.054999 -1.860323 -0.054999
-1.853245 -0.054252 -1.853245 -0.054252
-1.846017 -0.053415 -1.846017 -0.053415
-1.838637 -0.052488 -1.838637 -0.052488
-1.831106 -0.051473 -1.831106 -0.051473
-1.823421 -0.050367 -1.823421 -0.050367
-1.815582 -0.049173 -1.815582 -0.049173
-1.807590 -0.047889 -1.807590 -0.047889
-1.799442 -0.046516 -1.799442 -0.046516
-1.791139 -0.045054 -1.791139 -0.045054
-1.782679 -0.043503 -1.782679 -0.043503
-1.774063 -0.041863 -1.774063 -0.041863
-1.765288 -0.040135 -1.765288 -0.040135
-1.756355 -0.038319 -1.756355 -0.038319
-1.747263 -0.036415 -1.747263 -0.036415
-1.738011 -0.034423 -1.738011 -0.034423
-1.728599 -0.032344 -1.728599 -0.032344
-1.719025 -0.030179 -1.719025 -0.030179
-1.709289 -0.027926 -1.709289 -0.027926
-1.699391 -0.025589 -1.699391 -0.025589
-1.689329 -0.023165 -1.689329 -0.023165
-1.679103 -0.020657 -1.679103 -0.020657
-1.668713 -0.018065 -1.668713 -0.018065
-1.658157 -0.015389 -1.658157 -0.015389
-1.647435 -0.012631 -1.647435 -0.012631
-1.636547 -0.009790 -1.636547 -0.009790
-1.625491 -0.006868 -1.625491 -0.006868
-1.614267 -0.003865 -1.614267 -0.003865
-1.602875 -0.000783 -1.602875 -0.000783
-1.591313 0.002378 -1.591313 0.002378
-1.579582 0.005617 -1.579582 0.005617
-1.567680 0.008933 -1.567680 0.008933
-1.555607 0.012325 -1.555607 0.012325
-1.543363 0.015792 -1.543363 0.015792
-1.530947 0.019332 -1.530947 0.019332
-1.518357 0.022945 -1.518357 0.022945
-1.505595 0.026629 -1.505595 0.026629
-1.492659 0.030383 -1.492659 0.030383
-1.479549 0.034206 -1.479549 0.034206
-1.466264 0.038096 -1.466264 0.038096
-1.452804 0.042052 -1.452804 0.042052
-1.439169 0.046073 -1.439169 0.046073
-1.425358 0.050157 -1.425358 0.050157
-1.411371 0.054302 -1.411371 0.054302
-1.397207 0.058507 -1.397207 0.058507
-1.382866 0.062770 -1.382866 0.062770
-1.368348 0.067090 -1.368348 0.067090
-1.353653 0.071464 -1.353653 0.071464
-1.338781 0.075892 -1.338781 0.075892
-1.323730 0.080370 -1.323730 0.080370
-1.308502 0.084898 -1.308502 0.084898
-1.293095 0.089473 -1.293095 0.089473
-1.277511 0.094094 -1.277511 0.094094
-1.261748 0.098757 -1.261748 0.098757
-1.245807 0.103462 -1.245807 0.103462
-1.229689 0.108205 -1.229689 0.108205
-1.213392 0.112986 -1.213392 0.112986
-1.196918 0.117801 -1.196918 0.117801
-1.180266 0.122648 -1.180266 0.122648
-1.163436 0.127525 -1.163436 0.127525
-1.146430 0.132430 -1.146430 0.132430
-1.129248 0.137360 -1.129248 0.137360
-1.111888 0.142313 -1.111888 0.142313
-1.094354 0.147286 -1.094354 0.147286
-1.076644 0.152276 -1.076644 0.152276
-1.058759 0.157281 -1.058759 0.157281
-1.040701 0.162299 -1.040701 0.162299
-1.022469 0.167327 -1.022469 0.167327
-1.004065 0.172361 -1.004065 0.172361
-0.985489 0.177400 -0.985489 0.177400
-0.966743 0.182440 -0.966743 0.182440
-0.947827 0.187479 -0.947827 0.187479
-0.928742 0.192514 -0.928742 0.192514
-0.909490 0.197541 -0.909490 0.197541
-0.890071 0.202559 -0.890071 0.202559
-0.870488 0.207563 -0.870488 0.207563
-0.850741 0.212552 -0.850741 0.212552
-0.830832 0.217522 -0.830832 0.217522
-0.810762 0.222470 -0.810762 0.222470
-0.790533 0.227393 -0.790533 0.227393
-0.770147 0.232288 -0.770147 0.232288
-0.749606 0.237152 -0.749606 0.237152
-0.728911 0.241983 -0.728911 0.241983
-0.708064 0.246775 -0.708064 0.246775
-0.687068 0.251528 -0.687068 0.251528
-0.665924 0.256237 -0.665924 0.256237
-0.644634 0.260900 -0.644634 0.260900
-0.623202 0.265514 -0.623202 0.265514
-0.601630 0.270074 -0.601630 0.270074
-0.579919 0.274579 -0.579919 0.274579
-0.558073 0.279026 -0.558073 0.279026
-0.536094 0.283410 -0.536094 0.283410
-0.513985 0.287730 -0.513985 0.287730
-0.491749 0.291981 -0.491749 0.291981
-0.469389 0.296162 -0.469389 0.296162
-0.446908 0.300269 -0.446908 0.300269
-0.424310 0.304299 -0.424310 0.304299
-0.401596 0.308249 -0.401596 0.308249
-0.378771 0.312116 -0.378771 0.312116
-0.355839 0.315898 -0.355839 0.315898
-0.332802 0.319591 -0.332802 0.319591
-0.309664 0.323193 -0.309664 0.323193
-0.286430 0.326702 -0.286430 0.326702
-0.263102 0.330114 -0.263102 0.330114
-0.239685 0.333426 -0.239685 0.333426
-0.216183 0.336637 -0.216183 0.336637
-0.192600 0.339744 -0.192600 0.339744
-0.168939 0.342744 -0.168939 0.342744
-0.145206 0.345635 -0.145206 0.345635
-0.121405 0.348415 -0.121405 0.348415
-0.097539 0.351081 -0.097539 0.351081
-0.073613 0.353632 -0.073613 0.353632
-0.049633 0.356064 -0.049633 0.356064
-0.025602 0.358377 -0.025602 0.358377
-0.001525 0.360569 -0.001525 0.360569
0.022593 0.362636 0.022593 0.362636
0.046747 0.364579 0.046747 0.364579
0.070932 0.366394 0.070932 0.366394
0.095144 0.368082 0.095144 0.368082
0.119378 0.369639 0.119378 0.369639
0.143627 0.371066 0.143627 0.371066
0.167888 0.372359 0.167888 0.372359
0.192155 0.373520 0.192155 0.373520
0.216424 0.374546 0.216424 0.374546
0.240688 0.375436 0.240688 0.375436
0.264942 0.376190 0.264942 0.376190
0.289182 0.376808 0.289182 0.376808
0.313402 0.377288 0.313402 0.377288
0.337596 0.377629 0.337596 0.377629
0.361760 0.377833 0.361760 0.377833
0.385888 0.377898 0.385888 0.377898
0.409974 0.377825 0.409974 0.377825
0.434014 0.377613 0.434014 0.377613
0.458001 0.377262 0.458001 0.377262
0.481931 0.376773 0.481931 0.376773
0.505799 0.376146 0.505799 0.376146
0.529598 0.375382 0.529598 0.375382
0.553324 0.374482 0.553324 0.374482
0.576971 0.373445 0.576971 0.373445
0.600534 0.372273 0.600534 0.372273
0.624008 0.370967 0.624008 0.370967
0.647387 0.369528 0.647387 0.369528
0.670667 0.367957 0.670667 0.367957
0.693842 0.366255 0.693842 0.366255
0.716907 0.364424 0.716907 0.364424
0.739858 0.362465 0.739858 0.362465
0.762688 0.360380 0.762688 0.360380
0.785394 0.358171 0.785394 0.358171
0.807970 0.355840 0.807970 0.355840
0.830412 0.353388 0.830412 0.353388
0.852715 0.350818 0.852715 0.350818
0.874874 0.348132 0.874874 0.348132
0.896885 0.345331 0.896885 0.345331
0.918743 0.342419 0.918743 0.342419
0.940444 0.339398 0.940444 0.339398
0.961983 0.336270 0.961983 0.336270
0.983357 0.333038 0.983357 0.333038
1.004561 0.329704 1.004561 0.329704
1.025591 0.326272 1.025591 0.326272
1.046443 0.322744 1.046443 0.322744
1.067114 0.319123 1.067114 0.319123
1.087599 0.315412 1.087599 0.315412
1.107895 0.311614 1.107895 0.311614
1.127999 0.307733 1.127999 0.307733
1.147907 0.303770 1.147907 0.303770
1.167615 0.299731 1.167615 0.299731
1.187121 0.295617 1.187121 0.295617
1.206421 0.291432 1.206421 0.291432
1.225513 0.287180 1.225513 0.287180
1.244393 0.282863 1.244393 0.282863
1.263059 0.278486 1.263059 0.278486
1.281508 0.274051 1.281508 0.274051
1.299737 0.269562 1.299737 0.269562
1.317745 0.265023 1.317745 0.265023
1.335529 0.260437 1.335529 0.260437
1.353086 0.255808 1.353086 0.255808
1.370416 0.251138 1.370416 0.251138
1.387514 0.246433 1.387514 0.246433
1.404381 0.241694 1.404381 0.241694
1.421014 0.236926 1.421014 0.236926
1.437411 0.232133 1.437411 0.232133
1.453571 0.227317 1.453571 0.227317
1.469493 0.222482 1.469493 0.222482
1.485175 0.217632 1.485175 0.217632
1.500617 0.212771 1.500617 0.212771
1.515816 0.207901 1.515816 0.207901
1.530773 0.203026 1.530773 0.203026
1.545486 0.198150 1.545486 0.198150
1.559954 0.193275 1.559954 0.193275
1.574177 0.188406 1.574177 0.188406
1.588155 0.183546 1.588155 0.183546
1.601886 0.178697 1.601886 0.178697
1.615371 0.173864 1.615371 0.173864
1.628609 0.169048 1.628609 0.169048
1.641600 0.164255 1.641600 0.164255
1.654344 0.159486 1.654344 0.159486
1.666841 0.154744 1.666841 0.154744
1.679091 0.150033 1.679091 0.150033
1.691095 0.145356 1.691095 0.145356
1.702852 0.140715 1.702852 0.140715
1.714362 0.136113 1.714362 0.136113
1.725627 0.131554 1.725627 0.131554
1.736646 0.127039 1.736646 0.127039
1.747421 0.122572 1.747421 0.122572
1.757952 0.118155 1.757952 0.118155
1.768239 0.113791 1.768239 0.113791
