# circle in zeta-plane case 9
# xi0 = -0.1, eta0 = 0.3, r = 1.14018
# xi   eta   xi/a   eta/a
0.632891 -0.573425 0.632891 -0.573425
0.640485 -0.566996 0.640485 -0.566996
0.648022 -0.560501 0.648022 -0.560501
0.655503 -0.553941 0.655503 -0.553941
0.662926 -0.547315 0.662926 -0.547315
0.670291 -0.540626 0.670291 -0.540626
0.677598 -0.533872 0.677598 -0.533872
0.684845 -0.527054 0.684845 -0.527054
0.692032 -0.520174 0.692032 -0.520174
0.699160 -0.513231 0.699160 -0.513231
0.706226 -0.506226 0.706226 -0.506226
0.713231 -0.499160 0.713231 -0.499160
0.720174 -0.492032 0.720174 -0.492032
0.727054 -0.484845 0.727054 -0.484845
0.733872 -0.477598 0.733872 -0.477598
0.740626 -0.470291 0.740626 -0.470291
0.747315 -0.462926 0.747315 -0.462926
0.753941 -0.455503 0.753941 -0.455503
0.760501 -0.448022 0.760501 -0.448022
0.766996 -0.440485 0.766996 -0.440485
0.773425 -0.432891 0.773425 -0.432891
0.779787 -0.425241 0.779787 -0.425241
0.786083 -0.417536 0.786083 -0.417536
0.792311 -0.409776 0.792311 -0.409776
0.798470 -0.401962 0.798470 -0.401962
0.804562 -0.394095 0.804562 -0.394095
0.810585 -0.386175 0.810585 -0.386175
0.816538 -0.378202 0.816538 -0.378202
0.822421 -0.370178 0.822421 -0.370178
0.828235 -0.362103 0.828235 -0.362103
0.833977 -0.353978 0.833977 -0.353978
0.839648 -0.345802 0.839648 -0.345802
0.845248 -0.337578 0.845248 -0.337578
0.850776 -0.329305 0.850776 -0.329305
0.856232 -0.320984 0.856232 -0.320984
0.861614 -0.312616 0.861614 -0.312616
0.866924 -0.304201 0.866924 -0.304201
0.872159 -0.295740 0.872159 -0.295740
0.877321 -0.287234 0.877321 -0.287234
0.882408 -0.278683 0.882408 -0.278683
0.887421 -0.270088 0.887421 -0.270088
0.892358 -0.261449 0.892358 -0.261449
0.897220 -0.252768 0.897220 -0.252768
0.902006 -0.244045 0.902006 -0.244045
0.906715 -0.235280 0.906715 -0.235280
0.911348 -0.226474 0.911348 -0.226474
0.915904 -0.217629 0.915904 -0.217629
0.920382 -0.208744 0.920382 -0.208744
0.924783 -0.199820 0.924783 -0.199820
0.929106 -0.190858 0.929106 -0.190858
0.933350 -0.181859 0.933350 -0.181859
0.937515 -0.172823 0.937515 -0.172823
0.941602 -0.163751 0.941602 -0.163751
0.945609 -0.154644 0.945609 -0.154644
0.949537 -0.145502 0.949537 -0.145502
0.953385 -0.136326 0.953385 -0.136326
0.957152 -0.127117 0.957152 -0.127117
0.960839 -0.117876 0.960839 -0.117876
0.964445 -0.108602 0.964445 -0.108602
0.967971 -0.099298 0.967971 -0.099298
0.971414 -0.089963 0.971414 -0.089963
0.974777 -0.080598 0.974777 -0.080598
0.978057 -0.071205 0.978057 -0.071205
0.981255 -0.061783 0.981255 -0.061783
0.984371 -0.052334 0.984371 -0.052334
0.987405 -0.042857 0.987405 -0.042857
0.990355 -0.033355 0.990355 -0.033355
0.993223 -0.023827 0.993223 -0.023827
0.996007 -0.014275 0.996007 -0.014275
0.998708 -0.004699 0.998708 -0.004699
1.001325 0.004901 1.001325 0.004901
1.003858 0.014523 1.003858 0.014523
1.006307 0.024167 1.006307 0.024167
1.008672 0.033831 1.008672 0.033831
1.010953 0.043516 1.010953 0.043516
1.013149 0.053221 1.013149 0.053221
1.015260 0.062944 1.015260 0.062944
1.017286 0.072686 1.017286 0.072686
1.019227 0.082444 1.019227 0.082444
1.021083 0.092220 1.021083 0.092220
1.022854 0.102011 1.022854 0.102011
1.024539 0.111817 1.024539 0.111817
1.026138 0.121637 1.026138 0.121637
1.027652 0.131471 1.027652 0.131471
1.029079 0.141318 1.029079 0.141318
1.030421 0.151177 1.030421 0.151177
1.031677 0.161048 1.031677 0.161048
1.032846 0.170928 1.032846 0.170928
1.033929 0.180819 1.033929 0.180819
1.034926 0.190719 1.034926 0.190719
1.035837 0.200627 1.035837 0.200627
1.036661 0.210543 1.036661 0.210543
1.037398 0.220465 1.037398 0.220465
1.038049 0.230394 1.038049 0.230394
1.038613 0.240328 1.038613 0.240328
1.039090 0.250266 1.039090 0.250266
1.039481 0.260208 1.039481 0.260208
1.039785 0.270154 1.039785 0.270154
1.040002 0.280101 1.040002 0.280101
1.040132 0.290050 1.040132 0.290050
1.040175 0.300000 1.040175 0.300000
