# circle in zeta-plane case 7
# xi0 = -0.1, eta0 = 0.1, r = 1.10454
# xi   eta   xi/a   eta/a
0.681025 -0.681025 0.681025 -0.681025
0.687811 -0.674180 0.687811 -0.674180
0.694537 -0.667275 0.694537 -0.667275
0.701202 -0.660312 0.701202 -0.660312
0.707807 -0.653292 0.707807 -0.653292
0.714349 -0.646214 0.714349 -0.646214
0.720830 -0.639079 0.720830 -0.639079
0.727249 -0.631888 0.727249 -0.631888
0.733604 -0.624641 0.733604 -0.624641
0.739896 -0.617339 0.739896 -0.617339
0.746124 -0.609982 0.746124 -0.609982
0.752287 -0.602571 0.752287 -0.602571
0.758386 -0.595107 0.758386 -0.595107
0.764419 -0.587590 0.764419 -0.587590
0.770386 -0.580020 0.770386 -0.580020
0.776287 -0.572399 0.776287 -0.572399
0.782122 -0.564726 0.782122 -0.564726
0.787889 -0.557003 0.787889 -0.557003
0.793588 -0.549230 0.793588 -0.549230
0.799220 -0.541407 0.799220 -0.541407
0.804783 -0.533536 0.804783 -0.533536
0.810277 -0.525616 0.810277 -0.525616
0.815702 -0.517649 0.815702 -0.517649
0.821057 -0.509634 0.821057 -0.509634
0.826342 -0.501573 0.826342 -0.501573
0.831556 -0.493467 0.831556 -0.493467
0.836700 -0.485315 0.836700 -0.485315
0.841772 -0.477119 0.841772 -0.477119
0.846772 -0.468878 0.846772 -0.468878
0.851701 -0.460594 0.851701 -0.460594
0.856556 -0.452268 0.856556 -0.452268
0.861339 -0.443900 0.861339 -0.443900
0.866049 -0.435490 0.866049 -0.435490
0.870685 -0.427039 0.870685 -0.427039
0.875247 -0.418548 0.875247 -0.418548
0.879735 -0.410018 0.879735 -0.410018
0.884149 -0.401449 0.884149 -0.401449
0.888487 -0.392842 0.888487 -0.392842
0.892750 -0.384197 0.892750 -0.384197
0.896938 -0.375515 0.896938 -0.375515
0.901050 -0.366797 0.901050 -0.366797
0.905085 -0.358044 0.905085 -0.358044
0.909044 -0.349255 0.909044 -0.349255
0.912926 -0.340433 0.912926 -0.340433
0.916731 -0.331577 0.916731 -0.331577
0.920458 -0.322688 0.920458 -0.322688
0.924108 -0.313767 0.924108 -0.313767
0.927680 -0.304814 0.927680 -0.304814
0.931173 -0.295830 0.931173 -0.295830
0.934588 -0.286817 0.934588 -0.286817
0.937924 -0.277774 0.937924 -0.277774
0.941182 -0.268702 0.941182 -0.268702
0.944359 -0.259602 0.944359 -0.259602
0.947458 -0.250474 0.947458 -0.250474
0.950476 -0.241320 0.950476 -0.241320
0.953415 -0.232140 0.953415 -0.232140
0.956273 -0.222935 0.956273 -0.222935
0.959051 -0.213705 0.959051 -0.213705
0.961748 -0.204451 0.961748 -0.204451
0.964365 -0.195174 0.964365 -0.195174
0.966900 -0.185875 0.966900 -0.185875
0.969354 -0.176554 0.969354 -0.176554
0.971727 -0.167211 0.971727 -0.167211
0.974018 -0.157849 0.974018 -0.157849
0.976227 -0.148467 0.976227 -0.148467
0.978354 -0.139065 0.978354 -0.139065
0.980399 -0.129646 0.980399 -0.129646
0.982362 -0.120209 0.982362 -0.120209
0.984243 -0.110755 0.984243 -0.110755
0.986041 -0.101286 0.986041 -0.101286
0.987756 -0.091801 0.987756 -0.091801
0.989388 -0.082301 0.989388 -0.082301
0.990937 -0.072788 0.990937 -0.072788
0.992404 -0.063261 0.992404 -0.063261
0.993787 -0.053722 0.993787 -0.053722
0.995087 -0.044171 0.995087 -0.044171
0.996303 -0.034609 0.996303 -0.034609
0.997436 -0.025037 0.997436 -0.025037
0.998485 -0.015455 0.998485 -0.015455
0.999451 -0.005865 0.999451 -0.005865
1.000333 0.003733 1.000333 0.003733
1.001131 0.013339 1.001131 0.013339
1.001846 0.022951 1.001846 0.022951
1.002476 0.032570 1.002476 0.032570
1.003022 0.042193 1.003022 0.042193
1.003485 0.051821 1.003485 0.051821
1.003863 0.061452 1.003863 0.061452
1.004158 0.071087 1.004158 0.071087
1.004368 0.080723 1.004368 0.080723
1.004494 0.090361 1.004494 0.090361
1.004536 0.100000 1.004536 0.100000
