# Joukowski airfoil case 1
# a = 1, xi0 = 0, eta0 = 0.1, r = 1.00499
# x   y   x/a   y/a
1.990269 0.001961 1.990269 0.001961
1.988502 0.002316 1.988502 0.002316
1.986590 0.002700 1.986590 0.002700
1.984533 0.003112 1.984533 0.003112
1.982331 0.003553 1.982331 0.003553
1.979986 0.004022 1.979986 0.004022
1.977498 0.004519 1.977498 0.004519
1.974867 0.005044 1.974867 0.005044
1.972094 0.005597 1.972094 0.005597
1.969179 0.006177 1.969179 0.006177
1.966123 0.006784 1.966123 0.006784
1.962927 0.007417 1.962927 0.007417
1.959590 0.008078 1.959590 0.008078
1.956114 0.008765 1.956114 0.008765
1.952500 0.009478 1.952500 0.009478
1.948747 0.010216 1.948747 0.010216
1.944856 0.010980 1.944856 0.010980
1.940829 0.011770 1.940829 0.011770
1.936664 0.012584 1.936664 0.012584
1.932364 0.013424 1.932364 0.013424
1.927929 0.014287 1.927929 0.014287
1.923359 0.015175 1.923359 0.015175
1.918654 0.016086 1.918654 0.016086
1.913817 0.017021 1.913817 0.017021
1.908846 0.017979 1.908846 0.017979
1.903743 0.018960 1.903743 0.018960
1.898509 0.019963 1.898509 0.019963
1.893144 0.020988 1.893144 0.020988
1.887648 0.022035 1.887648 0.022035
1.882023 0.023104 1.882023 0.023104
1.876269 0.024193 1.876269 0.024193
1.870387 0.025304 1.870387 0.025304
1.864377 0.026434 1.864377 0.026434
1.858239 0.027585 1.858239 0.027585
1.851976 0.028755 1.851976 0.028755
1.845587 0.029945 1.845587 0.029945
1.839073 0.031154 1.839073 0.031154
1.832435 0.032381 1.832435 0.032381
1.825673 0.033626 1.825673 0.033626
1.818788 0.034889 1.818788 0.034889
1.811781 0.036169 1.811781 0.036169
1.804653 0.037466 1.804653 0.037466
1.797403 0.038780 1.797403 0.038780
1.790034 0.040110 1.790034 0.040110
1.782545 0.041455 1.782545 0.041455
1.774938 0.042816 1.774938 0.042816
1.767213 0.044192 1.767213 0.044192
1.759371 0.045583 1.759371 0.045583
1.751412 0.046987 1.751412 0.046987
1.743337 0.048406 1.743337 0.048406
1.735148 0.049837 1.735148 0.049837
1.726844 0.051282 1.726844 0.051282
1.718427 0.052739 1.718427 0.052739
1.709897 0.054208 1.709897 0.054208
1.701254 0.055688 1.701254 0.055688
1.692501 0.057180 1.692501 0.057180
1.683637 0.058683 1.683637 0.058683
1.674664 0.060196 1.674664 0.060196
1.665581 0.061719 1.665581 0.061719
1.656391 0.063251 1.656391 0.063251
1.647092 0.064792 1.647092 0.064792
1.637688 0.066342 1.637688 0.066342
1.628177 0.067900 1.628177 0.067900
1.618561 0.069466 1.618561 0.069466
1.608841 0.071040 1.608841 0.071040
1.599017 0.072620 1.599017 0.072620
1.589091 0.074206 1.589091 0.074206
1.579062 0.075799 1.579062 0.075799
1.568933 0.077397 1.568933 0.077397
1.558703 0.079000 1.558703 0.079000
1.548373 0.080608 1.548373 0.080608
1.537945 0.082220 1.537945 0.082220
1.527419 0.083837 1.527419 0.083837
1.516796 0.085456 1.516796 0.085456
1.506076 0.087078 1.506076 0.087078
1.495261 0.088703 1.495261 0.088703
1.484351 0.090330 1.484351 0.090330
1.473347 0.091959 1.473347 0.091959
1.462250 0.093589 1.462250 0.093589
1.451061 0.095220 1.451061 0.095220
1.439780 0.096851 1.439780 0.096851
1.428409 0.098482 1.428409 0.098482
1.416948 0.100113 1.416948 0.100113
1.405398 0.101743 1.405398 0.101743
1.393759 0.103371 1.393759 0.103371
1.382034 0.104998 1.382034 0.104998
1.370222 0.106622 1.370222 0.106622
1.358325 0.108244 1.358325 0.108244
1.346343 0.109863 1.346343 0.109863
1.334277 0.111479 1.334277 0.111479
1.322128 0.113090 1.322128 0.113090
1.309896 0.114698 1.309896 0.114698
1.297584 0.116301 1.297584 0.116301
1.285190 0.117898 1.285190 0.117898
1.272718 0.119491 1.272718 0.119491
1.260166 0.121077 1.260166 0.121077
1.247536 0.122657 1.247536 0.122657
1.234830 0.124230 1.234830 0.124230
1.222047 0.125797 1.222047 0.125797
1.209189 0.127356 1.209189 0.127356
1.196256 0.128907 1.196256 0.128907
1.183250 0.130450 1.183250 0.130450
1.170171 0.131984 1.170171 0.131984
1.157020 0.133509 1.157020 0.133509
1.143799 0.135025 1.143799 0.135025
1.130507 0.136531 1.130507 0.136531
1.117146 0.138027 1.117146 0.138027
1.103716 0.139512 1.103716 0.139512
1.090219 0.140987 1.090219 0.140987
1.076656 0.142450 1.076656 0.142450
1.063027 0.143902 1.063027 0.143902
1.049333 0.145342 1.049333 0.145342
1.035575 0.146770 1.035575 0.146770
1.021754 0.148185 1.021754 0.148185
1.007871 0.149587 1.007871 0.149587
0.993927 0.150976 0.993927 0.150976
0.979922 0.152351 0.979922 0.152351
0.965858 0.153712 0.965858 0.153712
0.951736 0.155058 0.951736 0.155058
