# Joukowski airfoil case 8
# a = 1, xi0 = -0.1, eta0 = 0.2, r = 1.11803
# x   y   x/a   y/a
1.963817 0.014194 1.963817 0.014194
1.960311 0.015592 1.960311 0.015592
1.956651 0.017054 1.956651 0.017054
1.952840 0.018578 1.952840 0.018578
1.948878 0.020165 1.948878 0.020165
1.944766 0.021813 1.944766 0.021813
1.940506 0.023524 1.940506 0.023524
1.936099 0.025295 1.936099 0.025295
1.931545 0.027127 1.931545 0.027127
1.926846 0.029019 1.926846 0.029019
1.922004 0.030970 1.922004 0.030970
1.917019 0.032980 1.917019 0.032980
1.911892 0.035048 1.911892 0.035048
1.906626 0.037174 1.906626 0.037174
1.901219 0.039357 1.901219 0.039357
1.895675 0.041596 1.895675 0.041596
1.889994 0.043892 1.889994 0.043892
1.884178 0.046242 1.884178 0.046242
1.878226 0.048646 1.878226 0.048646
1.872141 0.051104 1.872141 0.051104
1.865924 0.053616 1.865924 0.053616
1.859576 0.056179 1.859576 0.056179
1.853097 0.058794 1.853097 0.058794
1.846489 0.061460 1.846489 0.061460
1.839754 0.064176 1.839754 0.064176
1.832891 0.066941 1.832891 0.066941
1.825903 0.069755 1.825903 0.069755
1.818791 0.072617 1.818791 0.072617
1.811555 0.075525 1.811555 0.075525
1.804196 0.078480 1.804196 0.078480
1.796716 0.081480 1.796716 0.081480
1.789116 0.084524 1.789116 0.084524
1.781397 0.087613 1.781397 0.087613
1.773560 0.090744 1.773560 0.090744
1.765605 0.093917 1.765605 0.093917
1.757535 0.097132 1.757535 0.097132
1.749349 0.100386 1.749349 0.100386
1.741050 0.103681 1.741050 0.103681
1.732638 0.107014 1.732638 0.107014
1.724114 0.110384 1.724114 0.110384
1.715480 0.113792 1.715480 0.113792
1.706735 0.117235 1.706735 0.117235
1.697882 0.120714 1.697882 0.120714
1.688921 0.124227 1.688921 0.124227
1.679854 0.127773 1.679854 0.127773
1.670681 0.131352 1.670681 0.131352
1.661403 0.134962 1.661403 0.134962
1.652022 0.138603 1.652022 0.138603
1.642538 0.142274 1.642538 0.142274
1.632953 0.145973 1.632953 0.145973
1.623266 0.149701 1.623266 0.149701
1.613480 0.153455 1.613480 0.153455
1.603596 0.157236 1.603596 0.157236
1.593614 0.161042 1.593614 0.161042
1.583535 0.164871 1.583535 0.164871
1.573360 0.168725 1.573360 0.168725
1.563090 0.172601 1.563090 0.172601
1.552727 0.176498 1.552727 0.176498
1.542270 0.180416 1.542270 0.180416
1.531722 0.184353 1.531722 0.184353
1.521083 0.188309 1.521083 0.188309
1.510354 0.192283 1.510354 0.192283
1.499536 0.196274 1.499536 0.196274
1.488629 0.200281 1.488629 0.200281
1.477635 0.204303 1.477635 0.204303
1.466555 0.208340 1.466555 0.208340
1.455390 0.212389 1.455390 0.212389
1.444140 0.216451 1.444140 0.216451
1.432807 0.220524 1.432807 0.220524
1.421391 0.224608 1.421391 0.224608
1.409894 0.228701 1.409894 0.228701
1.398315 0.232803 1.398315 0.232803
1.386657 0.236913 1.386657 0.236913
1.374920 0.241030 1.374920 0.241030
1.363105 0.245153 1.363105 0.245153
1.351213 0.249281 1.351213 0.249281
1.339244 0.253413 1.339244 0.253413
1.327200 0.257549 1.327200 0.257549
1.315082 0.261687 1.315082 0.261687
1.302890 0.265826 1.302890 0.265826
1.290625 0.269967 1.290625 0.269967
1.278289 0.274107 1.278289 0.274107
1.265881 0.278246 1.265881 0.278246
1.253404 0.282383 1.253404 0.282383
1.240857 0.286518 1.240857 0.286518
1.228242 0.290648 1.228242 0.290648
1.215560 0.294775 1.215560 0.294775
1.202811 0.298896 1.202811 0.298896
1.189997 0.303011 1.189997 0.303011
1.177117 0.307119 1.177117 0.307119
1.164174 0.311220 1.164174 0.311220
1.151168 0.315311 1.151168 0.315311
1.138099 0.319394 1.138099 0.319394
1.124969 0.323466 1.124969 0.323466
1.111779 0.327527 1.111779 0.327527
1.098528 0.331576 1.098528 0.331576
1.085219 0.335612 1.085219 0.335612
1.071853 0.339635 1.071853 0.339635
1.058429 0.343644 1.058429 0.343644
1.044948 0.347638 1.044948 0.347638
1.031413 0.351616 1.031413 0.351616
1.017823 0.355578 1.017823 0.355578
1.004179 0.359522 1.004179 0.359522
0.990482 0.363448 0.990482 0.363448
0.976733 0.367355 0.976733 0.367355
0.962933 0.371243 0.962933 0.371243
0.949083 0.375111 0.949083 0.375111
0.935183 0.378957 0.935183 0.378957
0.921235 0.382782 0.921235 0.382782
