# Joukowski airfoil case 2
# a = 1, xi0 = 0, eta0 = 0.2, r = 1.0198
# x   y   x/a   y/a
0.829892 0.333350 0.829892 0.333350
0.849445 0.330150 0.849445 0.330150
0.868874 0.326896 0.868874 0.326896
0.888176 0.323587 0.888176 0.323587
0.907349 0.320226 0.907349 0.320226
0.926390 0.316816 0.926390 0.316816
0.945298 0.313356 0.945298 0.313356
0.964070 0.309850 0.964070 0.309850
0.982704 0.306299 0.982704 0.306299
1.001198 0.302705 1.001198 0.302705
1.019550 0.299070 1.019550 0.299070
1.037759 0.295396 1.037759 0.295396
1.055821 0.291684 1.055821 0.291684
1.073736 0.287936 1.073736 0.287936
1.091502 0.284154 1.091502 0.284154
1.109117 0.280341 1.109117 0.280341
1.126578 0.276497 1.126578 0.276497
1.143886 0.272625 1.143886 0.272625
1.161037 0.268727 1.161037 0.268727
1.178031 0.264804 1.178031 0.264804
1.194866 0.260859 1.194866 0.260859
1.211541 0.256893 1.211541 0.256893
1.228054 0.252908 1.228054 0.252908
1.244404 0.248907 1.244404 0.248907
1.260589 0.244890 1.260589 0.244890
1.276609 0.240860 1.276609 0.240860
1.292462 0.236819 1.292462 0.236819
1.308147 0.232768 1.308147 0.232768
1.323664 0.228709 1.323664 0.228709
1.339010 0.224644 1.339010 0.224644
1.354185 0.220576 1.354185 0.220576
1.369189 0.216505 1.369189 0.216505
1.384019 0.212434 1.384019 0.212434
1.398676 0.208363 1.398676 0.208363
1.413159 0.204296 1.413159 0.204296
1.427466 0.200234 1.427466 0.200234
1.441598 0.196178 1.441598 0.196178
1.455553 0.192130 1.455553 0.192130
1.469331 0.188092 1.469331 0.188092
1.482931 0.184066 1.482931 0.184066
1.496353 0.180053 1.496353 0.180053
1.509596 0.176055 1.509596 0.176055
1.522660 0.172073 1.522660 0.172073
1.535544 0.168109 1.535544 0.168109
1.548248 0.164164 1.548248 0.164164
1.560772 0.160241 1.560772 0.160241
1.573115 0.156340 1.573115 0.156340
1.585278 0.152463 1.585278 0.152463
1.597259 0.148612 1.597259 0.148612
1.609059 0.144788 1.609059 0.144788
1.620677 0.140992 1.620677 0.140992
1.632114 0.137226 1.632114 0.137226
1.643369 0.133492 1.643369 0.133492
1.654442 0.129789 1.654442 0.129789
1.665334 0.126121 1.665334 0.126121
1.676043 0.122487 1.676043 0.122487
1.686571 0.118890 1.686571 0.118890
1.696917 0.115330 1.696917 0.115330
1.707082 0.111809 1.707082 0.111809
1.717065 0.108328 1.717065 0.108328
1.726867 0.104888 1.726867 0.104888
1.736487 0.101491 1.736487 0.101491
1.745927 0.098136 1.745927 0.098136
1.755186 0.094826 1.755186 0.094826
1.764264 0.091561 1.764264 0.091561
1.773163 0.088343 1.773163 0.088343
1.781881 0.085172 1.781881 0.085172
1.790419 0.082049 1.790419 0.082049
1.798779 0.078975 1.798779 0.078975
1.806959 0.075951 1.806959 0.075951
1.814961 0.072978 1.814961 0.072978
1.822785 0.070057 1.822785 0.070057
1.830431 0.067189 1.830431 0.067189
1.837899 0.064373 1.837899 0.064373
1.845191 0.061612 1.845191 0.061612
1.852306 0.058905 1.852306 0.058905
